,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,XMR,NEO,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.131251926011491,0,0,0,0.0774714611381844,0,0,0.0779745215738164,0,0.210858673940819,0,0.081720573686013,0.11219528432016,0.0185398295541714,0,0,0,0,0.022051226679022
ETH,0,0,0.0707178160109231,0.277330406809377,0.0213667337202967,0,0,0,0.116299165714978,0.0784385765552678,0.0711553119523891,0.0842985982086353,0,0.145629198805396,0.0311796403609181,0,0,0,0,0
XRP,-0.0743172045459866,0.382301366122403,0,0.0915837629150698,0,0,0,0,0.0961765359410442,0.0742017245679629,0,0,0,0.0363981858012024,0.0923655302094131,0,0,0,0,0
BCH,0,0.346633419132435,0.395336186553737,0,0.180788534375509,0.0779938600161902,0,0.0281995015196433,0.0118596269048499,0,0,0,0,0.091675600515485,0,0,0,0,0,0
EOS,0.478404187483755,0,0,2.77555756156289e-17,0,0,0.209928024540102,0,0,0.277229480749858,0,0,0,0.0341406992380439,0.447894056177919,0,0,0,0,0.0614998094035008
XLM,0,0,0,0,0.0275870043243463,0,0,0.0647229464164271,0.0440923453015923,0.327806704103224,0.0818566842164102,0,0.0362189169967142,0,0.273199858698994,0,-0.0942402302173027,0,0,-0.127136344566987
LTC,0,0,0,0.326708439725296,0.0574599682210675,0,0,0,0,0,8.67361737988404e-19,0.0497324288071655,0,0.125612309662089,0.260806085540923,0,0,0,0,0
ADA,-0.0870249654109479,0,0,6.93889390390723e-18,0,0.170922424977937,0.192750453347307,0,0,0.3164590421856,0,0.157819754101107,0,0.00954339023452857,0.242376109821692,0,0,0,0,0
MIOTA,0,-0.157525010876518,0,-0.297295029483409,0.104701895804784,0.0756746901926966,0.50956736128298,0,0,0.346823434930216,0,0.513288203056342,0,0.0500543751608602,0,-0.295276096089309,0.292418095034569,0,0,0.0417435707592941
TRX,0,0.119686191827709,0.498106123522633,0,0.138685488226004,0,0,0.0764101637659225,-0.124206632625558,0,0.330724877084999,0,0.137834520738919,0,0.011363611663627,0,0,0,0,0
XMR,0.103170108088529,0,0,0,0,0.0797266719452012,0.432268935525237,0.114269967141095,1.38777878078145e-17,0,0,0.221892822870011,0,0.069867604130568,0,0,0,0,0,0
NEO,0,0,0,0,0.0561336699494078,-0.0465007292492402,0.0906105367370552,0,0.481059510245376,0,0,0,0,-0.127003766260096,0.465306912008237,0,0,0,0,0.056765633879491
DASH,0,0,0,0.0267396866159257,-0.0827543817993434,0.308838657258609,0,0.0807722202712111,-0.139066682348617,6.93889390390723e-18,0,0.493993896550919,0,0,0,0,-0.563958321580571,0,0,-0.0725858160899039
ETC,0,0,0.0578621405838876,0.326697645135494,0.125536009820842,0,0,0,0.218203591402704,0,0,0,0,0,0.180674807592071,0,0.473338798115547,0,0,-0.0952361159757956
XEM,0,0.140760855193271,0,0,0,0.280063765885336,0,0,-0.0729120745741347,6.93889390390723e-18,0,0.243624824181487,0.302793231894649,0.0110736814703127,0,0,-0.173823709906958,0,0,0
BV010082.Index,0,0,0,0,-0.12073800154182,0.0683540630896863,0,-0.0856873659858567,-0.0800939317630163,0,0.197350294277821,0,0.0721024172609538,-0.0280139858517573,0,0,0,0,0,-0.230114200747595
CVIX.Index,0,0,0,0.319038467058177,0,0,0,-0.139364315215774,0,-0.0771285219444216,0.101395542390666,0.0209792405714045,-0.199996725570492,0.112828768009147,0,0.220715510854448,0,0,0,0.159594282540154
DXY.Curncy,0,-0.0349944785913279,0,0,0,0.00752214025101199,0,-0.000506914156238074,-0.031899472329419,0,0.0340785530975298,0.0286402757558832,0,0.0297214332824068,-0.0248620772649503,0,0.146221319240794,0,0,0.00403181310460409
SPX.Index,0.0239512079629442,0,0,0.00510393067609104,0,0.00860817020852588,0,0.000916219467260582,-0.0301551764663959,0.000535540607589204,0,0.00587612761425239,0,0,0,0,0,0,0,-0.0619427590422598
VIX.Index,0.550131395381784,0.104246043630225,0,0,-0.33504205644466,-0.164640457013024,0,0,-0.323118540314623,0,0.153427868084476,6.93889390390723e-18,0,-0.259142327432834,0.477777453205663,0,0.229364970844726,0,-4.61702618609531,0
