,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,DASH,MIOTA,TRX,NEO,ETC,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.247248593167627,0,0.0281574739646592,0.00998469476209451,0.499801125159402,0,0.0359353793635506,0,0.0171875303487901,0.23353935521882,0,0,0,0,0,0,0,-1.0842021724855e-19
ETH,0,0,0,0.192084395980071,0.0199024107150649,0,0.303838239181828,0.22026936016628,0.0553513291726374,0.0381347799979683,0.00813984923198646,0,3.46944695195361e-18,0.207579606311318,0.0508879207425586,0,0,0,0,0.00363481088198506
XRP,0,0,0,0.174791623107577,0,0.0795077028593738,0.076574966681477,0.0998733647752562,0,-0.069737935690169,0.231693140073493,0,0,0.190430056632025,0.196537156402429,0,0,0,0,0.0697451496499848
BCH,0,0,0.0350504552651712,0,0.187557327721534,-0.0602207570719833,0.408445556787874,0.281556413371958,0,0,0,0.0531831589252742,-6.93889390390723e-18,0,0,0,0,0,0,0
EOS,0,0.0675775904506277,0.017391420049128,0,0,0.0831559580069328,0,0,0.18500434734918,0.150228700132681,0.0279354671293587,0.598476836855522,0,0,0,0,0,0,0,-0.0205445013660208
XLM,0.133909655239468,0,0,0,0,0,0,0.313124409053642,0.291296142721681,0,0.0720384377719987,0.136497972982751,0.097144469108821,0,-0.151439525889623,0,-0.0664910657548605,0,0,-0.089685001085306
LTC,0.0770309113118962,0.0257701423142328,0,0.297313936464189,0.0983511953608194,0,0,0,0.0539541184045223,0.0269748259878422,0.15068908968799,0,0,0.0321534438821338,0,0,0,0,0,0
ADA,0,0,0,0.364935762247865,0,0.236367754366034,0,0,0,0.0593353629176404,0,0.0370667407687643,0,0.197362787102772,0.154498287306639,0,0,0,0,-0.0364164649758073
XMR,0.27630608598364,0,0,0.168314040169715,0.108236026876755,0.0191578515355195,0,0.148281845912311,0,0.0877616406716549,0,0,0,0.118299315277142,0.115910605867456,0,0,0,0,0
DASH,0,0.465111585946839,-0.236583793673144,-0.0219045760859489,0.0807584487723256,0,0,0.312285396246458,0,0,0.0849806891476848,0.154429680940664,0.120609535922222,0,0.00784102124415922,0,0,0,0,0
MIOTA,0.235773664894204,0,0.238355911658731,0,0,0.290853742807512,0,-0.314960350787127,0,0.0252115248242979,0,0.346829178134376,0.517395339966398,-0.100498495653603,0,0,0,0,0,0.00131669592691228
TRX,0,0.225451583418563,0,0.0504082171579364,0.0880860739889369,-0.000357940001356124,0,0.373743164463251,0,-0.0639979824051449,0.0353060626496706,0,0.429541890900898,-0.047154271719265,0,0,0,0,0,0
NEO,0,0.414617994612277,0,0.212796145112199,0,0,0,0,0.0604940616520433,0.0233271579906449,0.108150630333246,0.140830838882763,0,0,0.211676680426375,0,0,0,0,0
ETC,0,0.253228126434681,0,0,0.14261733308044,0.236779477267155,0,0,0.0145875927594173,-0.063802693515314,0.287588842821681,0,-0.137849442011281,0,0,0,-0.307174927193364,0,0,0.172542120004128
BNB,0,0.12531011913865,0,0.0106362286610425,0,-0.24244716433456,0,0.326456877267187,0.201748955349111,0.332723986592329,0.0886344176628425,-0.0561863450458033,0,-0.0779242482356533,0,0,0,0,0,0
BV010082.Index,0.0536380145824168,0,0,0,0,-0.0411248002859637,-0.292406520244163,0.0580397520071737,0.014989363565382,0.00599046253501952,0.023145521622914,0.0530060087708473,0,0.0395869431747152,0.0729294284962862,0,0,0,0,-0.0610269059594354
CVIX.Index,0,0,0.094036801416479,0,0,-0.00220361355798966,0,0.147565368351192,-0.25490254845892,0.0520997752438886,0,0,-0.0910221435875808,0.0172162758818445,0.171837927177415,0,0,0,0,0.0436097173562995
DXY.Curncy,0,0,0,0,0,-0.00670722939053499,0,0,0.0250976090443346,0,0,-0.018372508881906,0,0.00468571020402863,0,0,0.163296899398078,0,0,-0.0279102815611363
SPX.Index,0,-0.00789781801019616,0,-0.0008814069329806,0,-0.0117572018688278,0,0,0.0178213943739974,-0.0074302789704682,0,0,0,0,0,0,0.0376428867456744,0,0,-0.063108220993389
VIX.Index,0.727847311514802,-0.118634516627424,-0.433340042972759,0.312361431546146,0,-0.200506011513774,0.204469069120294,0,-0.325497167041247,-0.390515062000218,-0.0899827382458072,0,-0.0461345632759592,-0.00726826654124736,0.866175989616855,-6.93889390390723e-18,0,0,0,0
