,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0468719434303963,0.03098102404997,0.0231982199799078,0.142475648380251,0.27331063288282,0.158293367300476,0.114815547720886,0.024823257419281,0.205557874255274,-0.111811531841324,-3.46944695195361e-18,0.156641212442928,0,0,0,0,0
ETH,0.205142719510383,0,0.103237375879988,0,0.21950211376762,0,0.28224369211408,0.0793550337545732,0,0,0.0187550915206538,0,0.31784830080323,0,0.0631694330467149,0,0,0
DASH,0.159204825080992,0.487334907142044,0,0.106349765448095,0.00195100548434157,0,0,-0.0605599532809185,0,0.0728027052134589,0,0.199874792639658,0.0817799623391061,0,0.289752679055488,0,0,0
XRP,0.0327358433823516,-0.0312222333250949,0.0597774984952799,0,-4.33680868994202e-19,-0.108899941108592,-0.0926856888222063,0.00358254124835438,0,0.662099156823999,0,-0.0796170963924207,0.0208874516940763,0.324073385259144,0,0,0,0.156877236107746
XMR,0.208575389081903,0.79555797132925,-0.0770045667169735,-0.100962742066381,0,0.122695936896799,0,0,0,0,0,-0.117215167283605,0,0,-0.429572157607228,0,0,0
LTC,0.328567203046738,0,-0.102131998941714,0,0,0,0.249110509727213,0.0754186860358984,0,0.119732507443382,0.133504682617157,0.128075593147685,0.0877303116596107,0,0,0,0,0
ETC,0.545852163361208,0,0.0816839388121209,0.0681814557157241,0,0.594252693540458,0,0.00398935752659497,0.137106899501809,0,0.0844940978853193,0.149832870033954,0.0675066493556303,0,0,0,0,0.0793162721146913
XEM,1.03177394059271,0.413503982442284,0,0.684380839177984,-0.554296964010234,-0.384898560880043,0,0,0.455146637573268,-1.61958145574566,0.530495375074628,0.0394858408077133,-0.0806494320343869,1.04884696473967,-0.479923340298224,0,0,-0.178557699100593
ZEC,0.0489028885605882,0.277930582838647,0.216622213339127,-0.0563991047248168,-0.0854817173819679,0,0.159885260808981,-0.115222907107688,0,0.305382594835585,0,0,0,0,0,0,0,0
DOGE,0.122647004763753,0,-0.0385049957506216,0.283539314118276,0.13914264251759,0,0,0.00815966600987979,0.251164395407788,0,0,-0.0614302207203094,0.00690114016033806,0,-0.0791523254420336,0,0,0.105392251876307
XLM,0,0.207811450230073,-0.0183266462678452,0.208212495296703,0.232700347199654,0.253601600312757,-0.105115245054849,-0.0323147828000746,-0.140268990737605,0,0,0.0708444290349844,0.0556249809591902,-0.59369914349191,0,0,0,0
NEO,0,-0.137219021946894,0,-0.312946134733888,0,0.254621272554315,0.15245768367876,-0.139986703622509,0.302971959778341,0,0,0,0.166913811384978,0,0,0,0,0
DGB,0.650254024288484,0,0,0.214742027491695,0.0135285889181844,-1.24164036749025,0,0.174047836197975,0.161614679496246,0.648737352477045,0.063350386107078,0.460446176783167,0,-1.15298302396814,-0.372858086065161,0,0,-0.250729046866576
BV010082.Index,-0.0398095746879481,0.0980854460258337,0,0.0609240732880933,0,-0.159198500458066,0,-0.0693853469802503,0.0515631795865781,0.111010955617663,0.0738238314079378,0,-0.00161678102899054,0,0.0379287573650784,0,0,0
CVIX.Index,0.00286782042370834,0.241276936808702,0.166173212495781,0,-0.0098936095357241,0.0562110092416332,0,-0.142466718275146,-0.277352913985137,0.128548747626596,-0.0698852837690061,-0.171143196967492,-0.0201347862927687,0,0,0,0,0.0957687705672595
DXY.Curncy,0.0460255018825868,0.00542027226725456,-0.00521919447987855,-0.0716146250469172,-0.0368711460734885,0,0,-0.007553500080434,0,0,0.00334336643659408,0,0,0.185885397247033,0.0583364245444003,0,0,-0.0301951751851807
SPX.Index,0,0.0389172929953296,0,-0.0323658697531252,-0.00677409897593362,0,-0.0388464518205781,0.00377891025318771,0,0,0.03689655693752,0.000504903309921838,0,0,-0.0195401450606183,0,0,-0.0141427809930803
VIX.Index,-0.160090490995655,-0.0829511871714602,0.223337725223077,0.11352875564128,0,0.494407999523098,-0.476129715146806,-0.192192451235956,-0.31027212941266,0.0281998270615091,0.238444183178471,0.0638996490945997,-0.113577572992585,6.93889390390723e-18,0.253640459134447,0,-0.584158247504212,0
