,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,NEO,TRX,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.181573284620496,0,0,0.0471716301588768,0,0,0,0.0752441675783327,0,0.0704616056604352,0.12797056972711,0.110658718912198,0.0694522619892194,0,0,-0.194741072252588,0,0,0.00954110792412352
ETH,0.0638340268120313,0,0.447689920812162,0.0645548279060267,0.0126921818558486,0,-0.0060171971155972,0.149857946241157,0.122465784479606,0,0.0240906419409162,0,0,0.130163240838498,0,0,0,0,0,0
XRP,0,0.0834710234641175,0,0,0.0420865354470569,0.163401893970972,0.11599234218806,0,0.0622089950628781,0,0.195181807195365,0,0,0.0193785286596768,0.114661652666413,0,0,0,0,0.0335535539614703
BCH,0,0.234045262912734,0,0,0.151097419480026,0.221793541674621,0,0.241386889120861,0,0.063372713915724,0,0,0,0.0950845610988689,-6.93889390390723e-18,0,0,0,0,-0.0674097631470622
EOS,1.26911357978093,0,0,0,0,0,-0.139941076588095,0.174778375391512,0.13239676280977,0,0.176555430281653,0,-0.255060124307449,0.0403739396207785,0,0,0.441944036371858,0,0,0
LTC,0,0,0.153565812483252,0,0.115918521494806,0,0.0417205785275959,0.160751390453302,-0.0910710029953371,0,0,0,0,0.0950138032150941,0.286115021349453,0,0,0,0,-0.0636816894858098
XLM,0,0.0248140283920657,0,0.241392167453597,0.101390727652426,0,0,0.329696249640012,0.0440172155308497,0,0.073424623553909,0,0,-0.00737064610497578,0,0,0,0,0,-0.00969235902866688
ADA,0,0.0193182331312023,0,0,0.162259944503095,0,0.0565259464660926,0,0.100198593123467,0,0.306016092570139,0.0774554390744916,0,0.0284243721758778,0.130589772671024,0,0,0,0,0
MIOTA,0,0,0,-0.275112554247363,0.101308192545284,0,0.634701599100066,0.158666870416862,0,0.76619315516696,3.46944695195361e-18,0,0,0.108170476500989,-0.387765164332415,-0.0434763552161019,0.242393706755072,0,0,0.00223310366557202
NEO,-0.163123081633542,0,0,0.141452628993086,0.0954878190602892,0,0,0,0.116560138018694,0,0.182217858344854,0.14971376544163,0,-0.304833374472191,0.679511109486979,0,0.313634344615697,0,0,0.0628573912016925
TRX,0,0.267874841593806,0.293357498915166,0.120439626035931,0.0987617115547018,0,0,0,-0.100959930314163,0,0,0.248352237845912,0,0.109693293538343,0.121998743600406,0,0,0,0,0
XMR,0.515241103815133,0.314807178281235,0,0,0.0702349573509662,0,-0.0549498884541274,0,0,0.184461777166404,0.10102186269314,0,0,0.000451136460052963,0.182909614669526,0,-0.272132155150669,0,0,-0.0341795912269064
DASH,0,0,0.230083368104756,0.000187284205954263,0,0,3.46944695195361e-18,0,0.0263309101949861,0.042099483903071,0,0,0,6.93889390390723e-18,0.324994964321284,0,0,0,0,-0.0734921209340737
ETC,0.407328060369014,0,0.653305854711707,0.145890569546523,-0.00122855407253351,0,0,0,0.0713206326696472,0.118638908000058,0,0,-0.209697121631685,0,0,0,0,0,0,-0.141311426758295
XEM,0,0,0,0,0,0,0.379535073383878,0.147854624869683,-0.211579836197088,0.291932960486766,0.215112522787824,-0.0412371584490889,0,0.164506408645309,0,0,0,0,0,0.0354381302608043
BV010082.Index,0,0.0764496184980707,-0.325320602639075,-0.0371424638468406,-0.0969162295921284,0,0,-0.0585137964373795,0,0,0.109128381215196,0.211073142855346,0,0,0.0379207781303189,0,0.0925389243338017,0,0,-0.219520722065671
CVIX.Index,0,0,0,0.293648983396735,-1.73472347597681e-18,0,-0.102510486576487,0,0,0,0,0,-0.0637177915563231,0.0104862499304526,-0.0860149645641876,0.207808435953843,0,0,0,0.144683089733423
DXY.Curncy,0,0,0,-0.0120512394449236,0.0176813505127121,0,0.0379111239249382,-0.0674484642384723,0,-0.0160863087819643,0.0323886953934483,0.00296111184166436,0,0.0253126871588247,-0.0232907019145539,0,0.0245648492404511,0,0,0.0106521193894821
SPX.Index,0,0,0,0.00275432027967255,0,0,0.0123715247169035,0.00568556274955799,-0.0289584750379646,0,0,0,0,0.0157563620969988,0,0,0,0,0,-0.0533866130174734
VIX.Index,0,0,0,5.55111512312578e-17,-0.325059486240365,0,-0.0628715144442437,-0.122949385043162,-0.0980799571910664,0,0,0.0981659861217214,0,-0.241611127977829,0.670824157016575,-0.438167132783901,0,0,-1.95788411662157,0
