,BTC,ETH,XRP,BCH,BSV,LTC,BNB,EOS,INNBCL,XTZ,LINK,LEO,XLM,XMR,ADA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.495023462712357,0.0128529824830006,0,0.144688938308214,0,0.00123050255788045,0.086004527928018,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0.118138970821984,0.151589498418564,1.73472347597681e-18,0.0100812809569714,0,0.250011819212332,0.00237095227851884,0.268815226666853,0.0144702842718534,0,0,0.190106825783556,0.0233507120488281,0.051732534892699,0.0176622904720278,0,0,0.0124290956559747
XRP,0,0.118110285670023,0,0,0.0307802202536993,0,0.208051327444913,0,-0.00107294596539325,0,0.0710380935420857,0,0.152345393329497,0,0.256587502345474,0,-0.0299283964501394,0,0,0.0176848715484569
BCH,0.276804180664271,0.217472120804537,0.0177589096297225,0,0.241259567943366,0.239921807610318,0,0.0332623440681918,-0.000852352616425934,0.047285834828661,0,0,0,0,0,0,0,0,0,0.0456449834807736
BSV,0,0,0,0.526083199884412,0,0,0.406126664774372,0.198239954302995,-0.00179714938930736,0,0,0,0,0,0,0.0218276727583437,0.0761096055107298,0,0,-0.104738482337305
LTC,0,0,0.0747627929772163,0.146889212776068,0.101803534413335,0,0,0.345791511806026,0.0034847786029572,2.77555756156289e-17,0,0,0,0,0.256165582067775,0,0,0,0,-0.0114752529195546
BNB,0.0972384270255368,0.223902141963933,0,0.423527166368113,0.0472609172482871,0,0,0,-0.00465179187177735,0.129189427621366,0.00807199584703958,0,0,0.00567751494474137,0,-0.131614528601931,-0.0137341670750496,0,0,0.0042811573294266
EOS,0,0.014741777425833,0,0.701703646036273,0.012071706757645,0,0,0,0.00885086029303439,0,0,0,0,0,0.238675952777517,0,0,0,0,-0.0376041845388823
INNBCL,7.81758894576557,20.8460368008493,0,0,2.22044604925031e-16,0,-27.0724602876187,-13.5153214128443,0,-4.3497729839517,4.4933364628472,0,21.7433081680143,-9.82798636292551,0,-12.5142466310383,-0.704521138276639,0,7.29096637422983,-1.38855529103493
XTZ,0,0.0238877298592131,0,0,0.188365496448701,0,0.295364480382956,0,-0.000180086882113139,0,0.466213211566285,0,0,0,0,0,0,0,0,0
LINK,0,0,0,0,0.063236667752019,0,0.564185411568877,0,-0.00331803135204045,0.416207276911414,0,0,0,0,0,0,0,0,0,0.0326169817152058
LEO,0,0,0,-0.153382257391651,0.12347533451632,-0.235312691886511,0.0553105657621304,0.0676251953432191,0,0.164844338406376,0,0,0,-0.0961543714202791,0,-0.0191034586585729,-0.0102475315363196,0,0,-0.050938762108821
XLM,0,0,0.359245761076928,0.308540682203973,0.057186379257176,0,0,0,-0.00306488722782677,0,0,0,0,0.101860508867538,0,-0.018843870725325,0.0359944818989575,0,0,-0.0234303814233414
XMR,0.288749508559879,0,0,0,-0.0455277741929762,0,0,0.244480593810873,-0.00457351393466416,0,0.080903975535577,0,0.329606226680056,0,0.103349731980613,-0.0515869170519223,-0.0331119556985575,0,0,0.0288655637921249
ADA,0,0,0,0,0,0.491700679112421,0.0873813205570697,0.179731976890146,-0.00188379360338202,0.200679542703043,0.00216199244181607,0,0,0.029512305863954,0,0,-0.00100706298890069,0,0,0
BV010082.Index,0,0.682056297637958,0,0,0.543169237491225,0.0195862796025949,-0.446057663035488,-1.57570918207849,-0.0149887136459495,-0.962076693541393,0.491587273028314,6.93889390390723e-18,1.29705525953513,0,0,0,0,0,-1.73472347597681e-18,-0.0793426495406755
CVIX.Index,0,0,0,0,0,0.15827527223513,0,0,-0.00599630685615932,0.555807208176725,0,0,0,-0.777081006428656,0,0.40432329511018,0,0,-0.975673018820186,0.266186165403464
DXY.Curncy,0.0244395743651494,0,-0.180533535370164,0,0,0,0.0500395793237283,0,-1.35525271560688e-20,0.0623996882090399,-0.0440370422234998,0,0.0731268157760424,0,0,0.0240412718184329,-0.0104638444226857,0,-0.0252658739474817,-0.0150445787656173
SPX.Index,0,0,0,-0.134153356246412,-0.105487970703103,0.100467487514616,0,0,0.00153289081622774,0,0.203617005898694,0,0,-0.0839450719411062,0,0.277701317543226,-0.0286091473517567,0,0,-0.197127291536803
VIX.Index,0,0,0,0,0,0,-0.623457799171048,-0.625175248921082,0.0171537678446201,0.85087823020227,-0.068463185694987,0,0.183680068495748,-0.0288645816834152,0,0.229664108391511,0,0,-1.64802114966274,0
