,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,XMR,NEO,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0370740537972806,0,0.0705838639393681,0,0.089638958999066,0,0,0.101446475821943,0,0.18862412184897,0,0.0452696236796208,0.112541385187124,0.0288871452193314,0,-0.0736104994559549,0,0,0.0189926751216303
ETH,0,0,0,0.326270333976084,0,0,0,0,0.0515418759128014,0.0523320786923631,0.0711560935550421,0.152617090224194,0,0.125273690091014,0.0671230774702077,0,0,0,0,0
XRP,0,0.101797739810578,0,0.0647266629825624,0,-0.0529958161890405,0,0,0.104748967537445,0.313343264875992,0.00451111884081791,0.143511350765659,0,0.00692434285652299,0,0,0,0,0,0
BCH,0,0.44679025604861,0.585232257655876,0,0.0574704626873411,0.0157878319846672,0,0.0261223653609773,0.0192785764988351,0,0,0,0,0.0809773693655793,0,0,0,0,0,0
EOS,0.645329485580254,0,0,0,0,0,0.249830989775842,0,-0.0555147559856144,0.257820743116438,0,1.73472347597681e-18,0,0.0171709722095832,0.423541256243495,0,0,0,0,0.0452643672113951
XLM,0,0,0.170762539568482,0,0.0318179790022411,0,0,0.0733946159379651,0.0265649976391809,0.279163716900824,0.113542645358874,0,0,0,0.205214547123022,0,-0.161307375955228,0,0,-0.0936362473967253
LTC,0,0,0.019009546830383,0.34563515614445,0.0424602312274126,0,0,0,2.77555756156289e-17,0,0,0.0446221364443889,0,0.12388495410596,0.257279204083117,0,0,0,0,0
ADA,0,0,0,0.0310070052049869,0.0865487856253505,0.267746408516284,0,0,0,0.422239414561899,0,0.0511146333583293,0.0362434851876287,0,0.0750100079293378,0,0,0,0,0
MIOTA,0,-0.063902128037208,0,-0.300101777527699,0.157733826678091,0.176586606228814,0.49908671371999,0,0,0.16680715192944,0,0.454268054015946,0,0.051726393267165,0,-0.116624736563306,0.431441616984885,0,0,0.0825125216758546
TRX,0,0.249636452647986,0.222112866250058,0.255669522842605,0.0597342549046805,0,0,0,-0.0822348973326072,0,0.198825983954602,0,0,0,0.165772645669898,0,0,0,0,0
XMR,0.693783996702099,0,0,0,0,0,0,0.0994700116103593,0,0.138434149504155,0,0.189471342279653,0,0.13163479346883,0.0716865582952189,0,0,0,0,-0.0489870896525233
NEO,0,0,0,0,0.0501195444854695,-0.030993394416219,0,0,0.509620382229372,0,0,0,0,-0.0620639888901478,0.442011133610352,0,0,0,0,0.0615753905398552
DASH,0,0,0,0.0227672503996716,-0.0456390394255622,0.147883869191685,0,0.295032660866007,-0.129127908280186,0,0,0.251408187245282,0,0,0.0842546675714373,0,0,0,0,-0.0854936483805248
ETC,0.748083006247801,0.157883587005068,0,0,0.0928940432980628,0.0451902299389893,0,0,0.209062457892338,0,0,0,-0.331466825437186,0,0.162040366594073,-0.420612729921156,0.226702588951223,0,0,-0.132179752710383
XEM,0,0.14076085519327,0,0,0,0.280063765885336,0,0,-0.0729120745741343,0,0,0.243624824181487,0.302793231894649,0.0110736814703126,0,0,-0.173823709906957,0,0,0
BV010082.Index,0,0,0,0,-0.12073800154182,0.0683540630896867,0,-0.0856873659858564,-0.0800939317630163,0,0.197350294277821,0,0.0721024172609534,-0.0280139858517577,0,0,0,0,0,-0.230114200747595
CVIX.Index,0,0,0,0.295430110941783,0,0,0,-0.12555539321081,0,-0.116013792169632,0.11720478455493,0.0112740036916777,-0.137008440892806,0.103908371300873,0,0.184326300594805,0,0,0,0.148887749002821
DXY.Curncy,0.0183832632976903,-0.0731284034065145,0,0,0,0.00890620643686094,0,-0.00676790295490524,-0.00914541002913167,0,0.0244939122333685,0.0167337474317574,0,0.0321908098362927,-0.014695754759431,-0.0291819398782186,0.133051553126025,0,0,0
SPX.Index,0.0237889697965974,0,0,0.00551761096533807,0.00084765787897853,0.00830067493115009,0,0.000491669982367358,-0.0307889211259837,0,-0.00156532464062492,0.00683141587238575,0,0,0,0,0,0,0,-0.0626367630389566
VIX.Index,0.161011023970093,0,0,0,-0.374054427274352,-0.138401690457974,0,0.0671900498076163,-0.262751736483845,0,0.203702439784969,0.049497031817602,-3.46944695195361e-18,-0.143026133251209,0.499509349367178,0,0.202974166453574,0,-3.56208245153926,0
