,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.22830260855086,8.67361737988404e-19,0,0.184702023632856,0,0.0778832384450908,0.237585487836088,0.215066459627196,0.111084477416946,0,-0.0451778496392622,0,0,0
XRP,0,0,-0.0313228951318469,-0.0553724961259117,0,0,0.288998627457726,-0.132676305105494,0.197038670539877,0,0.299520624015567,0.0530145174884827,0,0,0.0395629319818319
LTC,2.22650824311205,0.516206826336026,0,-0.0563036513084999,-1.96394998863529,1.03252418528343,0,0,-0.701480142339822,0.121719774568583,0,0.719767429573261,0,0,0.0198530883450714
ETH,2.37858341997925,-1.79250446786594,0,0,0.365922069142116,0,-0.923793017335248,0.97007216496308,0.823869175944849,-0.346317270316543,-5.34536827778023,0.375437295009006,0,0,-0.796851815457556
DASH,0.694255440658463,0.243618563027881,0.011484821120584,-0.028303096148887,0,0.217236980509174,0.212720956187139,-0.0336752373990135,-0.225380025211444,0.108336607383046,0,0.858064080461008,0,0,-0.063808686395473
DOGE,0.175682331509315,0.240311679386057,0.135071451094743,0,0.47819373457103,0,0.130479915223222,1.73472347597681e-18,-0.0480088405857633,-0.00974378565810785,0,0,0,0,-0.0217004527103128
XLM,0.66143850311387,0,-0.0352932777268592,-0.0651437156915351,0,0,0,0.0583624334117796,-0.143123956487908,-0.0584056954460242,0,0,0,0,-0.0735856718304739
XMR,2.12761211217372,0,0.0240195517101785,-0.0794236440992559,0,0,0.434575533582937,0,-0.0936679772288155,-0.196332291219686,0,0,0,0,0.152085407010411
XEM,0.760117800131193,0.450819719183626,0,-0.0349483088579756,0,0,0,-0.143212704240128,0,0.0611320239725883,0,0,0,0,0
DGB,0.0546868547245706,0.212382133866642,0.0406056696969571,-0.0223391164582649,0.17364837064974,0,0.282294581650504,0.275360184317481,-1.38777878078145e-17,0,0,0,0,0,-0.0219616139281078
BV010082.Index,0,0.138627816271566,0.011587281455471,-0.0240477719916809,0,0.0362410372509614,0,-0.0800686341292192,-0.0681121476192102,0.0783590490443782,0,0.297366147922035,0.318016742420752,0,-0.0447946688909475
CVIX.Index,-0.195941094783149,-0.3045965921257,0.051254627867119,-0.0131322652501164,-0.0161970179690906,0.0814551911199448,-0.108964885060663,-0.0483611457952523,0.0605649497018402,0.197795361420018,0,0,-0.0488631217299413,-0.639992400767932,0
DXY.Curncy,-0.138590268760901,0.0526496539286232,0.0206761849956733,-0.000564207831297584,0.106661182492194,0,-0.0372386390775301,0.0378114591591735,0.0173728790068507,-0.0280730019881648,0,0,0,0,-0.0374950286010539
SPX.Index,0,-0.0344890756930171,0.0157362390269548,0,-0.0409547795169514,0,-0.0633888969416459,-0.0123547430662559,0,0.0172484158663906,0,-0.068869052736522,0,0,-0.0746423257152276
VIX.Index,0,-0.806469797298698,4.33680868994202e-19,-0.0935120599126489,0,2.77555756156289e-17,-0.134595438628467,-0.0941261399199173,-0.0567228737248015,0.205208127938371,-1.87322909068894,0.849189947502284,-1.76191272066446,-3.87025954394012,0
