,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.194256450334972,0.0486778370499219,-0.0204621875748057,-0.132625826400367,0.0622992661186849,0.147259178991552,0.167533172304385,0.0470862109656357,-0.0108027825353238,0.0889711870513062,-0.14612486915108,0.297284816786957,-0.0429459705069327,-0.152449097550736,0,0,0,0,0.127601908268468
ETH,0,0,0,0,0,0.349204191356821,0.215377475150353,0.00760340113527162,0.107961468609277,-0.0374685384845471,-0.0431575789323967,0,-0.0582036410425724,0.0344810065778369,0.297951780260938,0,0,0,0,-0.016029099307025
XRP,0,0,0,0,-0.0152012717123499,0,0,0,0.306264933241303,0.225856955291227,0,0,0.257071291793994,0.123202120678551,0,0,0,0,0,0.0732482176743813
BCH,0,0,-0.0767572579714751,0,0,0.124560764395579,0.213013517291709,0.0240589538732444,0.176318896340846,0,0,0.231665394924272,0.147226199765901,0,0.106208374075552,0,0,0,0,0
ADA,0,0,0.170468825314282,0,0,0,0.169447274733701,0.0910323237666624,0,0.146485480439201,0.0133710086457843,0,0,0.0585927210053734,0,0,0,0,0,0
LTC,0.163317638440531,0.0887293944578221,0,-0.092378006832747,0,0,0,-0.00551810438206065,0.0684242401787992,0,0.208003635416448,0,0,0,0.148104725546226,0,0,0,0,0
NEO,0.188881168128173,0.367080500367934,0.0688381600578797,0,0.00856424059579892,0,0,0.119865057701954,0,0,-0.167531617196161,0.134621581808371,0.0442288547759783,-0.0276872634958669,0.364612871156664,0,0,0,0,0
XLM,0.192683971686687,0.00595841256693807,0.203065461285997,0.101436185838076,0.281472651830222,0.12923906716116,0.16970317511652,0,0,0,0.10585060532529,0,0,-0.183004517383622,0,0,0,0,0,0.0340447966043399
EOS,-0.135215116149855,0,0.041067003603351,0.245984870436789,0.0264511992702139,0.20498495472709,-0.0475172477277304,0.179711808367771,0,0.0339864845966948,0.126357167039231,0,0,0.177730364142814,0.101309982854409,0,0,0,0,0
XEM,0,0,0.333659179304272,0.169821254514904,0,-0.0943266079947298,0.111921575995469,0,0.0173872419882273,0,0.186801319233152,0,0,0.000580521867399793,0,0,0,0,0,0.0737066201637634
MIOTA,0.246901734602497,0,-0.127164264202965,0,-0.0513358263398276,0,-0.22403002816465,0.113619245349696,0.362400237956297,0.246090996193953,0,0,0,-0.102672620208237,0.520887322017746,0,0,0,0,0
DASH,0,0,0,0,0.0321958068943972,0.182280934935215,0,0,0.074370616164091,0,0.0124601125816922,0,0.114953296496252,0,0.282455420642436,0,0,0,0,0
XMR,0.112180427272143,0,0,0.183055007769335,0,0.0462596658698783,0.0534632564206548,0.0988241729633432,0.0163955632977697,-0.00951968612690376,0,0.209357804117915,0,0.0600126000419642,0.0702984330102124,0,0,0,0,0
TRX,1.29592488042418,0,0.216175894028312,0.390560732804407,0,-0.854604471241819,-0.580933055965156,-1.38777878078145e-17,0.149652772032264,-0.598306293199497,0,0,0,0,0.672532020541438,0,0,0,0,0.178867565063306
ETC,0,0.228249896427894,0.0622615852518004,0.167149855182349,0,0,0.0907489761903934,0,0.0418678562135754,0.0314045540554016,0.153619761236503,0.022609245321776,0.270142634934726,0,0,0,0,0,0,0.0981936381469863
BV010082.Index,-0.0532420149239489,0,0,0,-0.0301017818894458,0.0135602956505453,-0.0154474682666505,0,0.00837306670259501,-0.00155139893125572,0.010847498910638,0,0.0320510333527154,0.00474059597505503,0,0,0,0,0,-0.0330836000517603
CVIX.Index,0.0405540225060694,0.0543870379203635,0.00267617013532791,-0.00950939801532381,0.0590367146839515,0,0.0193612842348249,-0.0259141895112233,0,0.0268845361634385,0.0322080314816327,0,-0.0551212668920451,-0.0144247004869753,-0.0985062740886561,0,0,0,0,0.0338456678935037
DXY.Curncy,-0.00012732670578852,0.0130731419244266,0.00485166715025466,0,2.71050543121376e-20,0,0,-0.00932443610657385,-0.00882332513285352,0,0.001092501934113,0,0,0.0067943599487968,-0.0161179245817454,0,-0.0225648175438947,0,0,-0.0223752468372754
SPX.Index,0,0,0.00322333591265143,0,0.00647933653243926,0,0.0185591982732937,-0.0146072049406905,0.00682805802394725,-0.000408862129255461,0,-0.0132759555647537,0,0.00395339723830538,-0.00132620139431083,0,0,0,0,-0.0699569489671932
VIX.Index,0,-0.303475363783666,0.134855607598803,0.103269098068174,0,0,0.116014227103791,-0.149063878088967,-0.157225520890465,-0.0822551126480441,0.253307744627173,0,0.249118234300495,-0.0188865096024548,0,0,0.161075774659759,0,0,0
