,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.148152405041682,0,0.120409092614286,0,0.034993606122751,0,0.123559637299214,0,0.0023745501975683,0,0,0.0256344287657142,0.0864493760828597,0.0432547702027328,0,0,0,0,0.120868389930705
ETH,0,0,0.0797765303676395,0.174998433190281,0,0.513754967200126,0.048468312558514,-0.100493871256712,0.0167019659241269,0,0,0.04043076263193,-0.0699283205752205,0.15749903251744,0.0100370090634774,0,0,0,0,-0.0446156641335004
XRP,0,0.451377097428606,0,0,0.0482354711301993,0,0,0.0310982605318398,0,0,0.0780081454397812,0,0.189433766223076,0,0.076726259484118,0,0,0,0,-0.0556746463706763
BCH,0,0.473123967255226,0,0,-0.117246783392499,0.114658086950506,0,0.275254016750868,0.125104113845246,0,0,0,0.0370735934362636,0,0,0,-0.265710083394791,0,0,0
EOS,0,-0.553045060297254,0,0.663838023731354,0,0,0.13558226984611,-0.18371487849624,0,-0.354104005146764,0.768778956957473,0,0.24054862557408,-0.0234227368227014,0,0,0,0,0,0.0298448185341499
LTC,0,0.475809319707477,0,0.142898120976562,0,0,0,0.16461421452886,0.0322069161225587,0.00459109753700596,0.0844849276663993,0,0,0.00351323680865869,0,0,0,0,0,0
ADA,0,0,0.0775929313230372,0.0621153902898954,0.109559995585135,-0.0119003666378061,0,0,0.158510905388592,-0.0456180551893074,0.261297693386767,-0.150456909170781,0.236484536317109,0.330385121281659,0.0275329237415489,-0.184612676953035,0,0,0,0
XLM,0.0814376740942048,0,0,0.071276606584174,0,0,0.25309973324343,0,0.0957522221023793,0.0658282508172431,0.178984129408214,0,0,0.138557017309726,0.0817607351465841,0,0,0,0,0
MIOTA,0,0,0.187951116302296,0.0581558087251401,-0.134655090507084,0,0.163637090790073,0.270657929193348,0,0.0924222452130335,0,0,0,0,0.344134288673111,0,0,0,0,0.0728311913029598
TRX,0.835733988943106,-0.717350442666042,-0.792478560729376,0.685410906289473,0.373371626713603,0,-0.955558530978553,-0.166893846081817,0.257060684519688,0,0,0.667887101943224,-0.437793808344651,0.800678913416601,0.0470860137137612,0,-0.241832961999953,0,-0.756884889588161,0
NEO,0,0,0,0,0.0915242191885363,0.117729522400612,0.0214412509153269,0.113513489530148,0.132805456689774,0,0,0.00946602439240348,0.143521787961212,0.0973384571406253,0.156143066066576,0,0,0,0,0.0751408674913654
DASH,0.21643323810987,0.119719735019398,0,0.212302188040244,0,0,0,0.0885761345224759,0.0598492259399222,-8.67361737988404e-19,0.122619132301957,0,0.0824978980664982,0.0438289092373424,0.00969146685700855,0,0,0,0,0.0921469314885781
XMR,0,0,0.262603927193384,0.0888253860218117,0,0,0,0.099732029106463,0,0.0590098291976835,-0.0300835226743283,0.285797365347809,0,0,0,0,0,0,0,-0.0364740568431358
XEM,-0.0504759757161952,0.615717565911674,0,-0.253917666432903,-0.071163826930643,0,0.0819016201404976,0.569050224950296,-0.149445209986818,0.139864435932839,0.0987217248585111,0,0,0,0.129548044154295,0,0,0,0,-0.0153239503054526
ETC,0,0.000974743535030499,0.4151668522702,0,0,0.0989904271408556,0.10990592125569,0.100435459022081,0.00916658020938394,0,0.124113684748452,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0.0144372674211369,0.107541624246905,0,-1.30588927766853e-05,0,0.00238635181127171,0.0480003612816342,-0.0372511321286818,-0.00234319321457866,0,0.119844205932318,-0.00817613757475395,-0.185936426808762,-0.0316422555837992,0,0.0787912867416154,0,0,-0.0828966656716414
CVIX.Index,0.0260866005959329,-0.00468034627380233,0,0.0315361540359795,0.0306695981093742,0,-0.108487756565035,0,0.0963514852361492,0,0,-0.266066832621013,0,0.0843976319139574,0.0782542046099103,0.28578443509085,0,0.688411410026532,0,0.0817980677931802
DXY.Curncy,0,0.0360517972340684,0,0,0.000391572635103267,0,0.0101422912908817,0,0,0,0,0.00728028323007422,-0.01107718112987,-0.0324821475880355,0,0,0.0135245372001453,0,0,-0.0070468630857873
SPX.Index,0,0,0.00722613147316414,0.0541484945697002,0.00865435876366832,0,0,0,-0.0542776883155953,-0.0242895792605794,0.0262104919001505,-0.0317661779146466,0,0,0,0,0.00968859644061139,0,0,-0.12477486443048
VIX.Index,0.318315634638963,0,0,0,-0.114457461571283,0,0.0560388605335284,0,-0.349546729821869,0.0591471503916353,0.0127513241875563,0.219086185413698,0,-0.0719906196975464,0,-0.484968980880779,0,0,-4.32029950407152,0
