,BTC,LTC,XRP,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.166848540962572,0.00571217147164227,0.028317046531856,0.047405608650239,0,0.0517370509480453,0.27425092005319,0.0326859534338197,-0.0299193000885112,-0.143836542412844,0,0,0,-0.0118184421642925
LTC,0.551875759993367,0,0.175934976910242,-0.0320687514028778,0.0936251296620773,0.148670186806526,0,0,-0.00533108396864154,0.00207000578637087,0.104402658276929,0.225628329955627,0,0,0.0456137837801126
XRP,1.28885605418218,-0.509691780468277,0,-0.0969040077280421,0,1.17807663596458,0.558088749807229,-0.823411027911471,0.00394192394553257,-0.167250587228094,0,0,0,0,-0.148317258685586
ETH,0,-2.11878816039167,-0.334358763491999,0,0.187596846289239,1.61504335940962,0.597051107573531,0.254457830591765,-0.0425991611790036,-0.433231703859209,0,-0.553143038604407,7.17955394163192,0,0.341901311219359
DASH,0,0.333931566652536,-0.0124115318990935,-0.0576689894496552,0,0.647798617828473,-0.0561843456401002,-0.245893962456008,0.0377282588501604,0.0664812129150584,0,0,-0.853269205298223,0,-0.200920785597375
DOGE,0,0.345840867680621,0.0586092225582206,0.0518112965751909,0.00908725447311019,0,0.0465795926111497,0.411930956951823,0.0165262980029065,-0.0299434886972845,0,0,0,0,0.0462371428412312
XLM,-0.311599704642425,0.441122316074664,0,0.113395842239606,0.198510919419608,-0.632535938800669,0,-0.0424523366652694,-0.0256227000135797,0.0618785334055489,0.289622842191746,0,0,0,0.0282665304034049
XMR,1.90665791032971,-0.170131833284181,-0.40424402486718,0,0.128458182246625,0,0.282978824038891,0,0.0483014375509191,-0.0662725907638347,0,0,0,0,3.46944695195361e-18
DGB,-2.03187134953841,-0.106868444433879,0.447774556610106,0.566109691133797,0.882030506548346,0,1.90988994197956,0.786346989243592,0,0.56341991941756,-1.43149763126417,2.1012157571081,-5.73841219675072,0,-1.03138177022247
XEM,0,-0.61577712955945,-0.00182682725333112,-0.309672873717468,0,1.58934112864004,0.742791311851554,-1.02814194272997,0.121242487568398,0,-0.227376310400782,0.768584111829,0.549450985314089,0,-0.308280977699683
BV010082.Index,-0.654090211229336,0.658174083105221,0.0408479899862382,0.123347155342309,-0.566373237198051,-0.280508202994262,-0.097350093907701,-0.0162271270913674,0.0199303753700865,0.241677317732596,0,0,0.306293052564263,1.39902771514942,0.242848631113879
CVIX.Index,-0.169091511278391,0.317868241537353,0.0979874950938701,0.0263235195451564,0,-0.122050196919288,-0.413726663442282,-0.272386071786156,-0.0102251240950387,0.0630189608181206,0.0331247888330078,0,2.44087840008487,1.06826383399629,0.277563213995107
DXY.Curncy,0,0.0325445762748982,-0.0275938439759041,0.0147839622698648,0,0,-0.0199549247654114,0.0363562081975918,-0.0210158225219534,0.0122023737374537,0.0438433599422143,0,0,0,-0.019283778097063
SPX.Index,0,0,-0.0682364002191537,0,0,0.0830340553432809,0.0270393784585104,0,-1.73472347597681e-18,-0.00698761338608128,0.101609251772199,-0.0972106841174709,0,0,-0.157436194331878
VIX.Index,0,0,-0.272800001502462,0.0849275274304743,-0.585200423097406,0.362864495892071,0.303456626591345,0.181812622175931,0.12680945609903,-0.0355066862674462,0.467651183382567,0,0,-5.20844470773555,0
