,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0389156913818137,0.0452062410493172,4.33680868994202e-19,0,0.372739566744896,0.0916147876619444,0.237705795021729,0.100456856083212,0.163812342494379,0,0,0,0,-0.0538675082365688
XRP,0.541818241403445,0,0,-0.0153036620916503,-0.0120072740220136,0.114181199241905,0.070193645853582,-0.234419371394043,0.101910360241382,-0.21916688927801,0,0,0,0,-0.0123270909717893
LTC,0.254404934247953,0.258771866845074,0,-0.00280140987721011,0,0.465953030840785,-0.0381050058065041,0,-0.0715723026295049,0.326022559675883,0.296011661988192,0,0,0,-0.0071184405850384
ETH,7.34068218919312,-1.04401066702086,0,0,1.89432173835755,0,-1.08862668788833,0.486130615714789,-0.413059040585993,0,0,2.35406576012966,0,0,-1.62792446359342
DASH,0,0,0.130933682468827,0,0,0.34876613871283,0.267426401446696,0.0559673354868217,-0.0213339274438875,0.102897485421659,0.0728581010860094,0.731085480065988,0,0,-0.115811098799797
DOGE,0.05052117243041,0,0.190475113606942,0.00263844804764004,0.163502006444793,0,0.228346043684014,0,0,0,0,0,0,0,-0.0536426231490515
XLM,0.679104642724827,0,-0.0617221913847988,-0.0616842418813751,0,0,0,0.0508597022935905,-0.0711412010629763,-0.141244207890343,0,0,0,0,-0.0864309240784897
XMR,1.46231987828061,0,-0.137777037878136,-0.0644207552480421,0.721768483400091,0,0.375311843644792,0,6.93889390390723e-18,-0.0988326699558557,0,0,0,0,0.125557479281746
XEM,1.84433861866288,-0.105582272136312,0.0937544764655348,-0.0291238841745787,-1.40601403858255,0,-0.476909564187651,0,0,0,1.21827937188533,-0.233854484358694,0,1.43796207494672,-0.067921208814685
DGB,0.14053326220305,-0.260631362201999,0.133730033520896,-0.0355393311558348,0.361651836328891,0,0.293554080852695,0.290029366429281,-0.0467782290049084,0,0.380388230596557,0,0,0,-0.125343049573965
BV010082.Index,0,0.0866275033051536,0.0593175603045349,-0.0229958338181328,0,0,0,-0.0704847141871369,-0.0280836723989451,0,0,0,0,0,0
CVIX.Index,-0.273269298299838,-6.93889390390723e-18,-0.318726970075534,0.0103671732441873,-8.67361737988404e-19,0.31285987618373,-0.0385685109387175,0.177528196838892,0.0255407616517339,0.0456830208582422,0.130434658275381,0,0,-0.818392254097681,0
DXY.Curncy,0,-0.0328644906112273,-8.67361737988404e-19,0.000218464363438053,-0.0901002777657176,0,0.0307900512266904,0.0250612663307914,0.0129393188906393,-0.0145640113068851,0.0358337528583235,0,0,0,-0.0242011690092094
SPX.Index,0,-0.0544203920180667,0,-0.00148290087765602,0.0378158817007145,0,-0.117520249309552,0,0.0111363129183108,0.00398715702695316,0,-0.256207847753273,-0.148449509660705,0,-0.0743279103326643
VIX.Index,0,-0.144368671035856,0.808631708708658,-0.0136486800141742,-1.06906332147201,0,-0.43709703375588,0.149756014398607,-0.12186164829366,-0.193660850220606,0.393334108784852,0.216712085758275,-2.01165820466452,-3.21545083426017,0
