,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,TAGZ5,XTZ,INNBCL,LEO,XMR,XLM,ADA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.188719447177321,0.0495477048373927,0,0.242647140921022,0.167773255772819,0,0.0998293283071141,0.00548437104777154,0,0.0676092692739071,0,0,0,0,0,0,0
ETH,0,0,0.0865910652558638,0.175132495556767,0.0211453566586079,0.201838923798849,0.142858386169514,0,0,0.218256349915244,0.00696212803947207,0,0,0.00958524605044064,0.17273126636072,0,-0.0226109450012563,0,0,0
XRP,0,0.0878771893513994,0,0,0,0,0,0.155015512672902,0,0,-0.00348564360107245,0,0,0.18612974558797,0.3568547330171,0,0,0,0,0.00667889654370619
BCH,0.299339310670774,0.205523527049672,0.194906338233087,0,0.227791647059656,0.0484580872209783,0.0275837894021624,0.0692878718388134,0.0378359959771829,0,-0.00126077548037966,0,0,0,-4.33680868994202e-19,0,0,0,0,0
BSV,0,0,0,0.577690195024518,0,0,0.215619846287213,0.300761218672132,-0.0272529664495339,0,-0.00224034727284324,0.155801272480459,0.0317186207171096,0,0,0.0176101169884745,0.105857445208916,0,0,-0.0718593555177973
LTC,0,0.0623917828593892,0.0112921016255759,0.0494626784103865,0.159386939136104,0,0.380577222022656,0,0,-0.0794802656299032,0,0,0.0477101793144527,0,0.26870206600819,0,0.0853335701885513,0,0,-0.0423711599814055
EOS,0,0,0.0564318980232385,0.282412181410514,0.236133593891333,0.149116128940214,0,0,0,0,0.00322227651130797,0,0,0.123210565382171,0.0952661245969763,0,0,0,0,-0.00277921897807936
BNB,0.186317129781016,0.183785807796862,0,0.264216880863453,0.0166005612822995,0,0,0,0,0.0870529973129716,0,0,0.240122249223282,0,0,0,0,0,0,0
TAGZ5,0,0,0,0.418130741263707,-0.140843220487139,0,0,0.0829558974935079,0,0,-0.00168782451374915,0,0,0.544860156794979,0.0218453278724754,0,0,0,0,0
XTZ,0,0.317645801133908,0,-1.38777878078145e-17,0,0,0,0.552953090421534,0,0,-0.00442313175913214,0.191033304808959,0.0289821774339066,0.188788509271433,0,-0.0555347948042088,0,0,0,0
INNBCL,0,13.5373918380417,0,0,0,2.55715952502389,0,0,-2.22044604925031e-16,2.37499476968634,0,0,-19.6849604587344,0,0,0,0.296360775699164,0,22.1793373059779,2.69674077066514
LEO,0,0,0,0,0.126571634504509,-0.347950343131308,0,0,-0.0139002265826733,0.188638629146436,0.00332647373471742,0,0,0,0,-0.0166307423640791,-0.0227677911473799,0,0,-0.0395125200072285
XMR,0.110467500084601,-2.77555756156289e-17,0.083138683421069,0,-0.0458169225219697,0,0.33047605612998,0,0,0.148094726323353,-0.00299301510091698,0,0,0,0.305539554414474,0,-0.0373243530567834,0,0,0.00406774003727123
XLM,0,0,0.372797266085506,0.169348514111776,0.0470096250366811,0,0.0868903372264224,0.0896474458751903,0,0,-0.00538663419906689,0,0.0545892130961631,0,0,0,0.00346791764171131,0,0,0
ADA,0,0,0,0.118395936312021,-4.33680868994202e-19,0.492719939124527,0.0302130361342186,0.171615736468,0,0.123629886917062,-0.00294566441133224,0,0.0112268921503473,0.0227476137844564,0,0,0,0,0,0
BV010082.Index,0,1.23090340470876,0,-0.442967692247408,0.494996495409945,0.623885308857425,-1.75012818979818,1.11022302462516e-16,0.279775728672974,-0.932876699274363,-0.0289207587648245,0,0,0.707898547679332,0,0,0.0262933496283524,0,0,-0.149324488971762
CVIX.Index,0,0,-0.109767233846408,0,0.325781505772142,0.00416306291438353,0,0,-0.369494653811904,0.293987735590666,0,0,-0.646905875020534,0,0,0.300189313907123,0,0,-0.33615082145344,0.333187505105516
DXY.Curncy,0,0,-0.0656252227694321,0,0.0251713062709998,0,0,0,0.022747523428114,0.0551393158435432,0.000442160069279074,0,0,0,0,0,-0.0144840254074911,0,-0.0391527795589082,-0.0175672181590778
SPX.Index,0,0,0,0,-0.151644236924232,0.0782671714158726,0,0,-0.080646503358952,0.290599101369021,0.0042200468353414,0,-0.228886840859268,0,0,0.156499690534739,0,0,0,-0.217971354369494
VIX.Index,0,0,0,0,-0.0649222595236545,0,-1.14212409998992,0,0.380393712747946,0.680401321264664,0.0195218557963229,0,-0.0768295303798138,0,0,0.195569732402953,0.0219927613572978,0,-1.65239298855869,0
