,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.197708887379349,0.130295906261499,0.200544605721846,0,0.330652520736173,-0.0376231060682899,0.0700302041415036,-0.00740168929373377,0.0502028509156555,-0.181579541393037,-0.79638899471467,0,0,-0.0955748263505649
XRP,-0.196156599090493,0,0,0.107462665662186,0.597388149612465,0,0.622853341185307,-0.435595289462107,0,-0.0182784861494456,0,-1.30843578143485,0,0,-0.0100917639388895
LTC,0.614870374839646,0,0,0,-0.179694647265435,0.640851730499101,0.12177162209148,-0.212254150886429,0.00255258148767009,0,0,0,0,0,-0.0616981534240839
ETH,0.315572251263046,0.032447543427141,0.792288216206824,0,0.471175254238745,-0.866041832488782,-1.1388505349266,2.77555756156289e-17,0.0661174605273608,0.480137074575567,0,1.41582627472207,0,0,0
DASH,0.0298541254463746,0.0690668609539781,0.272412172078072,0,0,0.206684976879806,-0.281536143698342,0,0.0428005217673527,0.104899188043076,0,0.14611504951059,0,0,-0.031668143091432
DOGE,0,-0.173850445084211,0.460693312939654,-0.0857713553886003,0.240177450751411,0,0.141070123471278,0.13889852647973,0.119673429798647,0.0562660001890449,0,-0.328230674034655,0,0,-0.03767060694293
XLM,0.4092615472717,-0.00160904225738503,0.391025071933827,-0.197596113896514,0.147648632111394,-0.567081263351381,0,-0.267005461291764,0.0920556785954732,0.167482977543965,-0.412338777736592,-0.172390044313189,0,0,0
XMR,0,0.432861371340242,0.128314864202862,-0.0117140375253724,0.0286471667873815,0.330542582448489,0,0,-0.0883335287881346,0.0213824210199382,-6.93889390390723e-18,-0.690236221803051,0,0,-0.12224630467184
XEM,0,0.057233330033041,0.400334431011938,0,0.746579157804871,0,-1.38777878078145e-17,0.421330939614771,0,0,3.04384129274027,-3.27658283534862,0,0,0.502595296491946
DGB,-0.180365644094536,0.0162656394490638,-0.205564401659864,0,-0.34676607523835,0.997873871178756,0.456963617052978,0.440756245016741,0.171765326717042,0,-1.46341098764998,0,0,0,0.0187841888064524
BV010082.Index,0,-0.0341006318430107,0.0413665351818166,0.00524839764216076,0,0,0.076479935655812,0.0378461993152527,0.0307457795594585,0,0,0,0,0.31438178554466,-0.0408336111734782
CVIX.Index,0,0,0.134423367831192,0.0553655293565685,0.00251620369133279,-0.22530879242634,-0.165281756459583,-0.147078623389978,-0.0134038242253968,0.0372092434986803,0.0816756181080824,0,0,0,0.0525430774859444
DXY.Curncy,0,0.00543707194888911,-0.0199135809161219,0,0,0,-0.05317216850367,0.0355390113352489,0.00326968619953193,0,0,0.121511328316458,0,0,-0.0420396173619004
SPX.Index,-0.0367316391916146,0,0.0206527205356729,0.0284703341423532,-0.00806023452970936,0,-0.0476586696609904,0.00587598544261725,0.0176057757712879,0.000469529570352076,0,0,0,0,-0.0985142897851999
VIX.Index,0,0,-0.292513204754992,0.135888306298397,0,0,0.0413838908929972,-0.00261529159951229,-0.0162248772221566,0.195939972169984,0,0.0869578135481488,0,-5.82364690727131,0
