,BTC,ETH,DASH,XRP,XMR,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.120465948028531,0.192907013556063,0,0.0426665039553144,0.304858796516769,0,0.160498279337078,-0.236369447455049,0.523438251306474,0.0583672112358128,-0.229311842965379,-0.0366139510379456,0,0,0,0,-0.144423213143181
ETH,0.195465076350985,0,0.0631453557848154,0,0.922104685352196,0.511667864279256,0,0,-0.155036659657022,-0.25368354050644,-0.300240601166002,-0.407054740169746,0.142442382251738,0,0,0,0,-0.0312532945128044
DASH,0,0.112131744970072,0,0,0,-0.114696325029689,0,0.0897700756748876,0,0,0,0.301941551932627,0,0,0.460026433542226,0,0,0
XRP,0.0769348408236629,0,0.00312282214315614,0,-0.100886380428921,-0.102300055705709,0,0.0579837670556232,0.0458553927288008,0.495568768998028,0.0972518720644643,0,0,0.431611587230161,0.136847982684097,0,0,0.0593284742696293
XMR,0,0.670447606655836,-0.12526737171831,0,0,0,0,0.0388023957870473,0,0,-0.19041882427923,-0.00165985999706473,0,0,-0.567950518513023,0,0,0
ETC,0.597148170828365,0.0451932911454183,0.0351651468695972,-0.0579124859389242,0,0,0.72169997666122,0,0.071415288770266,0.272791478641156,0.181492567235044,0.128497215148998,-0.0277814500715293,-0.351859838518346,-0.281833387161568,0,0,0.0997393395182308
LTC,0.219380362239708,0,0.0265272081021319,0,0.144660346844078,0.137497078983505,0,-0.113127378709665,0.0546536030752816,-0.0477946316868892,0.03258464634052,-0.041360357699657,-0.0283771119747783,0,0,0,0,0.103678950549931
XEM,0.950822653935475,0.274815790563739,0.330557179516231,-0.0417366519473323,0.184582642280795,0,-1.95340324726508,0,0.0375734702777328,0,0.276187341320078,-0.262349398916357,-0.432354406941555,0,-0.653112608986508,0,0,-0.187064535771299
ZEC,-0.0316673801935942,0.450311945793574,0.151399479730957,0,-0.245666123857911,-0.0711135795961246,0,-1.38777878078145e-17,0,0.6832564451371,-0.278747244301012,0,-0.138876062753113,-0.479751904361188,0,0,0,-0.219343269953245
DOGE,0.248707330465347,-0.000374496175272325,-0.109976990813085,0.136293351212444,0,0.0772849391490727,0,0.0531021884087395,0.228927179202222,0,0,-0.0253453704107926,0.262368340942124,0.199381198654037,0.0668166092022165,0,0,0.0341019730774824
XLM,0.277643020530096,0.385346906537852,-0.0177965026673336,0,0,-0.243123222916113,0.438954220115671,-0.0424539746524591,-0.19053876181648,0,0,0,0.0605710009457151,0,0,0,0,-0.135652798659756
NEO,-0.333611155787465,-0.350935115406035,0,0,0.387808655627728,0.292560023660811,-0.497765712124654,0,0.366721580156132,0,0,0,0.22608891637163,-0.295175639611184,0.0293356196422706,0,0,0.0219503217801728
DGB,0,0.0987003798447443,0,0,-0.153573638481361,0,0,0.059794152960214,-0.0552914173078057,0.692645187853358,0.1672433211018,0.188095798337134,0,-0.174564761555774,0,0,0,-0.354330324915075
BV010082.Index,0,0,0.103594686723739,0,-0.0925795675277551,-0.0212711457797652,-0.307816027991946,-0.0245751189850888,0.0131410239384718,0.104542337685247,0.11707152161511,-0.126427237656163,0.0343652904550063,0,0,0,0,0.0949915202728567
CVIX.Index,0,2.16840434497101e-19,-0.0339133652030659,0.0141635544676699,0.0269850339505425,-0.081249765022444,0,-0.147514053062781,0.0975002587564746,0.406670961676233,0.0649266681455743,0.0496831586872209,-0.0764853568043129,0,0,0,0,0.321928503630404
DXY.Curncy,0,0,-0.00522647548021717,0,-0.00806124472753055,0.0243117575469585,0,-0.0132700641366294,0,0,0,0,0,0.125333573281734,0.0274788790425661,0,0,0
SPX.Index,0.0358669492025032,0.0220262272222083,-0.0109867624132044,-0.0181250670400187,-0.0125904279751818,-0.027486153167191,0,-0.00155658541939103,1.0842021724855e-19,0,0.0369252642316616,0,-0.00248696527337086,-0.0317952752699246,-0.0163513614552753,0,0,-0.0272511967089411
VIX.Index,-0.643419456625388,0,0,-0.101587345276027,0.194197728178914,-0.195860866449323,0,0,-0.031761208606946,0.388125522962073,0.514987510946393,0,-0.0365984041221573,0,0.534174445362215,0,0,0
