,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,XLM,ZEC,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.202713358262554,0,0,0.0650165992990292,0.0909815894815482,0.0875763320832521,0,0,-0.124345086243723,0.127451534121862,0,0,0,0.140247696430305,0,0,0,0,-0.0360861466128565
ETH,0.331876174917805,0,0.124027215606463,-0.0185304437563537,0.0936458072598143,0,0,0.0178946492013527,0.115267022127527,0.193080283269507,0.0675238983084537,0.0441314497428753,0,0,0,0,0,0,0,0.056415870435588
XRP,0,0.396390642031799,0,0,0.0490762461812448,-0.171564147008312,-0.148025952505393,0,0.240018074041127,0,1.38777878078145e-17,-0.079803408090652,0.0275244250615001,0,0.149798813474174,0,0,0,0,-0.279226246581123
BCH,0,0,-0.0626786474342778,0,0.0116598439621038,-0.422597039422632,0.126499656594097,0.108908747015757,0.271756060469103,0,0.45397324855,-0.0705466685586761,0.0469402059976759,0,0,0,0,0,0,0
LTC,0,0,0.356768589761145,-0.108845104825629,0,0,0.193724957715539,0,0.0163691295900323,0,0.587494330250119,-0.0559149583583677,0,0,0,0,0,0,0,0
DASH,0.287474691488005,0,0.230488222522624,0.197393251221437,-0.180575661293361,0,0.0695884822597942,0,0.160343342030111,0.0970234798912054,0,0,0.01808313331114,0.0196951451479478,0,0,0,0,0,0
XEM,0,0.616826356255957,-0.0752466043411122,0.218360596042194,0.0417367589595148,0,0,0.0346455619784224,0.133646735170915,0.0723726577237206,0,-0.0686899737028448,0.0332515460635908,0,0.0262269223716583,0,0,0,0,0
NEO,0,0.216310640301436,0.120537856615398,0.398987776786228,0,0,0.0173201936434658,0,0.101841713702105,0.0572284809464034,0,0,0.190171618804014,-0.0487613319654905,0.159014356733446,0,0,0,0,-0.486824216867122
XMR,0,0,0.255982088400272,0,0,0,0.0983326949472432,0.121478574462722,0,0.0573254459042666,0.14404357187944,0.170443129748817,0.0693606687794987,0.182583177495852,0,0,0,0,0,0
MIOTA,0,0,0.00883811596180225,0,-0.200062917440547,0,0.189971051723205,-0.217873653355084,0,0,0,0,0.100721930419181,0.459403564070847,0.437417380333939,0,0,0,0,0
ETC,0,0.040619794827909,0.132846985802829,0,0.70228406663215,0.124053610050785,-0.0170045772616154,0.0243914985923263,0,0.0788983028257533,0,0,0.0829581636182199,0,0,0,0,0,0,0
ADA,0.864322532141649,-0.507634179132693,0,0.172604256507624,0.215827500002894,0,0.220574450954024,0.0220329298833284,-0.20443852835959,0,-0.242512622385372,0,-0.168699549352028,0,0,0,1.90415749801066,0,0,0
XLM,0,0,0.342360851993625,0.112649167601658,0,0,0,0,0.239414823369062,0.992556128710306,0,-0.0778524520565373,0,0,-0.343673184887612,0,0,0,0,-0.237679758747948
ZEC,0,0.122041755025347,0,0.162646923063888,0,0.460538803607397,0,-0.112057753830486,0.112605303660241,0.136249413272136,0,0,0.0882349283873071,0,0.259903858297025,0,0,0,0,0.0624272772599918
EOS,0,0.790783768094155,0.19500201393795,0,0.342014644404992,-0.0705033120037322,-0.404323357359837,0.203953289879314,0.121019682119044,0.103259407947945,0,-0.197613467180015,0,0.227318848929134,0,0,0,0,0,0
BV010082.Index,0.0409497846761342,0.0322630169518555,0,-0.00963099709332287,-0.0441359407037436,-0.0663077371522729,0,0.0306137962607258,-0.0662755134386906,0.00870086563947944,0.02387415153194,-0.0204143974023183,0.00457467688839231,0,0.0353553168265533,0,0,0,0,-0.0733410769372288
CVIX.Index,0,0.0211416652183126,-0.0234634362153737,0.0782749080520734,-0.00229720602469094,-0.140220681682128,0.138669669290283,-0.00516663791158019,0,0,-0.0569672080767663,0,0,0,-0.0511843064562167,0,0,0,0,0.0326038581229867
DXY.Curncy,0,0,0,6.7762635780344e-21,0,-0.0248596943772457,0,0.011682858669582,0.000890007012711207,0.00725793912266063,0,-0.0171783399843615,0.00185962772447877,0.00177037065893325,0,0,-0.0132706435853558,0,0,-0.00292796284899885
SPX.Index,0.00277774240698951,0,0.00364306721238675,0,0,0,0.000890091228877836,0.00145899317174023,-0.00414182469056334,0,0,-0.000452170636417014,0.00132785933990809,-0.00919880419936925,0,0,0,0,0,-0.0330606767932218
VIX.Index,0.647582602333351,0.0528689672663898,0.198086190743408,0.34354504079419,-0.465503028539015,-0.349349811140969,0,-0.0812989448018419,0,-0.0734203464331986,-0.182407954146658,0.0530604992123325,0.0559512453442745,0.350194602222968,-0.160276861485761,-0.637400716550105,0.267575749126428,0,0,0
