,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.209108137506947,0,-0.0219058245802733,0.0434900369600811,0.199392636980076,0.125888031694798,0.267222003429604,-0.113889959446692,0,0.143208220450011,-0.41428935127751,0.0875347984373654,0,0,0,0,0.0379403345854517
ETH,0.610020401064308,0,-0.122373063653874,-0.0660658997523937,0,0.230561950816001,-0.0759168016895648,0.751763343937329,-0.115872235234051,-0.0230514656828429,0.39484700534942,-0.290354075503975,-0.150600273768628,0.363030475351059,-0.142460640958982,0,0,0
XRP,-0.621039705604367,0,0,-0.118752443352065,-0.300206708239447,0.112062787938993,-0.0439327576849937,0,0.0314233586417124,0,1.30288409974188,0.224567722075493,-0.431398309358396,0,0.497442863095037,0,0,0
LTC,0,0,0,0,0.0586445500159455,0.135492439238779,-0.147146987647887,0.110068389976296,0,0.427295519610996,0,0,0.0896388745980961,0,0,0,0,-0.254260718136759
DASH,-0.266422721537964,0.0893358388602688,0,0.0963320601806237,0,0,0.0684360818626885,0,0.148129143005271,-0.180529317413976,-0.0913473303530139,0,0.0982261819783743,0.301921658855624,0.435103157417835,0,0,-0.0701179287834231
ETC,0.0876216011251006,0.408516395620708,-0.0668407381367538,0.217881027072117,0,0,0.0439051676550873,0,0.0132576892755368,0.168581475423581,0,-0.124479767487049,0.119949452746716,-0.951580293589089,0.355816992912135,0,0,-0.117114362627534
XEM,0,0.236683459424109,0.0276493160504789,-0.135935630950946,0.123917671441774,-0.284959273645193,0,0.255371235457697,8.67361737988404e-19,0,0,0.209270324036649,0.331879029396889,0,0,0,0,-0.408655811764264
XMR,0,0.340089263166893,0.047348813064939,0.0512593536351531,-0.0595510055287063,0,0.261904776420402,0,0.269368977864052,0,-0.0474832389158651,-0.087495353153053,0.116460207509374,0,-0.617216444020631,0,0,0
ZEC,-0.0194594250278633,0,0.0654028290066476,-0.0259051815228287,0.200353135999591,0,0,0.0948406536967205,0,0.280135949304886,-0.174274067098852,-0.055118680699823,-3.46944695195361e-18,0,0.293866509687297,0,0,0
DOGE,0,0.183945733405378,-0.051338731515245,0.320429073920386,0.0528264572006096,-0.207603339584272,-0.129187675174884,0,0.267536931242765,0,0.312889769193226,0.133750715002704,0.0381678564227774,0,0,0,0,0.36478516956826
XLM,0.168399039568526,0.202093798427593,0.376306617094139,0.31192826878628,0.0924132797017467,0,-0.16991821512007,0.113449417645292,0,0,0,0.12884747129979,0.262668251779741,0,0,0,0,-0.27014125259578
NEO,0,-0.143684444949362,-0.0652316078463053,0,0,0.105373469565825,0,-0.273963298910469,0.338335506169346,0,0.0783837169943353,0,0,-0.319384328964021,0,0,0,0.150738068113709
DGB,0.204328018827879,0.264988918409361,-0.107612422213904,-0.18186154129782,-0.327209630582152,0.0615749644289048,0,-0.41247151695868,0.172461307161002,-0.167525396877582,0.409876629012865,0.282947120586182,0,0,0.253109275006253,2.73830526416439,0,-0.0534654278301893
BV010082.Index,0.15169607421548,-0.0539628860079953,0.00914103603315312,0,0.0477891269873178,-0.0964379777714484,0.0125621610903389,0,-0.0291173709741073,0.0201183339931111,0,0,0.0295083002954987,0,0,0,0,0
CVIX.Index,0,-0.0933556151569368,-0.0272492160797765,0.0779916763358786,-0.0461392189399016,-0.0487018325169075,-0.0245987076239774,0.204878849478591,0.195285260943405,0.151317897275324,0,0,0.0679392812053208,0,0,0,0,0.369310645188433
DXY.Curncy,0.0226360604824434,0,0.00157276019578608,0.0006040651018161,-0.00249126338550568,0.0159000426246432,-0.0117734368629406,0,0.00658914630912681,0.00161739424323716,0,-0.0213727762584837,-0.00460200112516989,0.104744408360367,0,0,0,0.0252803791458276
SPX.Index,0.0347919036315768,0.0234904168973005,-0.00220554581033334,0.00400080556419912,-0.0152402126474751,-0.0170975001055746,-0.00870882231386168,-0.00365513894775313,-0.0182273405555502,-0.00649690002354928,0.00528920581336504,-0.0260158002089571,0.0132607632489761,-0.0389484470766381,0,0,0,-0.0454390857163383
VIX.Index,0,-0.149819788613092,0.0799446728839116,0.103531418995023,0.136633687099143,-0.0456177120934929,-0.51092322484267,0,0,0,-0.0726278526057095,-0.205230166114152,0.637201185406251,-1.24588508911306,-0.936971332580768,0,0,0
