,BTC,LTC,XRP,ETH,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.41679147035639,0.209089950785284,0.0977549552476759,-0.104700298511586,0,0.0441357323300471,0.168598992261649,0.0823993299699571,-0.119159438701936,-0.373098508780755,0,0,-0.101846490314025
LTC,0.490083321355341,0,0,-0.0441154078558386,0.707507689495715,-0.157711505752998,0.250987048643648,-0.234385334115195,-0.00718907276527088,0.0314046423507734,-0.30688990376758,0.0627754270898268,0,0,0
XRP,0.499905592931054,-0.300991937328358,0,-0.089736671681583,1.01803887540257,-0.189394476055847,0.316167329817795,-0.215217013172225,-0.0364110213037561,-0.0216324011649691,0.326700329771323,0,-1.63998485421066,0,-0.238949006099291
ETH,0.997973538904425,-0.908211128138573,0.522612083821535,0,0,0.989921750150813,-0.000685549669524665,-0.56223637892728,-0.37080742684328,-0.0365675224536408,0,0.389578729215751,2.36432280067271,0,-0.246824994414611
DOGE,0,0.359422891596176,0,0.0565359809316658,0,0.14989013561583,0,0.100918051034553,0.166349985904438,0,0,0,0,0,-0.000318045275199789
DASH,0.00000000000000000693889390390723,0.414683649578327,0,0.00231450416306232,0.194776844435001,0,-0.340779921271759,0.106309880806163,0.0623120344439407,0.0161654083292967,0,0.0263376985313312,0,0,-0.0393627284364345
XLM,0.230200657488099,0.18727171224169,-0.133776476291201,0.139491066110684,-0.487351901422321,0,0,0.0675839416069805,0.152386661314579,0.00190626325373556,0,0,0,0,-0.256971795737205
XMR,0.17916684943568,0,0.015994504473253,-0.194056151899462,0,0.688276729864341,0.205727986767072,0,-0.094632320640397,-0.0733405399199186,0,-0.369153346519272,0,0,-0.474368089340668
XEM,0.0000000000000000277555756156289,1.0581862316036,-0.27539747243426,-0.338387872888566,0,0.825646094409116,0.136309058513459,0.340208938611694,0,0.0632334857547946,2.50257871564207,0,0,-7.27043170830052,0
DGB,-0.431615509361054,-1.45217888485138,1.42534330890812,0.423125903630119,0.427895149439245,0,1.30607672866401,0.993311570391221,0.93643660197267,0,-1.96897787412249,2.17760491637562,-6.57224191161327,0,-0.761212707326863
BV010082.INDEX,-0.0973767678046096,0,0.150441964102747,-0.0172689142241382,0,0.0784111371212852,0,0.0346612773045818,0.03189156700163,-0.0328758935058556,0,0.0083210074245992,0.59075969870841,0,0.0477328309726172
CVIX.INDEX,0.0377507942604907,0,-0.0896507596654668,0,0,0.00624270652169093,-0.38790897607675,-0.194554171575094,0.106614938566302,0.00832679264914695,0,0,0.515617849909053,0.33021709071358,-0.00000000000000000173472347597681
DXY.INDEX,0,0.0172629267629813,-0.0455346061413396,0.00540079242383214,0,-0.00402391500121819,-0.00748698509245156,0.0400024327152311,0.00924094404672255,-0.0146441899687739,0.0810103820061977,0,0,0,-0.0219567215505075
SPX.INDEX,0,0,0.0116330099339086,-0.0199546832817627,0,0.0327042735375142,0.0463835008651656,0.0270739580420566,-0.0250226565331742,0.00583701047881163,0,0.0404497478230925,0,0,-0.0816879541725175
VIX.INDEX,-0.108842637741259,0,-0.152083963080212,0.098588174673762,-0.0797778116291283,0,0,-0.139661082211023,0.0993193182435094,0.133923183468575,0,-0.453280281258909,0,-3.99415733394702,0
