,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.325133370565088,0.142764987608705,0.251385550146038,0,0.129654552553115,0.028024401491585,0.0775112527648967,-0.136519495685208,0.0919676831263906,0.0679518427369631,0,0.0567582247537415,0,0,-3.46944695195361e-18
ETH,0.305690601074011,0,0,-0.200509978374392,0.0868246581288447,0.201668772295553,0,0,0,-0.0102103052523771,0.0368366450008339,0.17256984087683,0.171153451429608,0,0,0,0,0
XRP,0,0.172731090957076,0,-0.0496103774677038,0,0,-0.144598132622864,0.0863238816455244,0.477174809621518,0.081737691481772,0,0.0162408757963798,0.0284453125804598,0.151336661752957,-0.0769502391602761,0,0,0.0827211616558823
LTC,0.744800781099254,0.0770712103464219,-0.242550489134794,0,-0.106851276783717,-0.118857808396083,0.118286898695183,0.0819041842915238,0,0.125253284317868,0,0.0883243005736684,0,0,-0.128103835252995,0,0,0
XMR,0.268596900591392,0.549307161446488,-0.47735892547296,0,0,0.135735935621301,-0.133411157242482,-0.260849535513698,0.528633729725965,0.271570179553141,0,0.14719178807114,-0.273365209775245,0,0.431742809443849,0,0,-0.151738038830963
DASH,0.354485522393986,0.0867513395487547,0.0281167788000275,0,0.222412256918841,0,0.478110877574699,0.177070019945094,0.107231693999852,-0.2750129407798,0,-0.0564650017704007,0,1.05319252287459,0,0,0,0
ETC,0.843916735041839,0.472814764141102,0,0.0602319014356851,-0.267417399192706,0,0,0,0,0.154942075448285,0.167232402450866,0.193628486234263,0,0,0,0,0,0
XEM,0,0,-0.0942624243092779,0,0.0200751293347316,0.0633420389214606,0,0,0,0.283410737923851,0,0.303832938519838,-0.374945602735737,0,0,0,0,0
DOGE,0,0,0.127446426007319,0.196775721513362,0,-0.118310754912383,0.106115947509692,0,0,0,0.27706637402531,-0.0658420877103524,0.0137313638514122,0,-0.182854624611865,0,0,0
ZEC,0.233183911812869,0.131865688190316,0,0.262255642350198,0,-0.0102278190686498,0.0774065460318462,-0.0158363081641727,0.530507496701867,0,0,-0.232774980965325,0.0926939542948249,-0.463148158469012,0,0,0,0.0861299254676033
XLM,-0.35237490578875,0.161144665321291,0,0.0906357362565384,0.0698505381405625,0.0836088429557396,0.0939468229644432,0.043903861904318,0.4643641372915,0.105980157703663,0,0.16918520206372,-0.0683912279843819,-0.520540174705369,0,0,0,-0.012569876858872
NEO,0.249802916638846,8.67361737988404e-19,0.424257827218705,-0.204699724873237,0,-0.425140351638817,0.0500220142265141,0.104030109247191,0,-0.0272404927507017,0.808370875838916,0,0.0510982753629197,0,0,0,0,-0.38363540826749
DGB,1.14892364974404,0,0,-0.796135059879233,-0.446406875275971,0.313719705221997,0,0.0718019080422561,0.000133605546944414,-0.00940425555404062,0.26444633102474,0.179774736666638,0,0,-1.00227910486532,0,0,0.399810565703112
BV010082.Index,-0.25077075290019,0,0,-0.0200194357133411,0.123928301678184,0.0624034841864939,-0.0140011828077578,-0.0158539222677691,0.163768374617429,0.00364523291692416,0.0571169505412667,-0.00545444157495354,-0.039227725605633,0,-0.0768269954206039,0,0,-0.0562279568214709
CVIX.Index,0.107178561738705,0.1717817774642,0.156303063746183,0,0.0154015780978543,-0.0351770449378144,0,-0.153153629285722,0.0314224061983245,-0.0295942905831054,-0.0584130433880745,-0.113997356157615,0,0,0,0,0,0.0100349350294075
DXY.Curncy,-0.0143206738179582,0.016987402035418,-0.0602379219218402,0.0313245356159929,0,0.0166824823802115,0,-0.018730714040262,-0.0235614000550504,0,0,0.00661247719325733,-0.00738166830299984,0.189025799292888,0.0365172397127709,0,0,-0.0132483372464627
SPX.Index,0,0,-0.00829104297993608,0,-0.00683061788865597,0,-0.00409782293539205,0.00597629413415336,0,-0.00328861653461456,0,0.00719311467067335,0,0.0498911778039114,0,0,0,-0.0572098717541965
VIX.Index,0,-0.247630419873728,0.22150634642928,0.15842923057575,0.116651298326542,0.260728346767258,-0.463244696815006,-0.260325789103829,0,0,0.0899712874328941,0.189723452146889,-0.0868149124238647,0.240062684693148,0.127832147178163,0,-3.24583962685996,0
