,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,MIOTA,EOS,ZEC,NEO,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0877420054778332,-0.115796365042037,0.215023875088648,-0.122880399122504,0.0520848477284599,-0.0658128230189473,0.161679514319132,0.0134338816715484,0.0497451309939125,0,-0.00728082432918043,0.0844240413610156,0.0604694058998275,0.0641001262966727,0,0,0,0,0.169821195684091
ETH,0,0,-0.0406765990333622,0,0.260725973457843,0.0586591563652599,0,0,0.100431131087955,0,0.104809916949667,-0.0472667989417797,0.118046729959275,0.0831944705922193,0.0250422068504185,0,0,0,0,0.0471199921298244
XRP,0,-0.231171350730317,0,0,-0.233231975227297,0.411030633967198,-1.0842021724855e-19,0.138637266890989,0,0.0585406561159351,0.0541592983088026,-0.0400311992348105,0.00146685256018983,0.341239218230146,-0.0410811635621116,0,0,0,0,0
LTC,0.400324120972209,0,-0.153871331479683,0,-4.33680868994202e-19,-0.0979679927444991,0.148395802802444,0.267686880587454,0,0,-0.100690839642166,0.22865062649436,0.0772492612193375,-0.187942067169371,0.0498452670491818,0,0,0,0,0.0959831096773541
ETC,0,0.199248659737315,-0.170040315721916,0.176709012436067,0,0.0992024953778644,0.0367416566917966,0.0438710535116215,0,0,0,0.037824044775307,0,0.115053780105015,-0.0433624549015398,0,0,0,0,0
DASH,0,0.235903096373173,0.182339385287374,0.135304988219335,0.180618614464602,0,-0.0677060560089229,0.30645011569155,-0.131566730308279,0.0692722167878986,0,0,0.00761308218200003,-0.00535677545938635,-0.0198285421748385,0,0,0,0,0.178246429782682
XEM,0,0.10102096059671,0.0746846872779284,0.239214104592605,0,-0.0553344461139685,0,0,-0.139001368243273,0.142305242812082,0,0.041667227616761,0.262849650490152,0.197952439202121,-0.0293908270504158,0,0,0,0,0
XMR,0.0529450883879379,0,0,0.373130373784344,-0.125804805664117,0.468532352041341,0.0566943479040567,0,0,0,0.122301848904661,-0.190897509763676,0.06684194675518,0.12232629924578,0.0415320820929152,0,0,0,0,0
MIOTA,0,0.0403698987945265,0,0,0,0.146640032353899,0,0,0,0.0544364378314347,0.314859308724139,0,0,0.375527484597841,0.076752921170389,0,0,0,0,0
EOS,0.429932252244287,0.0435505398530429,0,-0.464840402652215,0,-0.260101865923881,0.117056497061544,0.164511315088241,-0.0860651282267337,0,0.229654412624971,0.150265697145413,0,0.292727447081833,0.0306117102447174,-0.258364775856478,0,0,0,0
ZEC,0,0.3679931631314,0,-0.0151614146097763,0,0,0,0.288708000204423,0.0432368847156693,0.0277136119286668,0,0.045023419164998,0.125300791914557,0.0721953965422248,0.00996654211987988,0,0,0,0,0
NEO,-0.335567984178117,0.52850896195266,0,0.842755821855023,1.06125899564705,0.443709993827718,0.422943856945936,-0.364459824233596,-0.641758717845648,0.00716386498856408,0.405281952077259,0,-0.724841579847813,0,0.319060138321485,0,-3.83737089048166,0,0,0.387462429635403
DOGE,0,0.137554819745584,0,0.267959386834627,0.0469632286394381,0,0.281062481140353,0,0,-0.0524151544944086,0.11449382795446,0.0164597947438527,0,0,0.054113569713967,0,0,0,0,0
XLM,-0.219229144985615,-0.00867149330346349,0.664872587590313,-0.255206503905983,0.071965962285887,0,0.107023711668116,0.51754763596445,0.225735360976874,0.111511913433002,-0.150608514494181,0.0509036696395265,-0.0586770713706275,0,0.0376869793471316,0,0,0,0,0
DGB,0,0,0.1571016763054,0,-0.123631045492867,-0.151773334031473,-0.268243035080275,0.0525142595284323,0.130186780203095,0.234140667258279,-0.84393179113779,0.142761633563512,0.882517497046756,0.702842241007685,0,0,0.879360273956325,0,0,0
BV010082.Index,0,0,0,-0.0215430904587817,0,0,-0.0323433780226196,0,0,0,0,0.00584162280620107,0,0.0249213402303241,0,0,0,0,0,0
CVIX.Index,0,0.00160803200151939,-0.0277223648597358,-0.0262001050591971,0.0285645354870524,-0.0789125721525231,0.137706777788949,0.0743833251443736,-0.0371238358713874,0.0150723913700973,-0.0984743226151015,0.0121415883939936,0.0335853045744875,0,-0.0159843006581061,0,0,0,0,0
DXY.Curncy,0,0,0.00936122276448202,-0.0127925019633521,0.0270471953857141,0,0,0,0,0.00385387296912739,0.00629842588749667,-0.00469813625578192,-0.0139699384277025,-0.0051218328100569,-0.00190084705407394,0,-0.00597766075792161,0,0,-0.013281861635644
SPX.Index,0,0.00527306360509775,0.0051067436108028,-0.00504459875416284,0.00976803350812326,0,0,-0.0010636465004342,-0.00198600124933622,0.00188731382661492,0.00371810325080672,-0.00279665405641194,-0.00344843492524081,0,0,0,0,0,0,-0.0528324836022695
VIX.Index,0,0,0.0615248469452259,-0.168595980304602,0.360867153996515,0.215599698298259,0.190555906442541,0,-0.0286760087588073,0.0800196672298836,-0.143756014181482,-0.188796647872343,0,-0.193801780680995,-0.136284266400093,0,0,0,0,0
