,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0234026721384905,0.342021666122403,0.093435771953691,0.0151425148074815,0,0.0278770839681298,0.184010528657668,0.0514409163481011,0.0140239829803312,-0.103260186168486,0.118865979951351,0,0,-0.138835834509721
XRP,0,0,0,0,0.350388772621832,0.458875643149858,0.15264982101948,-0.426095525801006,0.0335344290042304,0.0292246337891277,0,0.527036207136056,0,0,-0.291785614765495
LTC,0.478428615773049,-0.0202037040823942,0,-0.0385026229629767,-0.213476259271713,0.33597321584274,0.0673725810042496,0,0.0105694364070034,0.0134082722589513,0.396071045338996,6.93889390390723e-18,0,0,0
ETH,0.511170707488415,-0.42208496176442,-1.65457013620156,0,-0.150456278480041,0,0.683580105707512,-0.29813820788579,-0.0279406323583483,-0.409153363070956,0.968604561201859,-0.0782966956427422,3.05821672838164,0,0.146832516614032
DASH,0.573850065384644,0,0,-0.0887205151527646,0,0.403673791971001,0.0115536314184386,0.0844158738871696,0.0128968294589461,0.0143105685840556,-0.245562891088044,0,0,0,-0.0384994817911414
DOGE,0,0.190657998308013,0.101487602560382,0.0281814614282972,-0.0170594513766759,0,0.026888143442207,0.17993020147334,0.00918198633617592,-0.0487533725055173,0,-0.0462512590721535,0,0,0.0274821419021468
XLM,0,-0.285280043963704,0,-0.0395343015557652,0,0,0,0,-0.0365592031783902,-0.0698698946694453,0,0,0,0,0
XMR,1.7203547533328,0,-0.406249242187004,-0.0834234225114082,-0.379478955083655,-0.282935346940184,0.258597998236983,0,0.0055318051247248,-0.105983793704696,0.317203456007516,-0.410009795987601,0,0,0.142589012619832
DGB,-3.47853185217578,0,0,0.617200091171024,0.986406597090656,-0.021817555223523,1.39903524532157,1.57359062387222,0,0.424380652392749,-1.64793084163854,2.62699432291496,-4.54522257928044,0,-0.940891543130302
XEM,0,0.17346603321501,-0.443605643863061,-0.28447272559228,0.194703012035969,0,0.658716502613899,-0.639091977015941,0.0970935805096724,0,0,0,0,0,0
BV010082.Index,0,0,0.380684096527901,0.1233178772512,-0.457325446770593,-0.047033368105309,0,-0.0586331182526147,-0.0218531524796201,0.138486339957222,0,0,0.201372357433539,1.96707728355721,0.335394094276162
CVIX.Index,0.0874834465816561,0.103007374305753,0.0731599223417869,-0.0481943461662178,0.191067737667507,0.338649560247452,-0.226662407278227,-0.395937822741642,-0.0086075241430529,0.00612269225593888,0.351268627463449,0,1.3897920316278,0,0.225767511108669
DXY.Curncy,0,-0.0245201981623635,0.0220207557159893,0.0246332414957781,0,-0.0444799758878371,-0.0202456269189332,0.0470591962446507,-0.0199717236240381,0.0232529898843832,0.0459704558874443,0.0134068276053241,0,0,-0.043452574480653
SPX.Index,-0.118495983840671,-0.0559588766550388,0.16451425195196,-0.00144427703883132,-0.0639182194976905,-0.120124629742374,-0.0263607266262869,-0.0347581466061117,0.0174878681314432,0.0120661316650001,0,-0.0720530109373769,-0.899836118030574,0,-0.166315784447803
VIX.Index,0,-0.433476232807573,0.477837870176451,0,0,0.171659325316686,-0.500623590295503,0,6.93889390390723e-18,0.0194135831974561,0.354903426290362,0.434215752053164,-3.3438184762064,-2.91484546751905,0
