,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0608743834417373,0.686280760872166,0,-0.0399931734312452,-0.113667966513378,0,-0.463160100410846,0.0584845271385191,0.0461792052599797,0.000788882671290048,0,0,0,0,0,-0.043328863782392
ETH,0.230464963905074,0,0,0,0.133490999238886,0.253977069872294,0.411656983530998,-0.0208975118768465,0.232953495391763,0,0.0171166859149579,0.0511664982990985,0.125960221781897,0.414100863635598,-0.0636270472028472,0,0,0.122475534754138
XRP,0.149384254347099,0,0,0,0,0,0,0,0,0.327392385259593,-0.117553416193603,-0.0399107967193697,-0.277369780529395,-0.0571922075932392,0,0,0,0.082218681443131
LTC,0.395138164271561,-0.0741861823459481,0.0854560621986776,0,-0.156906950055992,0.0878852805053043,4.33680868994202e-19,0.0742641801713786,0,-0.033113383307028,-0.00147872166786183,-0.0132948580779027,0.0188865675984126,0,0,0,0,0
XMR,0,1.01919117999775,0.445025151997489,-0.998995280328944,0,0.244180234209759,0,0,0,-0.16383618090958,-0.102703885565271,-0.0218483142762212,0,-0.352811654040553,0,0,0,0
ETC,0,0,0.141274151662993,0,0.0584468106524369,0,0,-0.112887002848787,0.122414517266525,0.0216189925556888,-0.0323997035303881,0.0224387969196187,0.249881830554431,0,0,0,0,-0.20649753492738
DASH,0,0,0,0.390650209530112,0.0879633423256188,0.049620378035745,0,-0.00151466237156988,0,0,-0.0886168446560571,-0.0703057537067421,-0.105331017737571,0,0,0,0,0
XEM,0,0,0.446370674154124,0,0.208381658577827,0.286940884141474,-1.18945376073701,0,0,0,-0.0777338162941845,-0.16867644495169,0,0,-0.542035345313996,0,0,-0.0741318436924267
DOGE,0,0.0860726793125456,0,0,-0.0899587056182377,0,0,0.048684578728873,0,0.0654620597673622,0.0255243096128548,-0.00637480096428291,0,-0.22640689337541,0,0,0,0.0443798249587645
XLM,0,0.0674221603041642,0.531952009484306,-0.54488144219524,0.157880767661262,0.20167038247758,-0.610568895312597,-0.223499626289774,0.304641789055175,0,0.00850470013589716,-0.0846318413915404,0.0167075806703122,0.0142169188795079,0.282698289897659,0,0,0
NEO,0,1.64055328362016,-3.90937359226677,0,-0.705467883378772,0,0,0,2.01732949246879,1.36733808648495,0,-0.107065703441902,-1.22561427353625,0,0,0,0,0.789236834340852
ZEC,0,-0.459027069542828,0,0,0.279819197153572,0,-6.15128135724846,-0.211975987885973,0,0,-0.620356206975754,0,-1.66505391289583,0,0,0,0,-0.360431095825972
DGB,0,-0.0153045899212754,-0.202040432623955,0,-0.179546528411424,-0.179841326532476,0.562007553215025,0.216228250658054,-0.354094356786948,0.279182869316127,-0.114641326540411,0,0,0,0,0,0,0
BV010082.Index,0,0.129747209205314,-0.227973405220214,-0.059776059013923,0,0,0,0,0,0.0791341857052122,0.00441958113823768,-0.00316666329567531,0,0,0,0,0,-0.0346699304498026
CVIX.Index,0,0,-0.147423395471608,0,0,-0.266963707831041,0.109482740255054,-0.129763794214848,0,0.135756547312262,-0.0389465330078557,-0.0188497407193771,0.0505627364351605,0,0,0,0,0.172944455110974
DXY.Curncy,0,-0.0132542482311544,0.00293877135007968,0.0453713811183963,0.023880474487447,0.0128992038343126,0,0.00333208390160408,0,0,0.00605396756074477,0.00299087643231584,0,0.166310541593838,-0.0124497771821795,0,0,0.000945722251930797
SPX.Index,0.00514992128113142,0,0,0,0,0,0,0.00391214229631051,0,0,0,-0.00326725775207321,-0.00256128092067286,0,-0.0325735465262453,0,0,-0.0441391548857783
VIX.Index,0,0.373498606061301,-0.311763437088837,0,-0.0561523444263563,-0.409408461104397,0.232083690257927,0.131357298226548,0,0,-0.0210454990651933,0.0419509039425995,0,-1.12184619671066,1.05848326137311,0,-8.06934125181533,0
