,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.243595288978639,0,-0.0644249932877878,0.0503359807400049,0.230631703485076,0.279177955148454,0.116330412851677,-0.171332225187121,0,0.17205250376527,-0.361004207545702,0.0738060904474578,0,0,0,0,0
ETH,0.334192203698673,0,-3.46944695195361e-18,-0.036007836879054,-0.0760372985117296,0.906717158236478,0.263163674267667,-0.11146634925554,-0.24701455963217,0,0.113080652124767,-0.100137333211287,0,0,0,0,0,0
XRP,0,0.177438605788197,0,0,-0.256889093548063,0,0,-0.0762992539204517,-0.0692495154417424,-0.225773198573021,1.32620970583989,0.167480077185748,-0.603333925678762,0,0.726816732658909,0,0,0
LTC,0,0.0360094626966573,-0.0653664971270037,0,0.0344966225383515,0,0.12001489860157,-0.0528991088211726,0.113521135844753,0,0.268471092335232,-0.205080819684298,0,0,0.0423203647587329,0,0,-0.236012451352496
DASH,-0.177679850955746,0.0353442554230408,-0.104189507424509,0.0326182193613272,0,0,0.06949745889892,0.09686894654837,0.0303803862666858,0,0,0,0.0214251234417152,0,0.798511505929392,0,0,-0.329332467294065
XMR,-3.46944695195361e-18,0.327295077238855,0.0301116828370865,0.0351039165784891,-0.0242330087232809,0,0,0.245062919687037,0.265354464390018,0,0,-0.141631415977872,0,0,-0.578094306997236,0,0,0
ETC,0.263281209936083,0.109599475627239,-0.0445792751773554,0.43964886352831,0.145862538990394,0.269427102651396,0,0,0.152557257923519,0.142212381561854,0,-0.0459473314052335,0,0,0,0,0,0.419009739595415
XEM,0,0.318822178530782,0,0,0.23932600642062,0,-0.29141199168284,0,0,0,0.0968275968029471,0.248159375392629,-0.0527329144328341,0,0,0,0,-0.719518751241462
ZEC,0,0.0603154443247647,0,-0.0281249567616543,0.143568895256209,0.00209171772527164,0.0510608043799735,0,0,0.224380625356206,0,-0.0153398945194376,-0.196681231488497,0,0,0,0,0
DOGE,0.162628970915368,0.0963938649080917,0.0127490906184288,0.203636602896932,0,0,-0.0379607751493649,-0.133565844171649,0.321844049552562,0,0.237667348487324,0,0.0254721721808868,0.528630454261236,0,0,0,0
XLM,0,0.0999493130949903,0.291126452273843,0,0.128035985121797,0,0,-0.142249664860389,0,0,0,0.151796017146153,0,0,0,0,0,-0.474063428675644
NEO,-0.652301357792232,-0.152371286294509,0,-0.106030701005014,-0.00887779830862497,0,0,-0.0226894747676811,0.366163768727079,0.0645544261470327,0.103044509147091,0,0.374329391271886,0,-0.435156949353491,0,0,0.436236806100165
DGB,0,0.178516333532661,-0.0775202468759296,0,0,-0.216206372454512,-0.11427785209877,0.1794093852633,0,0.338905829891248,0,0,0,-0.248696803918907,0.0489030964005472,0,0,-0.391806833117735
BV010082.Index,0.0271941110305313,0,-0.0151023368604516,0,0.0519991574741289,-0.0747318233406151,-0.0726919091537292,-0.0744462993140558,0,0.071711612746342,0,-0.0149009477674866,0.129386991099684,0,0.119817499497808,0,0,0
CVIX.Index,0,0.110584458409446,-0.0644809891591831,0.0421913932369069,-0.151027295204779,0,-0.117449975453285,-0.0411574829158746,0.104495371966844,0.0961220135770775,0.0498513724740389,0.197786288831866,0.0739264573232351,-0.39711986395528,0,7.15916330948902,0,0.06711794895397
DXY.Curncy,0.0209495757646159,-8.67361737988404e-19,0.00297810840253317,0.00162980686365349,-0.00678505995640381,0,0.0174575102847068,-0.00660311747724666,0,0,-0.0042029952905746,-0.0208172361210367,0.00909505389783252,0.144607684425113,0.0186967903667876,0,0,0.0201493133650224
SPX.Index,0.0186834879660081,0,-0.0137653736161376,0.00194700428889701,-0.00790903512112099,0,0,-0.000304563327426626,0,0,0.0242196864579435,-0.0412675705040787,0,0,0,0,0,-0.0289321807174331
VIX.Index,0,0,0,-0.0379633740757002,0.0253035962957648,0,-0.157758234430068,-0.234276971541508,0.0127558088084983,0.0542702928102104,0,0,0,-0.366824142837364,0.24134084078792,0,0,0
