,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.203403772196809,0,0,0.167657073459244,0.0693428235544505,0.268826509604294,0.117403899139003,0.120998216206188,0,0,0,0,0
XRP,0.181735070291931,0,0,0,0,0,0.079356497860955,0,0.0964388297320816,-0.0967313104344633,0,0,0,0,0
LTC,0.237491918201577,0.197926677895078,0,-0.00474605124717511,0.0223082827050167,0.427236238554593,0,0.000000000000000000216840434497101,-0.0670868653993425,0.348539121810934,0.298683164849416,0,0,0,0
ETH,5.01041587913198,-1.47803953663546,3.87844816182932,0,1.75379644195314,2.16122303671493,-0.854514191375208,0,0,0.226786427593551,0,1.64703808106393,0,0,-0.656933864464282
DASH,0.0875881381788913,0.096249897522285,0,-0.0240398006587888,0,0.390683012278771,0.348433292531693,0.0597097242192993,0.0588964168324427,0.100843280126485,0.056149655237608,0.780364520424964,-0.814780949521941,0,-0.0915745407039587
DOGE,0.211778921671015,0,0.173474938577803,0.0318256038337591,0,0,0.188338960207893,0.00543461026714144,-0.0557914195202839,0,0,0,0,0,-0.0609052864717945
XLM,0.733170034935409,0,-0.0457447692742607,-0.0631790003727816,0,0,0,0,-0.100723817712664,-0.117489591054641,0,0,0,0,-0.0648456601141937
XMR,1.99864088997315,0,0.0575409221392187,-0.0763202325199229,0.218103037017879,0,0.122260894460896,0,-0.0827709513255264,0,0,0,0,0,0.0502880512472459
XEM,1.68047890477839,-0.0127291560879448,0,-0.023840767352237,-1.02001022928495,0,-0.45482725611801,0,0,0,0,-0.73091825669801,0,0.82489630634725,-0.0701740946073094
DGB,0,0,0.61715864913837,-0.0833131889070062,1.84159420608937,-1.77793537014323,0,0.434258363969755,0.290762625310381,0,-0.173568867504465,0,0,0,-0.240848336471506
BV010082.INDEX,-0.299240221871275,0.1127908181251,0.164652095750853,-0.0381418446384484,-0.0962945816323197,0.135628396852935,0,0,0.0648305240759465,-0.073606069663083,0,0.336625699459475,0,0,0
CVIX.INDEX,0.107855957868655,0,0.2131394743164,-0.0114550345250788,0.480687029756575,-0.240513052951531,0.0372166944786964,-0.221510674342447,0.0585299149412736,-0.0926282624556975,0,0,0,0,0.170386813949805
DXY.INDEX,0,-0.0328646331524308,0,0.000218420124310852,-0.0900996700680789,0,0.030789772536861,0.025061241991501,0.012939583824677,-0.0145639579499487,0.0358337733228738,0,0,0,-0.0242012654896447
SPX.INDEX,0,-0.0682078302319862,0.00763650257173856,-0.00181374302235486,0.065656564773973,0.0385290751129286,-0.131984482742797,-0.00462896067152016,0.0417710405658789,-0.0324025435259831,0.0670726099693828,-0.185834176329182,-0.664706027190042,0,-0.10982707769999
VIX.INDEX,0,0,1.22659134201292,-0.0602928121083611,-1.23628897782614,0,-0.376538603991463,0.166224848341635,-0.372312438052941,0,0,0.672901274209302,0,-2.07688763275942,0
