,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.221974306042052,0,-0.0801254696909625,0.0916715148249291,0.330294010319502,0.113406929932956,0.200684804804649,-0.165808137891036,0.018531299680785,0.218057123383205,-0.253011089729756,0.11154513973359,0,0,0,0,0.0515169855738666
ETH,0.31326385113476,0,-0.00662954757313277,-0.00955175434407021,0,0.222454723257906,-0.116913292538809,0.884856418664193,-0.280114324137264,0,0.140389830612417,0,0,0,-0.496739456965313,0,0,0
XRP,-0.70782807961834,0,0,-0.0584848990669623,-0.260232142696329,0.148418883098874,-0.0339740179436155,-0.0152873576249768,0.0172935668067506,0,1.32517385943034,0.196818412524248,-0.395681201150231,0.362617879713965,0,0,0,0
LTC,-0.186945921625819,-0.0977596520637587,0.015164676334579,0,0.13650575350722,0.143855174646745,0,0,0,0.40962406603821,0.0119953310348271,-0.0554662365050257,0.153271260704469,0.842806284481205,0,0,0,0
DASH,-0.308323243032572,0.0196769628479903,0,0.0243334112613928,0,0.187567899666509,0.0710210447586722,0,0.101998668738244,-0.194195312378947,-0.0499429150563407,0.094477888234827,0.0758535613391707,0.516552962610904,0.43055518500303,0,0,-0.0448829138021177
ETC,0.0550308571902577,0.256974971653348,-0.0627893124937378,0.195302109787469,0,0,0.106641234328952,0,0.0698983100477865,0.172835555196435,0,-0.0830877757156787,0.0307454942061987,-0.599069587163028,0.456351776466466,0,0,0
XEM,0,0,0.0445012426770081,0,0.271507706433503,0,0,0,0,0,0,0.200080435517258,0.358856583155639,0,0,0,0,-0.257121670518269
XMR,0.431774710729689,0.33587022610841,0.0788558066087797,-0.0875428979584316,0.182539290892549,-0.146759589914657,-0.00622443404546143,0,0.0666294759586414,0,-0.141278192012875,0.124592883449837,-0.0184214458018221,-1.4327660468631,-0.222747539067039,0,0,-0.342858402964044
ZEC,-0.0413418195027844,0,-0.0302234444532987,-0.0808252186181713,0.26589587207912,-0.0543775357948367,-0.0971774253728417,0.187586576284333,0,0.348808272412104,0,0.033043991333211,0,0,0.299826252205331,0,0,0
DOGE,0,0.237246969683306,0,0.350167353659756,0,-0.269226087030513,-0.0336482936302693,0,0.319038623810483,0,0.253036620613147,0.124219378302692,0.0617581413094669,0,0,0,0,0.434569567958279
XLM,0.180270304578434,0.0624368868532047,0.322523005613642,0.217001516677249,0.0309636050728361,0.164119783011207,-0.226694054427184,0.255136987776787,0,0.176572822016802,0,0.207973076301089,0.25233151100042,0,0,0,0,-0.262409581819205
NEO,0,-0.0147688747024983,-0.030970097151842,0,0.147292164143638,0.190129400886153,0,-0.602452664722846,0.343141496632162,0,0,0,0.0352739746187473,0,0,0,0,0.118745926488453
DGB,0.096959941386602,0.0559152129522031,-0.0260062707959543,-0.109827322641629,-0.176642798463556,0,0.114246860886845,0,0,0,0,0.268679230123495,0,0,0,0,0,-0.0281797175281964
BV010082.Index,0.148207088288779,0,0.00077752312500651,-0.0268216081622772,0.0680931650752951,-0.0954298251512524,0,-0.159164651452331,-0.0489457984006991,0.0159920660261171,0,-0.0461000477033767,0.00321585436823059,0,0,0,0,-0.111363408985414
CVIX.Index,0.263108560291451,-0.120274439325639,0.0150363394741669,0.199567446941862,0.0689357303092877,-0.404565378153379,-0.3586550283104,0.371167343149405,0.207708724387826,-0.0380202013821918,0,0.0528821463325917,0.0675941833768291,-0.581619769057528,0,0,0,0.119646210544408
DXY.Curncy,0.0250219018864933,0.00867647819107702,-0.00120946639785054,0.00100283346034539,-0.005531587340414,0,-0.00730591769494661,0,0,0,0.00645171642297363,-0.00124245047331266,-0.00282949118425467,0.0946690243477054,0,0,0,0.0280905827160767
SPX.Index,0.016306679402358,0.0283293194480383,-0.00412552672820797,0.00459501861225784,-0.0191951306215638,-0.0155960979974654,-0.0109873417347732,-6.79733827771961e-05,-0.0140323303317921,-0.0117403890907557,0.014085919537096,-0.0117377436786557,0.0142608811050498,-0.0332971515382346,0,0,0,-0.049839836186685
VIX.Index,0,0,0.0312109885281705,0.0692039514076139,0.0943070273453819,0,-0.412573269865578,0,0.145167046300745,0.310474504973568,-0.218280162024337,-0.375116477079858,0.483457717061742,-0.912188280886543,-0.859880789276084,1.67333934455102,-3.2726773927632,0
