,BTC,XRP,LTC,DOGE,DASH,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0929870634372262,0.692564602487746,0.132266157090728,0,0.100694582547409,0.0299009126097417,0,-0.0497989137408186,0,0,-0.0772990034456747
XRP,0.028101841511313,0,0.185158826768541,0,0.161303656238082,0.582338266386718,0.0939369519088776,-0.122647394254475,-0.325521650886276,-0.40711108181023,0,1.17042037198034,0.117380791610709
LTC,0.113251601274822,0.517576338109049,0,0.436191726826112,0.101225670427498,-0.239642571419991,0.112154737462622,0.0461584953551415,0,0.409670910724002,0,8.97207159414761,0.796659492255242
DOGE,0.348576124335654,0.439003455278603,0.0955603821012837,0,0.0101793983069254,-0.118640926060151,0.0386318581477408,-0.0462079714553168,0,0.072341355225207,0,0,0.0272864819421195
DASH,1.01334690043084,-0.223698143310369,0.281785498991494,0,0,0.117871628135525,-0.470834366203348,0.138593103054583,0,0.260342510407748,0,0,0
XLM,1.01088041319543,0.0484488271461355,0.0879323000461808,0.270625696169253,-0.157144756931886,0,-0.327066473772538,-0.0473491966018239,0,-0.168963462521233,4.03215567237557,0,-0.043666930545469
XMR,1.27939771182842,0,0.307554890663453,-1.26607105321881,0.00892447888275742,-0.238824632927333,0,0.125841946195682,0,0,0,-2.8035810758598,-0.51767945176243
DGB,-0.374718179234826,-0.0161921853887132,0,1.18777816542348,-0.444994442121277,1.21162596773918,0.650540727648415,0,-0.556719957884959,1.20239583885986,21.2901715607788,9.12941131931726,1.19040686985307
BV010082.INDEX,-0.0369231161933289,-0.0437810290723082,0.0386109768428342,0,0,-0.000000000000000000433680868994202,-0.0494653194922516,0.01533741957308,0,-0.0202087209368281,0,0,-0.0830299873794803
CVIX.INDEX,-0.196916909765048,-0.270586855694694,0.0549663098723558,-0.23875911568448,0.181535503076625,0.169801412830091,0.171785289919975,0.126048355486203,0,0,0,0,-0.0453661077551143
DXY.INDEX,0,-0.0564003053045871,0.0129007531466881,0.0604631375693721,-0.00919386597094416,-0.0262715247694014,0.0214852888812008,0,0.0248049463301202,0,0,0,0.0221740275798972
SPX.INDEX,0.016925271314546,0,0,0,0.0148832032376439,0.00574494548727434,-0.0325558371289063,-0.00433891231645452,-0.00215846844875104,0,0,0,-0.107056506116515
VIX.INDEX,0.0813348961811034,0,0,0.159888850280413,0.0597199675173644,0.000000000000000000433680868994202,-0.291850650060438,0.0328348378928922,-0.115713633718176,0.141854535080444,0,-6.11691666233865,0
