,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0159629515178779,0.125570116489343,0.108976106019335,0,0.117089081730029,0.0796843805449338,0.0320662660613988,-0.0198187382399277,0,0,0,0,-0.0322538817645082
XRP,0.819274342333168,0,-0.00281544315731699,0.108366978587075,0.368497007833201,0,-0.198490352496639,-0.148613785231685,0.0917119452116089,0,0,0,-1.93126555707422,-0.179279104874214
LTC,0.655897011979061,0.19221268903855,0,0.108224912201804,-0.131554102187265,-0.0422921921477822,-0.010415387328129,0.0542782417531979,-0.0401379042636693,0,0,0,0,0.0734335421796726
DOGE,0,-0.213592431048426,0.275591447017756,0,0.0953486244048867,0.0933463513828073,0.142023441902807,0.155614369949916,0,0,0,0,0,0
XLM,1.07083279074035,0,0,0,0,-0.186913670421925,-0.426128757253405,0.00990254290788045,-0.00717776039824226,0.679858190476607,-0.152090414359556,0,0,-0.483254493064161
DASH,0.692618169567655,0.266652158215776,0.220733383413125,0.0780437734227266,0.303509653459788,0,0,0.0638301407480742,-0.430899061785843,0,0,0,0,0.00431664548654207
XMR,0,0.173764523417629,0.256572245297284,0.385127408463143,-0.048210912652773,-0.202057107313395,0,-0.0266027858545728,2.16840434497101e-19,0.561970863243226,0,0,0,-0.663458004080093
XEM,0,0,0.121466301565111,1.16951357687748,0.80719693105935,0.24134798564811,-0.744338001747988,0,0,0,-0.456922153110942,0,0,-0.0681769988179596
DGB,0,0,0.313579239105815,0.149787200393434,0,0.32865060476677,0.419419837546362,0.140433635691134,0,2.32641764787672,-0.0351925932593346,1.44724759517446,0,0.116038296775278
BV010082.Index,0,-0.0369362586752545,0,-0.121537096714402,0.112132870635122,0.0315888545190953,0.0600439596505602,0.00531772526148911,0.049921803410364,0,0,0.238612006342697,0,0.0666906737434681
CVIX.Index,0.813253962111624,-0.0387499786030686,0.0419943025201882,-0.14634780923257,-0.0501443277272202,-0.16982605612479,0,-0.0346482548934705,0.290624348606759,0,0,1.24268780453321,0,0
DXY.Curncy,0,0.00796534674996492,-0.0189871288402604,0.0449899796057295,0.0105535016831341,0.0381548147365148,-0.0169069597479236,-0.0234101847205145,-0.0246724269024952,0.226983791885262,0.0826599075110825,0,0,-0.0182735315180528
SPX.Index,0,0,-0.0150721729120886,0.0159975860824411,0.0199064715595906,-0.00389669425626747,-0.0119332533376061,-0.0052792245333888,0.00352186920415326,0,0.00364770333753147,0,0,-0.0964740015052123
VIX.Index,0,0,-0.0661693056979016,0.214918872582036,0,-0.0241020533661948,-0.210065134239956,-0.0956842354104486,0.0532335204213982,0,0,0,-9.20007580288947,0
