,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0219838361396043,0,0.660731643955163,0,-0.110618830352626,0,0,-0.121953045145157,0.0973062045503745,0.0616100324940922,0.00884202204310849,0.00467459709849976,0,0,0,0,-0.0615496131009113
ETH,0.455356250638825,0,0.134347026906487,0,0.115980663617121,0.0608134944177331,0.514096966012551,0,0,0.00257300495140034,0.0326846689131538,0.0387224269236973,-0.00180974593208583,0.150652391655078,0,0,0,0.0335422645413704
XRP,0.0997939512208725,0,0,0,-0.0526026543014546,0.0574355032298882,0,0.140158135176322,0.174832452630049,0.413783934040047,-0.171081145252974,-0.00467080938234387,-0.169364967425654,0,0,0,0,0.237129138901717
LTC,0.418519724910175,-0.0639091846177785,0,0,-0.180524177409254,0.0556121454425114,0.0847364189616595,0.0362815165311884,0,0,-0.00821878083447762,-0.0124797350066884,0,0,0,0,0,0
XMR,0,1.06981594758998,-0.00995991907169795,0,0,0.268570127814985,0.359562682481188,0,0,0,-0.257862374111399,0,0,0,-0.056653658662511,0,0,0.123161025629957
ETC,0,0,0.094334983452329,0,0,0,0,8.67361737988404e-19,0,0,-0.0607072279632368,0.0178512544227093,0,0,0,0,0,-0.0542328258404349
DASH,0,0,0.0404040986204706,0,0.0498503248156551,0.0101869756883168,0,0,0,0,-0.0744687677686077,-0.102541425163286,0,0,0,0,0,-0.110433397993545
XEM,0,0.30117049301092,0.302288432080907,0,0.14446113207979,0,-0.995038221690322,0,0,0,-0.0994791598588679,-0.132370811958114,-0.0947925891048301,0,-1.06274018862118,0,0,0
DOGE,0,0.0438937477026721,0.130004832935831,0,-0.206599391834522,0.0707966371012597,0,0,0,-0.155634934569779,0.0301974792739389,-0.0176587706647576,0.0072864587505052,-0.353530165295334,0,0,0,0.0086347652986629
XLM,0,-0.0734874518394948,0.574018486214872,-0.328858112430451,0.085627215265555,0.281284145823875,-0.182179408623655,-0.238536893125687,0,0,0.0302739042179867,-0.0642743435690005,0.133353615461122,0,0.340646258436674,0,0.627294632273627,0.101394423000969
NEO,0,1.85507540830967,-3.12868417762456,1.05038650781805,-0.194860895015871,0,0,0.163585699922339,1.68267606656656,1.37077586712285,0,-0.154102613827732,-1.14633013896983,0,1.04112933336845,0,0,0.858574926938641
ZEC,0,0,0,0,0,0,-6.6025786791528,-0.198899510912903,0,0,-0.612087961034846,0,-1.32820879664879,0,0,0,0,-0.862513023376076
DGB,0,-0.168628221845401,-0.111267941802295,-0.720021005516537,-0.316175471377872,-0.151403480110368,0.444009585909141,0.099034261068001,-0.175875019560468,0.299016541873047,-0.103832547037916,-0.0740409336973391,0,0,0,0,0,0.0485847645915656
BV010082.Index,4.33680868994202e-19,0.101528854502362,-0.100902297092699,0,-0.0583746937564073,-0.114047736392268,0.0807434719493476,0.00468122179691098,-0.181720968894365,0.110179261700838,0.0344988347114354,-0.000163308262860705,-0.0197966659391339,0,3.46944695195361e-18,0.372805408961821,0,0
CVIX.Index,-0.158241532601059,0,-0.295488232518344,0,0.00191262311828209,-0.208401761865211,0.231805112462868,-0.0826249486404081,0,0.125399971825434,-0.0325273613703676,0,0.00208386284570272,-0.251903004110305,0,0,0,0.168498422664054
DXY.Curncy,0,-0.00727627059922673,0,0.0340820274770491,0.0214327906450354,0.00950476715074837,0.00283783574638785,0,0,0.00560147963225842,0.00811878509152661,0.00261329580509165,0,0.146881218014911,-0.0166305041436861,0,0,0
SPX.Index,0,0,0.00147577958650345,0,-0.0030413928512266,-0.0279814577343387,0,0,0.0248253714105732,-0.0115306836883486,2.16840434497101e-19,-0.00532262702872725,0,-0.0394529463457475,0,0,0,-0.0614562781405703
VIX.Index,0,0.385192056288976,-0.0504780348022864,0,-0.0883279113934584,0,0,0.172374610253619,0,-0.0122517649003718,0,-4.33680868994202e-19,6.93889390390723e-18,-1.15942569179633,1.25461753671868,0,-6.37690287732538,0
