,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0145600836252737,8.67361737988404e-19,0.548128536781449,0.0534517699351757,0,0.119243957408081,0.0241819268281981,-0.105284464566966,-0.0610206229275701,-0.23591692423673,0.202968116095114,0,0,-0.0681850128964675
ETH,0,0,0.989926452824059,0,0.0459088801953293,1.47409181557757,0,-1.06477412480446,-0.947119320869798,0.369756267005215,0.608433669224328,1.73472347597681e-18,0,0,0.458104167723757
XRP,-0.0154285984006516,-0.0744924717524688,0,0.0275768643294536,0,0.100648042467336,0.159622021949488,0,0.106154914067797,-0.166714030208992,0,0.220477289017157,0,0,-0.0147853938119511
LTC,0.758544447048242,0.00975184663405267,-0.606899344570894,0,-0.140631317996531,-0.032596784110744,0.103578816650147,0.193927030830204,0.350424859235569,0.0889307841910995,0,0,0,-1.93673326862257,-0.0906270076858993
XEM,1.00809528471045,0,0.488137209997387,-0.0113800023234973,0,0,-0.516824367783994,0.364520429692004,0.323282473993229,0.28540017622999,-0.522704151629407,0.024336322554445,0,0,0.0566596423009522
DASH,0,0.0494812205050399,0,0.116753888465595,-0.0105551494911933,0,-0.215810150471128,0.0644383996395705,0.239332507472917,0.230783496921584,-0.432348291796056,0.112289212189491,0,0,-0.0604640542293149
DOGE,0,0.0368128955593835,0,0.396387102194648,-0.114370451181368,0.16962667250019,0,0.110841934807253,0.305738497449505,0.046585886225627,0,-0.261413997643706,0,0,0.0794407622487831
XMR,1.01011378155654,0.205250905206458,0.41459807093835,0,-0.165293713638363,0,0,0,0.298846411595355,0.107094360408685,0,0.0186270719950404,0,0,-0.0511108712203856
XLM,-1.06654574422841,0,0.244671923588893,0.410119075135644,0.130352929085728,-0.125119359148315,0.341359722445392,0.172750154084594,0,0.0230190828859545,-0.201305389363581,0.139389928504559,-1.56992465478065,0,0.027159140874812
DGB,-0.515282032900291,0.318522473692164,0,0.351038646676723,0.182144759270755,0,-0.250745050088511,0.3409181065328,-0.304859432338094,0,-0.638017888011313,-0.201915563315301,0,0,0.0338673124213994
BV010082.Index,-0.301440656150374,0.106027250140012,0.0979971089515169,0.131796489119781,0.0176945339224899,-0.0803001645292683,0,-0.00908245142008529,0.0632392436159943,-0.0930396807607806,0,0.172323436959783,0.805835058088158,0,-0.176276411540973
CVIX.Index,0.372853926303155,-0.102614840044258,0.132890039462435,-0.444480398873616,0,0.361430354377303,0,0.0029011953159148,0,0,0.0818845672706538,0,0,0,0.136848957921767
DXY.Curncy,0,-0.00526852698111698,0,0,0.00932379597295299,0,0,-0.0100295455947484,0,0.015034376369822,0.150212158929629,0.00714097545840012,0,0,0.0120439535406935
SPX.Index,0,-0.00836702031257719,0.0201927820783662,-0.0298429285360505,0.00270713648204331,0.0252225227675337,0.00829193828958982,-0.020184918817859,-0.0144305674856318,0.0112037432067066,0.0108620111771146,-0.0209976258772441,0.0481012525473749,0,-0.0863391510317434
VIX.Index,0,0.0117336729740879,0,-0.419246942310116,0,0,0.357917360857838,0,0,-0.029259211276896,-0.319936425966436,0.869650998407223,0,-2.18886219540529,0
