,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.198605860075845,0,0.081555562970635,-0.0494292124285532,0.201693818947869,0.25972993873446,0.163405895222996,-0.105261438633197,0,0.174804442415022,-0.438900881349501,0.086374529746169,0,0,0,0,0.0295210756716438
ETH,0.334192203698672,0,0,-0.0760372985117294,-0.0360078368790539,0.906717158236478,0.263163674267667,-0.11146634925554,-0.24701455963217,0,0.113080652124767,-0.100137333211287,0,0,0,0,0,0
XRP,0,0.10552907768205,0,-0.320751351032357,-0.213005269210823,0,0.0781967893574525,-0.0536204083782352,0,-0.232296788989946,1.33623507742978,0.199608436281388,-0.594445029476229,0,0.768599760121849,0,0,0
DASH,-0.21962258662386,0.0523552733582021,-0.0910740218118885,0,0.0447894226921879,0,0,0.0945891931088426,0.0859210160063486,-0.0421725737381787,0,0,0.0161346293587478,0,0.765846519513932,0,0,-0.282732871614603
LTC,0,0,0.0159971504040719,0.0905191500668169,0,0.0139238495574155,0,-0.110556013159868,-0.0477427057500197,0.425955387036419,0,0,0.261519451015637,0,0,0,0,-0.141553660233899
XMR,0,0.327295077238855,0.0301116828370865,-0.0242330087232809,0.0351039165784892,0,0,0.245062919687037,0.265354464390018,0,0,-0.141631415977871,0,0,-0.578094306997236,0,0,0
ETC,0.181449870039358,0.352418898274088,-0.051095843684242,0.0467211942043447,0.182306121369402,0,0,0.0504065992985223,0.0330138241966261,0.155577932493025,0,-0.136078664159736,0.105865855800419,-0.815040236707459,0.280220238819609,0,0,0
XEM,0,0.369970592739266,-0.0415063637127289,0.159666656804263,0,0.235033133631961,-0.557490510340298,0,0,-0.196060322216198,0,0.140571213651604,0.27631229622453,0,0,0,0,-0.473303951022158
ZEC,0.147354722696386,0.0385345841548743,0.0217113297963708,0.3321316957204,-0.0367458981639014,0.0794686420882512,-0.0686056426772884,0,0,0.450140352276798,-0.169056775406975,0,-6.93889390390723e-18,0,0.403075854231591,0,0,0.196809940414503
DOGE,0.273557284225913,0.220498168407252,-0.10057034596468,0,0.312390488100444,0,-0.328453066402064,-0.0557225517482262,0.401274055186076,0,0.539689565084927,0.0636384594516176,0.0819920211016472,-0.029325280063178,0,0,0,0.191090709734137
XLM,0.0315094345838713,0.100079571815475,0.345654528166717,0.102815256417317,0.274320608824194,0,0,-0.200395908996084,0.10202249981302,0,0,0.199402147187344,0.17354274041438,0,0,0,0,-0.494643962551153
NEO,-0.132112790814901,-0.273822799170053,-0.106721957223123,0.0200704730943465,-0.125855981987955,-0.295688492827884,0.199387200088936,0.109521163967039,0.230728754179918,0.163948836646986,0.224089529533359,0,0,-0.572073584864138,0,0,0,0.0675633413910924
DGB,0,0.178812388823191,-0.0783599341504187,0,-0.169168170707184,-0.302224357796468,0,0.222157245275096,0,0.204143047022376,0,0,0,0,0.200684575003961,0,0,-0.660483466817983
BV010082.Index,0.101130251475641,0,0.0174116546666114,0.0369438456059872,-0.0183333409526485,-0.0684091890741247,-0.085480964655923,0.0418028595222213,-0.0409486111229627,0,0,0,0.0307309873043304,0,0.167540663907461,0,0,0
CVIX.Index,0,0,-0.0340305096302161,-0.0555960423043515,0.0619403592365502,0,-0.036791674637702,-0.0523346428197289,0.205432042189466,0.0536882895044989,0.0698830508107157,0,0.0153416587909868,0,0,0,0,0.399641940467886
DXY.Curncy,0.0151255758818295,0,0.00126871354413664,-0.00532500138182444,0.00658545508775299,0,0,0,0,0,0,-0.00621141076902033,0,0.12478818791838,0.0249244190064265,0,0,0.0137206893669982
SPX.Index,0.0182261249805756,0,-0.0140993356453909,-0.00771592196183336,0.00191251270060532,0,-2.16840434497101e-19,-0.000170067492577922,0,0,0.0244360478451086,-0.041189290350478,0,0,0,0,0,-0.0290009251404619
VIX.Index,0.094344831809299,0.0861160793764282,-0.0440480426372255,-0.020282691295508,-0.10291202979689,-0.294068426190265,0,0,0.113839465712482,0.185690457756081,0,-0.14462247329986,-0.0490957804786377,-0.668441933732955,0.663620727536177,0,0,0
