,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0288283028898767,0.275314629619322,0.282584221638893,0.136660731599466,0.0862230583032268,-0.0995545585378836,-0.0518748282005625,-0.117827009355439,0.00792150639966444,-0.214900834196388,0,0,0,0
ETH,-1.26203902939618,0,-2.77555756156289e-17,0.550009752644609,0,-1.28303704425694,-0.423183267824582,0,-0.160173228722984,0.239592560640002,0.0228452373231698,-0.47263017306556,0,0,0.246711011843498
LTC,0.713391879588611,0.0614777699923747,0,0,-0.358022217077892,0.117696796762375,0,-0.129377863399863,-0.0129033011832624,-0.0150369132594079,0.0826392290809288,0,0,0,0
XRP,0.077672512323581,0,0.152320385900887,0,0,0.0207008660003371,-0.0472846267339709,0.00410201600658658,0.374666911468827,-0.0794846698605914,0,0.319334793196726,0,0,-0.0912549517078259
DASH,0.370062393548245,-0.0731944453502336,0,-0.713028359954936,0,0,0.15661311376978,0.140501594455272,0.569097702524346,0.0976691341169205,-0.110203917164879,-0.406410522841148,0,0,0.154956681302887
DOGE,0.0413865544348995,1.73472347597681e-18,0,0.0752479294711383,-0.0288757404103712,0,-0.0858221231797074,-0.0116035025402372,0,0.0108853599052319,0,-0.237360340583153,0,0,0
XEM,0.378199391936353,0,0,0.31791160169616,0.710038343577996,-0.106620884923319,0,0.185893386704016,0,0.12650266979944,0.358877504706462,-0.242690708355165,0,0,0.348742431350728
XMR,0,0.519942724947369,-0.274048001718988,0.120309208841311,0,0.0702204383059865,-0.31696113713047,0,0.607869345030391,-0.188271308853484,0,0,0,0,-0.824065817944987
XLM,0,-0.0186036505799985,0,0.478278676639778,0.361092762451166,0.288077383327245,-0.0569703072924474,0.0927526010717369,0,-0.0177803918775675,-0.0159573609833104,0.298455111577315,0,0,-0.121085711687427
DGB,-0.669662991859986,0.172390061304501,0,-0.658273263900114,0.321542190286651,-0.432966934590909,0.254696843378986,0.341702368749464,0,0,0,0,0,0,0
BV010082.Index,0,0.149900751196801,0.058118305903726,0.0407356408281062,0,0.0672618233418465,-0.0564625208817456,-0.0144629659281358,0,-0.0607114575318695,0,0,2.01694733198582,0,-0.0222566230564662
CVIX.Index,0,0.124198555122859,-0.168509076086743,0.0754872299982671,-0.156568544343201,0,0,-0.0841223508736997,0.356872985647072,0.0436528982496223,-0.044817227889954,0,0,0,0.0362684926498214
DXY.Curncy,0,-0.00101424911904807,0.0558168706117194,0.0804458849831776,0,0.00540350383519177,0.0100493310958748,0,0,0.0180209150538569,0.15694796191845,0,0,0,0
SPX.Index,0.036750554562051,-0.0157033426698673,-0.0337178175715248,0.00627741866915575,0.0130204433785537,0,-1.35525271560688e-20,-0.0191574610278723,6.7762635780344e-21,0.0154786717251937,0.0295771514360976,-0.0187728127661217,0,0,-0.0842966656717168
VIX.Index,0,0.263507598720426,-0.0617128654045633,0,0,0.285820979387053,-0.152612476607445,-0.432348523877445,0.268628231284024,-0.0712148296683531,-0.776495755200742,0.293290241903634,0,-2.13561961463826,0
