,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,DASH,MIOTA,BNB,NEO,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0268209069618141,-0.0174505323752176,-0.0304891078368277,0.21618723423411,-0.0242655176815461,0,0,0.0540525522118717,0.0463833022506813,0,0,0.0513265262523774,0.0699209307693003,0,-0.117565556310319,0,0,0,0
ETH,0,0,0,0.0789870497773046,0.144925550047327,0,0.226299793720285,0.236727888062027,0,0.0728674165645255,0,0,0,0.29019267214521,0,0,0,0,0,0
XRP,0,0,0,0,0.727458877514299,0.0409691127217199,0,0.374602117980104,0,0,0.263927387602902,0.227526734355881,-0.434129525649456,0,0,0,0,0,0,0
BCH,0,0.231354120998095,0.0620106321170395,0,0,0,0,0.212951464356473,0,0.232363500309555,0,0.179623563304156,0,0,0,0,0,0,0,0.069601806812854
EOS,0.126585974242277,0.443315177630843,-0.0448393918962148,0.0665006149484987,0,0.0636784675843338,0,0,0,0.0970829043000197,0,-6.93889390390723e-18,0,0.276997683565357,0,0,0,0,0,0
XLM,0,0.218689092606604,0.125159748885816,0,0.0583166186659984,0,-0.0459345616968455,0.147835294834167,0,0.08074754044088,0.0971946150136373,0.165200937339871,-0.115823113300768,0,0,0,-0.00431957733850572,0,0,0.00301744791145234
LTC,0,0.256731007263792,0,0.166673513638819,0,0.132926207269333,0,0,0,0.119360272483888,0.0239060582941883,0.0156229346394841,0,0.00448964726064985,0.0925418629492652,0,0,0,0,0
ADA,0,0.156676169154665,0.121269283956679,0.0839078389897506,0,0.0624177456187384,0,0,0,0.239880821095753,-0.00943593333643038,-0.121822622062119,0,0,0.40841958048305,0,0,0,0,0.0243416038925934
XMR,0,0.188110579286309,-0.047038528294354,0.107538884396515,0.102934235450297,0.0834466127365673,0.186470924713489,-0.168443269589464,0,0,-0.0583668676706286,0.307055272820581,0.14492073463015,0.00249990258357307,0,0,0,0,0,0.000771236867222258
TRX,0,0,8.67361737988404e-19,0,0,0,0,0.525006044271143,0,0,0,0,0.623780285844235,0,0,0,0,0,0,-0.0437458926352182
DASH,0,0.347840043405883,0,0.0133079056458729,0,-0.0400221551575852,0,0.312188736961888,0,0,0,0,0,0,0,0,0,0,0,0.0026105593063224
MIOTA,0,0,0.0449118764248446,0,0,0.0402755374413596,0.505227534739317,-0.0698497077530749,0,0.0554236470751946,0,0,0,0.48239934915711,0,0,0,0,0,-0.0699006814131663
BNB,0,0.242426779680525,0.032407450815969,0.0331703029992223,0,0,0.218526456607316,0,0,0,0,0,0,0,0,0,0,0,0,-0.0425157834772484
NEO,0,0,-0.118516102711404,0,0,0,0.145686689051993,0.487692937647137,0.0914215311653187,0,0,0.272626939509467,0.0263995089283493,0,0.0950151829182695,0,0,0,0,0
ETC,0,0.20188088406986,-0.093170331211001,1.73472347597681e-18,0,0,0,0.419360070685498,0,-0.0351700119971903,0.253041721416288,2.77555756156289e-17,0.173925079403598,0,0,0,0,0,0,-0.0322575009474286
BV010082.Index,0,0,0.0561449015288343,-0.0493325443519421,0.05293231006002,0,0.0526817115478437,-0.0113839587081507,0,0,0,-0.0971601006458699,0.120479979842134,-0.177669550928459,0,0,-0.0303483720677588,0,0.905347381750481,0.0189396641050709
CVIX.Index,0,-0.0129538794822474,0.117732718278356,-0.0241956222397328,0.00337861742639582,-0.360940706584552,-0.419089885834137,0.116612900206355,-0.0163143491926132,-0.111596745767275,0.129096924376246,0.356685284378742,0.225244497712709,0,0.105344884769144,-0.516671528943738,0,0,0.875832369814408,0.105974516621129
DXY.Curncy,0,0,-0.00420465734673578,-0.0293542245335963,0.0481348797053265,-0.044037380625611,0,0,0,-0.0162742341845714,0.0181500598582968,0.00481987116296289,0.00668969344161347,0,0.00965031717677474,0.0901952820523113,0.0797062268614755,0,0,0.00434983189841234
SPX.Index,0,-0.108639623448021,-0.0305400934324798,-0.0452351851773524,0,0,-0.0172972313328346,0.0546789211678306,2.16840434497101e-19,0,0.0152993676916963,0.151155793875663,0,0,0,0.148096023582574,0,0,0,-0.108987860062929
VIX.Index,0,0,-0.159596013094339,0.466862452423276,0,0.0620038628133232,0,0.121444114104816,0,-0.0674037479304899,0,1.38130096470516,0.428764052134824,-2.01274475726547,0,0.780508752140335,0.626645268892356,0,-4.89633137495899,0
