,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.145910796548231,0.0473253866621622,0.306874250455751,0.335762532370954,0,0,0,0.0524461479235827,-0.0254207344646444,0.0583872976102947,0.05728824844464,0,0,0,0,0
ETH,-0.0514773867904169,0,0.085542046456804,0,0,0.156278902103291,0.128220819256916,0,0.252744842513963,0,-0.0668014548675551,0.0625607747715057,0.11457314592493,-0.0972882709297923,0.127106898359509,0,0,0.127570375305993
DASH,0.40321681412205,0.101552289059884,0,0,0.116986644214171,0.35615145249764,0.308053901361586,-0.0942650809165623,0.208555493299424,0,0.219621921723634,0,0,0.165421323667521,0.29678038533237,0,0,0.0309634583590245
XRP,0.173011895351127,0,0,0,0,-0.0976811990355152,-0.0867318563418925,0.064366552019222,0.026817493865497,0.461576938017481,0.0277069030882345,-0.0820388627768626,0.0423946456643749,0.415179208041339,0,0,0,0.0995870463406991
LTC,0.406202078948125,-0.0720905689980819,-0.0481275628356371,0.150947094116387,0,0,0.216310167923206,0.159584864240432,0,0.0882883259115955,0.161032428335079,0.0518422416795649,-0.0216997674794328,0,0,0,0,0.0796041931909
XMR,0.29954554202176,0.884703149525787,-0.165775014357685,-0.169008773185756,0.462945153076847,0,0,0.258572654873381,-0.00860803273859296,0,0,-0.039464841882296,0,0,0,0,0,-0.135043568485283
ETC,0.174175676312025,0.430292193429407,0.213914871641515,-0.147839748228526,0.693269545180647,0,0,-0.00221873625259997,0.0437063313560689,0,0.0858969284538926,0.23604935523101,0.0648191813408426,0,-0.12965163395555,0,0,0.0594891289384456
XEM,0,0.146713352925169,2.16840434497101e-19,0.046284838761973,0,0,0,0,0.242180640633401,-0.257185842695174,0.0924890498376512,0.32491049564868,-0.269228889422644,0.744650434719072,0,0,0,0
ZEC,0.192207319812594,0.478071876242767,0.28463487550803,-0.167947175226329,0,-0.272570907785341,0.0990339914650767,-0.0742075635862139,0,0.425144654614767,0,0,0,0,0,0,0,0.0681896387251844
DOGE,0.308126014851384,0,-0.0297491219023822,0.351907111480639,-0.0992722115229305,-6.93889390390723e-18,0,0,0.236298523384168,0,0,-0.0566997939538046,0.0586849842370897,0.000601747329612087,-0.045566233166148,0,0,0.0536757615503663
XLM,0,0,-0.120448261824081,0,0.404136223326302,0.154613320768991,0,0,-0.08583929914085,0,0,0.0975061185099682,0,-0.0639223793710099,0,0,0,-0.0755128654391565
NEO,0,-0.557370780024763,-0.0394459839994949,0.0756079885715429,0.32059653390206,0,0.243340311423052,-0.0844407158897566,0.479176172115302,-0.440919735318251,0.0125479349506219,0,0.254611112663526,0,0,0,0,0
DGB,0.437219314238679,0,0,0.256146114526315,-1.30747750750255,0,0.273720589530686,0.169347620606466,0.0472677991450729,0.766736500497587,0.136485823462167,0.387497842104591,0,-1.32369273850837,-0.507318104514194,0,0,-0.184272564927146
BV010082.Index,0,0.0976959330963238,0.0544645594767426,0.00880749680167959,-0.0547473741123064,0,0.00658861336840898,-0.0654422287933759,0.080258041965844,1.73472347597681e-18,0.0507833855520536,0,0,0,0,0,0,0
CVIX.Index,0.049927476938469,0.26816231658945,0.144850743668365,1.38777878078145e-17,0,-0.0559803700585675,-0.0450978210715668,-0.108917101617366,-0.241322379648962,0.179489277459948,0,-0.133623521408828,0,0,0,0,0,0.105954976745602
DXY.Curncy,0,0.00810696028083972,0,-0.0441461071067695,0.0442067289380392,0,0,-0.014368222477229,-0.00560672720255624,0,0.00187527609092139,-0.000577221868753872,-8.67361737988404e-19,0.213648072667623,0.0462526351378516,0,0,-0.0330106640653612
SPX.Index,0,0.0603647704705499,0.00155629679223292,-0.0331053959624553,0.00584626905800457,-0.0162942070804891,-0.0425521228140619,0.00450327915246117,-8.67361737988404e-19,0,0.0335297089675951,0.000953237783508838,0,0,-0.0203563814142281,0,0,-0.0161961681609207
VIX.Index,0,0.466859040183635,0.352007538137358,0,0.399336084456984,-0.237926747016734,-0.680937818603906,-0.105774960698941,-0.401137109471386,0.162755610254538,0.320456668965763,-0.0222982781940467,-0.105154760814867,-0.209929236988436,0,0,-3.7686329070598,0
