,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.131715009243091,0,0.286454673500249,0.0166770692583066,4.33680868994202e-19,-0.0438301123507679,0.0640746479291669,0.0115811363918306,0.0295780052494444,0.0290259925217555,-0.143513627945839,-0.183827094265916,0,-1.75574417040225,-0.137480833514364
ETH,0.200504415079927,0,0,0.0864113322436396,0.0302674831577087,0.030891255354659,0,-0.127321922614807,0,0.040298401854907,-0.0166956627053792,0.372758338354009,0,0,0,0.0322069592658693
XRP,0,-0.117472079151436,0,0,0,0.0737477409741642,0.135296465609068,0.187543907260193,0.0832534884147225,0.319608619620095,0.194012905107955,-0.0896835534966197,0,0,0,0.178886438216119
LTC,0.659445842915565,-0.157892347052498,0,0,0.0534841545761532,0.000763451893646705,0.0319243098031827,0,0.122764875761163,0.0229195744180052,0.0155853358486536,0,0.0856619904956928,0,0,0.0488376412547617
ETC,0,0,0,0.11602117524592,0,0.0297413304755934,0.469574336371789,-0.47286200802342,-0.186780880291255,0,0.192983388075602,0,0,0,0,-0.206843888256474
XMR,0,0.731560106037842,-0.37713827106486,0,0.0774991846747857,0,0.413174096447948,-0.140896998879856,-0.537915173426797,0.605815548297292,-0.198975553670813,-0.988135604625539,0.684493447715064,0,0,0
DASH,0,-0.452274503671202,-0.304731488249391,0,0.10004598566551,0.0411654923250193,0,0.0702605671925218,-0.062958354578346,0.27743784930314,-0.141962509305114,0,0,0,0,-0.0768660839402017
XEM,0.0313293778528332,0.104130581268414,0.151028775206545,-0.630881252493706,-0.357661519719007,0.0571049032001916,0.2410284608161,0,0.396871472626112,-0.112002026526049,0.091845605780999,-0.799969802204849,-0.52453028800172,0,-7.35007912945222,-0.490440245668527
DOGE,-0.0758685157372485,-0.247947201715621,0.113861366510505,0,-0.258459312405381,-0.0492172310234299,-0.234748539210281,-0.0268849633684232,0,0.119936100337998,-0.429037225084345,2.77555756156289e-17,0.923272369573757,0,3.94831575996618,0.317881465824232
XLM,0,0,0.530971107929036,-0.305497176269591,0,0.0422703304929485,-0.330929534871093,-0.229255715132753,0,0,0,0,0.863769549079938,0,0,-0.0440737230675461
DGB,-0.564841110887855,0,0.483052040533187,0,-0.468098824348358,0,-0.300117124472998,-0.273391580167929,-0.840640436486153,-0.314875425003603,0,-0.450022447216217,1.146651992675,0,0,0.0153603893115517
BV010082.Index,0,0.0389356873071771,-0.0419940703977216,-0.0569632512084694,-0.0691477818094988,0.0360087016195772,-0.124483979720742,0,-0.177778779573197,0.00809815261460092,-0.00880706751556211,0,0.180257231371907,0,0,0.0254890420420715
CVIX.Index,-0.289829564556015,0.188576117036047,0.0257516068173557,0.155039636700123,0,0.00718534014729015,0.0925313680363506,0.0343993962604152,0,0.0955419088521712,0.0777789753166353,-0.20853269656179,0,0,0,0.109450103326327
DXY.Curncy,0,0.0308234823824676,0.0105857279270498,0,0.00268308046744658,0.00545624804375656,0.0168669993405912,-0.0217937078143107,0,0.0094848164477007,-0.0139023249963477,0.212421973683066,-0.0678419342148074,0,0,-0.00112439680916453
SPX.Index,-0.0718387872411617,0,0.0186535747748109,0,-0.024240845052948,0.00380904098870839,0.0135802058534324,0,0.0294849187413012,-0.0270026818221729,0.0120851711442142,-0.0288011491877055,-0.0121606568910201,0,0,-0.0680668610341217
VIX.Index,0,0.232774894092707,0.178477173932295,0,0,0,0,0,0.280067135883906,-0.274420131673947,0,0,0.79311822468535,0,-7.11291434874046,0
