,BTC,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0177747208964625,0.125017796930345,0.108289332315511,0.113342746658467,0,0.0778153050321588,0.0335467324104281,-0.0225547755174615,0,0,0,0,-0.033296539027674
XRP,0.749340777670542,0,0.104044588670193,0.110434359788345,0,0.187697399676264,-0.0890603916702612,-0.18435171267235,-0.0538170215311647,0,0,0,0,0
LTC,1.43315269326657,0.29261324096458,0,0.190162320002811,-0.229138542739124,-0.317524696280839,0.164714445048206,-0.0931099495799642,0.136817517491952,-0.344731362123351,0.125979064199998,0,-0.835512199183892,0
DOGE,0,0,0.203270710528521,0,0,0.387858561489516,0.195247067135097,0.234852088609551,0.0987541076145455,0,0.441323273580468,0,0,0
DASH,0,0,0.0297165422618538,-0.0279243072790248,0,0.850267986159697,-5.42101086242752e-20,0.0172819831181019,-0.252840233229062,1.69195792028345,0.178158267276602,0,0,0
XLM,2.00742484748134,0.367859268928726,0.0156869575616024,0.263900382918371,-0.296198774952236,0,-0.471778183925331,-0.148928097035529,0,-1.74226995202587,0.282865439279516,0,-7.967680006813,-0.893260781419082
XMR,0.813190772208119,0.64032489742231,0.052737838445076,0.405728817574907,-0.251490986867184,-0.343454251751527,0,-0.133437053963043,0.13253936143184,-0.496897917081282,-0.267978666508038,1.38777878078145e-17,-7.1816549934916,-1.23322336070103
XEM,1.99882029923743,-0.4259319070611,0.559124791623212,0.865441680543957,0.256816338315252,-0.681452482678259,-0.383403833767473,0,-0.679431533721328,0,-0.42693185248398,-1.42544665367641,0,0
DGB,0,-0.169761554687633,0.389143880034487,0.195709957678262,0.32167947200444,-0.0514296936661126,0.248838610527161,-0.0551996138901079,0,2.24399967426579,-0.931334894336029,2.1455910318824,0,0.540509476314513
BV010082.Index,0.0695349110171055,-0.0428047907524179,0.0132187451418199,-0.0888331027289894,0,0.0402074145665189,0.0132834426070566,0,-0.0488707662654698,0,0.265611237567965,-0.0637506701052752,-0.630083659327233,-0.0398620277937799
CVIX.Index,0,-0.0202713225664907,0.037603313520102,0,-0.170889667484693,0.0615893550808806,-0.168012747707562,-0.0226555448260046,0,0,0,1.80075036279869,0,0.0501084342653062
DXY.Curncy,-0.0132147818860225,-0.0122375032414678,-0.0516913552839694,0.0479190970116429,0,0.0366309077751767,-0.00598234150932008,-0.0118435522256089,-0.0383792685246773,0.214636885420444,0.112470653653242,0,0,0.0188111623332236
SPX.Index,0,0.00483772957219496,-0.00526002256791128,0.0167872270733245,0,0,2.71050543121376e-20,-5.42101086242752e-20,0,-0.079505454164944,2.16840434497101e-19,0,0,-0.080658673968994
VIX.Index,0,0.0562441921932714,-0.148726399908354,0.259529007869005,0.0491222318163514,0.0895616507891639,-0.174723092158698,-0.0339695409443862,0.142208931346935,-0.627348565172178,3.46944695195361e-18,0,-9.84008459267062,0
