,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.315675636841716,0.0820014457911115,-0.0291120646089999,0.387189033902794,0,0.352031738138106,0.115633946068875,-0.246287875939146,0.0370716490407502,0.100502604318128,-0.259071437202223,0.111968765502057,0.184318565459864,0.24602166907058,0,0,-0.109693008844681
ETH,0.613646664025173,0,0,0,0.692592028956416,0,0.181764739623531,-1.38777878078145e-17,-0.235138911207059,0,0,-0.235175395728168,0,0,0,0,0,0
DASH,-0.342817028523029,-0.00619026370133659,0,0,0.217090877901601,0,0,0.0945960864834922,0,6.93889390390723e-18,0.070287387340839,0.0178452151666987,0.0773416650023241,0.345194014416855,0.491659475007204,0,0,0
XRP,0,0,-0.103721311522818,0,0,0,0.0859617343102698,0.15859043547085,0.298993863839322,-0.484158836085265,0.254898750184472,-0.117927482301867,0.136528255233606,0,0,0,0,0.320010362039521
XMR,0.185409767118931,0.424684390366072,0,0,0,0,0,0.22446164893727,0.181400253091506,0,0,-0.111389417478028,0,0,-0.401971817125138,0,0,-0.181017182626425
LTC,0.223418621124287,0,0.0162002175978255,0.0325402605492642,0.127845750343777,0,0.0986133567802158,-0.0971206389083915,0.0202481559631121,0,0,0,-0.0519759462777038,-0.0782888954238278,0,0,0,0.112060675453053
ETC,0,0.332451456916598,0.0841122318527362,-0.112591609230073,0,1.02865326233193,0,0.0743652949902203,0.111673362297692,0.16605267501833,0.162903313268004,0.0473986352929328,0,-0.565317188395467,0,0,0,0.406485275404709
XEM,0.490791570367034,0.420966205463546,0.293675906493772,-0.0118691237797731,0,-1.53336145865551,-0.069570518751962,0,0.222034811337018,-0.04828229994262,0.0620753592957189,-0.118773623194479,-0.239534598419819,0,0,0,0,-0.24541676669629
ZEC,0.0644298928753022,0.0310277340207293,0.223582278162068,0,0,0,0,-0.0153994311191322,0,0.353192363546716,0,0,-0.183526334161205,0,0.145923974699536,0,0,0
DOGE,0.246677540151252,0.0219383467096556,0,0,0,0,0,0,0.2878586765581,0,0.293019060697681,-0.0589632598687575,0.163575032094443,0,0,0,0,0.149861240036466
XLM,0.15916433263422,0,1.73472347597681e-18,0,0.140570274627892,0,0.215985129626554,0.00196106778170823,-0.0875749399201718,0,0,-0.124310189126021,0.142150789056956,0,0,0,0,-0.351603042468605
NEO,-0.401300601882622,-0.255421920307644,0.100969656044475,0,0.314031370733759,-0.367928422754873,0.250363542778991,-0.107889458981809,0.358023157561138,0,0,0,0.107957394449862,-0.106817968520253,0,0,0,0.21097580125053
DGB,0,0.161035945456448,0.216109972299315,-8.67361737988404e-19,-0.142130706748248,0,-0.124751933904873,0.145746994648957,-0.120646217078433,0.566099440844884,0.0907574497559482,0.112188580830396,0,-0.585896316653447,0.237508093602779,0,0,-0.537476852885503
BV010082.Index,0,0,0.0561770342097984,0,-0.0848496907927802,0,-0.0907958303673871,-0.00137288714591981,0,0.248702441683045,0.12480765537832,-0.0424588561681668,0.0312753005411526,0,0,0,0,0
CVIX.Index,0.066234795366201,-0.00359303367786378,-0.0514631480986359,0.119190007605177,0.12116836838735,0.24938472108235,-0.204622815515359,-0.122838670366714,0.135029571468612,0.128136933252289,0.0664020405789123,-8.67361737988404e-19,-0.0156054674377464,0,0,0,0,0.393321367951771
DXY.Curncy,0,0,-0.00529994761352523,0,-0.0078825482149797,0,0.0245161032229721,-0.0134605271633476,0,0,0.000489707899771442,0,0,0.126775288552167,0.0271327047934905,0,0,0
SPX.Index,0.0205006937286451,0.0180935103835259,-0.0174491102298533,-0.0213523577209706,0,0,-0.0192655672366198,-0.0012427993253058,0,-0.0127552633569031,0.0394533395856331,0,-0.00174429102390054,-0.0138087509375606,-0.00473104479742636,0,0,-0.0267306308467343
VIX.Index,-0.430349523930822,0,0,0.0390513453439408,0,0.642154645805345,-0.141596685338801,0,-0.0747944301672164,0.166999235110891,0.140513453110622,0.0484805372209056,0.054534016228674,-0.139402563311775,0.394391539184787,0,-0.423388678920824,0
