,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.440977358920658,0.0481906871629699,0,0,0,0,0.0451829003038098,0.0485851240194464,0.0105228951069823,0.0455750327091531,0,0,0,0,-0.0251326723770798
ETH,0.519913046031274,0,0.13180073460748,0.0932772616422619,0.139787253855203,0.135157591229962,0.330388024964242,-0.0694788761449025,0,0.116654300910048,0.0161711956460305,0,-0.115285527665472,0.88511076764625,-0.231890484216723,0,0,0.110229181415286
XRP,0.099793951220873,0,0,0,-0.0526026543014541,0.0574355032298882,0,0.140158135176322,0.174832452630049,0.413783934040047,-0.171081145252974,-0.00467080938234394,-0.169364967425654,0,0,0,0,0.237129138901717
LTC,0.341609702818424,-0.119911838217706,0,0,-0.194608647014404,0.106995536137909,0.0237047784981718,0.0390787772449263,0,0,-0.00846454370191629,-0.0221338757762118,0,0,0,0,0,-0.00418684978525575
XMR,-0.169582505816461,0.876832664188483,-0.0520120789211827,0,0,0.24583294308827,0,-0.133894884543736,0,0,-0.266039307638822,0,0,0,0,0,0,0.218320432011763
ETC,0,0,0.0491802460883499,0,0,0,0.12357856925019,-0.103280820558254,0.195037625996742,0.0428011339717518,-0.053558274683046,0.009825738000427,0.346895153743857,0,0,0,0,-0.176760058158183
DASH,0,0,0.0295608019877717,0,0.024829430133717,0,0,0.0396898293643164,0,0,-0.0752589370801146,-0.0974187101760862,0,0,0,0,0,-0.100436981656425
XEM,0,0.0432336922001469,0.171291603891739,0,0.389941359544815,0.140577901544311,-0.774683817160159,0,0,0.144465058647398,0.0372172188671122,-0.111892662134663,-0.0191087833949581,-0.607510043411441,-0.827054629954728,0,0,0
DOGE,0,0.0985282017135902,0.116585687911487,0,-0.150680857446721,0.103512523110349,0,0.097709710959215,0,-0.1353269220767,0.0404024186943321,-0.0103463009688053,0.0823853510715294,-0.293675374118042,0,0,0,0.0474921447163761
XLM,0,-0.0908397985015764,0.554683118616614,-0.204982468695897,0.0436434373699662,0.290319818445055,-0.212175798803046,-0.223813850403151,0,0,0.0233078750648643,-0.0696708350858227,0.170270349675656,0,0.367857719658052,0,0,0.05211789468848
NEO,-1.4931896372258,2.10581621748211,-1.98130280669771,0.9905801924617,-0.254357620327656,0.365064019165087,-1.85922544347041,0.863766826896579,2.96548579384947,1.17764955376741,0,0,-0.661760328098496,3.37104254812506,0.672714974203011,0,0,1.0063234170126
ZEC,0,0,0,0,0,0,-6.60435376554153,-0.197997947861282,0,0,-0.611981448754572,0,-1.32647388602545,0,0,0,0,-0.86221860093645
DGB,0,-0.025345200614464,-0.0790502384826055,0,-0.197740695239961,-0.155379688877719,0.414305954810837,0,0,0.291592160627066,-0.116768306723782,-0.0486852562014221,0,0,0,0,0,0.0980731425079148
BV010082.Index,-0.0235923818930454,0.0972488771342375,-0.101847684975102,0,-0.0668718560422292,-0.116186012696146,0.0855655819465661,0,-0.191592529907182,0.103683354429645,0.0326819091688938,3.3881317890172e-21,-0.00622497024466843,0,0,0.455884267680834,0,-0.000168630169823305
CVIX.Index,-0.167683292441887,0,-0.304501441553643,0,-0.0024771261077221,-0.200945389616812,0.248810719981168,-0.076510504190758,0,0.117581941847112,-0.0312347504157113,0.00317264474662612,0.000489275729978682,-0.245801331068091,0,0,0,0.171559010447128
DXY.Curncy,0,-0.0114621431150369,0.0121951767696572,0.0439330856835416,0.0236374171865978,0.0141493586018733,0.0033397028602664,-2.71050543121376e-20,0.0071063992812183,0,0.00629972077569501,0.00317785469143169,0.01064450221187,0.188024196440419,-0.0163887339528797,0,0,0.000431922520974791
SPX.Index,0,0,0.00693772511054294,0,-0.00903322443841538,-0.0285242732291565,0,0.00245094709090997,0.0041842304746697,-0.0131369420704567,0,-0.00557369615353882,0,-0.0479331260878507,0,0,0,-0.0610836383468435
VIX.Index,0,0.415214337895217,-0.0561081980913185,0,-0.151327752184222,0,0,0.258502652579112,0,-0.0780101926879937,-0.0514147178194903,0.0546482419532295,0.0402961272015848,-0.988172890408391,1.27009448877614,0,-7.42402856332881,0
