,BTC,ETH,XRP,XEM,LTC,ETC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.417787407177717,0,0,0.0395106687873372,0,0.0869114663270049,0.184171005442356,-0.0526202824005105,0.0575194430237017,-0.144024824765084,0.0186920010321202,0.0988466811339924,0,0,0,0,-0.0935940859230735
ETH,0,0,0,-0.0912143686804922,-0.0441514544875954,0.205460473232831,-0.0468618916500858,0.156999521196229,0.0375867366332636,0,0,-0.0296684873474927,0.02750736051773,0,0,0,0,0
XRP,-0.927797977459357,0.0207668971017461,0,-0.197928490499663,0,0.0722024582852532,-0.980951337574724,0.540652425974335,0.640908175076125,0,0.42725963279604,-0.717514141571283,0.214961799352422,0,0,0,0,-0.0189349692059186
XEM,0,6.93889390390723e-18,-0.0623402373551137,0,0.174697158335917,-0.42141512473478,3.46944695195361e-18,0.0271516523824837,0.152489691506096,-0.14628166434795,0.324528730104717,-0.0166974457192011,0.36192066694155,0,0.762418103392207,0,0,-0.0542325286999337
LTC,0.86743399260531,-0.400014369353649,0,-0.0575778887012195,0,0.204052542693696,0.568994133961536,0.0412190833990081,0.0885199004007114,0.242608326233353,-0.186653972266686,-0.0551465861336804,0.000584658283022873,0,0,0,0,0
ETC,0,0.164499324720537,-0.0234031269542393,0,0.148267233714815,0,0.282630740244837,0,0.0137480590370719,0,0.0644963405560775,-0.0456133561542105,0,0,0,0,0,0
DASH,0.0463053204559869,0.0380949304546091,-0.103024578193925,0.22508118569053,0.0658075750334157,0.081960479235434,0,-0.0247181044328842,0.0468273579327096,0,0.425332128647616,-0.0148285560665856,0.0108860814068442,0.891769168023743,0.184174803763483,0,0,0
XMR,0.290204677723375,0.424620779450059,-0.0503151421916509,0.200489828781172,0,-0.245744844641315,0.0329338556551551,0,0.19833510996032,-0.135547775500215,0.135769179871645,-0.108220930577546,-0.0777422002859933,-0.351813179840429,0,0,0,0
XLM,-1.49639191506907,-0.723115943110463,0.307264138197455,-0.0741213204050516,-0.264016912624887,3.46944695195361e-18,0.0434883471439352,0.630713172314278,0,0.201464991448114,0,0.0754574413699737,0.41312295326301,0,0,0,0,0.310742617263275
DOGE,0,0.0685648427675037,0,0.103098495566332,0.2675144039717,0.157069321378183,0,0,0.244917038014403,0,0.136747377814962,0.0374052230176147,0.0823437716827012,0,0,0,0,0.232745368122216
ZEC,0,0,0,0,-0.152240530335676,0.089742170600994,0.295946542415715,0,-0.0307197238093403,0.212143935860243,0,0.0337528917587885,-0.00939640707744933,0,0,0,0,0
DGB,-0.277260990822065,0.101594006814948,0.0126818250768246,-0.0780343352186965,-0.461754458008269,-0.209852921631468,0,0,0,0.342926786554614,-0.241000497327836,0,0.142158318692826,0,0,0,0,0
NEO,0.859719136020883,0.57484859423936,0.146616168668847,0.0918642279763738,0.326575242177434,0.221510464010969,0.566134883930268,0.085090591725618,-0.0671242317945472,-0.0933970998886927,0.0738685501567225,0.105198140705285,0,1.16359018620908,0,0,0,0
BV010082.Index,0,0,-0.00145639290052671,-0.0333653841079972,-0.0366740922958579,0,-0.0649088179601972,0.0710077284087531,0.0402033534373576,-0.0200703739928083,0.0589477783885372,0.00838302043268563,0,0,0.0946100370683952,0,0,0
CVIX.Index,0,0,0.0163041489576657,-0.417395387513673,0.0245851623169535,-0.24076067072198,0.0947810426041215,0.060538692970589,0.0568621442124606,-0.0562965510793889,0,0.0224130678256586,0.237569366329975,0,0,0,0,-1.38777878078145e-17
DXY.Curncy,0.00310097169839877,0.0201653355936044,0.00189498224519948,-0.0151237877063426,0,0.0114391186529899,-0.0131220380744329,0.00610763283448632,0.00891008270821867,-0.0131178392097771,0.00311538523678813,-0.00356466645907181,-0.00577557305008899,0.0700882864522786,-0.0017937611625309,0,0,0.0206908227252714
SPX.Index,0,0.00565737224979091,0,-0.00773276798708123,0,0,0,0.00331316391054761,0.00407235207024376,0,-0.00596595972184284,0.00520776276446303,0,0,0,0,0,-0.0293378591744126
VIX.Index,0,0,0,-0.184134524990897,-0.127957198762748,0.171980879074294,0.00537069387371829,0,0.159347762890681,0,-0.0927220611036269,-0.16749718238255,0.0273884335252555,-2.26852917071597,-0.560137390013146,0,0,0
