,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.129746924037086,0.10387124134554,0.328089544251608,0.0547414484829237,-0.0156918893815575,0.0356458462267681,-0.0413745890597485,0.198201348080612,0.0658206392957443,0.0760087696872616,0,0.0596071974086091,0,-0.332681996289654,-0.230567897256841
ETH,0,0,0.406109481908908,0.149411822821193,0,-0.0453790738344681,0.00753069883451771,0.33532088925375,0.428358476020017,-0.380765084133963,0.238147036575045,-0.488432768327696,0.205523082009291,1.38393068845105,0,0
XRP,0,0.0516796844924149,0,0,0.0386831937959247,0,0,0.0807605926403701,0.021672915903396,-0.0905185726491984,0.117073756505275,-0.082470803191176,0,0,0,-0.0718236267373314
LTC,0.759544949560295,0.0429295408258795,0,0,0.0157703813866218,0.010857491511737,0,0.0582049287890832,0,0.0263246318487301,0,0,0.041123218317983,0,0,0
XMR,0.685481590023066,0,-1.39270982291615,0,0,-0.0357437779482169,0.528912852033114,-0.180905021243755,0.212052499084348,0.397450379800827,0.179632752282097,0,0.286529580668707,0,0,0.172745682576353
ETC,0,-2.19988634503478,2.479230787228,0,0.287239726929254,0,1.47625255442746,-0.548510127427316,0.235762104913944,0,0.799984012804192,0,1.3325961845241,0,0,-0.659311448774128
DASH,0,0.127959263144023,-0.583992122841408,0.0812185876433219,0.05633209716138,0.0434416242623833,0,0,0.115573956971473,0.271868568724569,-0.132330867516798,-0.628838087261569,0,0,0,-0.263355700178552
XEM,1.99873281130026,0,0.416907411509749,-0.258098504567202,0.0275001917442418,0.0540243844061682,0.105281541418552,0,0.26586762419696,0.330039674353799,0.190335029882729,0,0,0,0,0
DOGE,0.622360114164751,-0.0772663654230764,0.62738417732048,0,0.042868058739031,-0.0733465309471837,-0.00168203299518994,-0.230904976018211,0,0.124611678893653,-0.00787686112050124,0.128154252555784,0,0,0,0
XLM,0.611525576487594,-0.221951205454122,0.474777665220599,0.175556577695613,0,-0.0530427399480116,0.245014379854824,-0.0322338988747976,-0.0189036636274034,0,-0.0789686272557564,-0.171593012098758,-0.159542800394093,0,0,0.129199561891623
DGB,0.818410611018628,0.859175265928965,-0.0727004150446579,-1.24029471644102,0,0.143374888149094,0.19454322979437,-0.236669165769131,-0.561695968670435,0.848482303319238,0,0.908979990091882,0.857770801246541,0,0,0
BV010082.Index,0,-0.0505435924535651,0.144722534685995,-0.0212408161174024,0.0177986872784628,0.0106444345001347,0.0237416431072669,-0.00575400372698905,0,-0.0802681131998025,-0.0717977182987062,0,0,0.400890619976958,0,0.102474076692105
CVIX.Index,-0.117712997211312,-0.0987085597829169,0,0,0.00376107217868086,0,-0.0209548232421704,1.73472347597681e-18,0.202822203251122,0.0381102189211296,0.0925332276935881,0,0,0,0,0.136966925213883
DXY.Curncy,0.0473424726793773,-0.00127379822896151,0,0,-0.00045672798435994,0,0.0422042863894699,-0.0172887470014746,-0.0168588645261543,0.00763004424970431,-0.0338046844165158,0.152750406839629,0.0132789630764627,0,0,0.00710498660188143
SPX.Index,0.00181971526716699,0,0,0,-0.0029143325198447,-0.00367627595868795,0.0146823697495979,-0.0144824727339321,0.00489014480598978,0.00197197405957962,-0.00892024160308144,0.0136095066897583,-0.00949768324779584,-0.0347952852579501,0,-0.0551895524223103
VIX.Index,-0.221490376258134,0.190165852736005,0,0,0.117123635483641,0.111942928511278,-0.0221103582013996,-0.340459706740679,0,0.229462350881991,0,-0.132157989887783,1.19952441675362,0,-1.03195080678267,0
