,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.188832511742895,0,0,-4.33680868994202e-19,0,-2.16840434497101e-19,0,0.0535765392320894,0.0788209971451013,0,0.182718090699876,0.129997949895489,0,0.0862333840019798,0,-0.040108416794023,0,0,0
ETH,0.0720099095419565,0,0.446065510551789,0.0593197991169214,0.0155419942792686,0,0.153862415334062,-0.00171245019194006,0.114338060098884,0.0247347280451957,0,0,0,0,0.129918171915751,0,0,0,0,0
XRP,0,0,0,0.0652923408223283,0.0313967961151789,0.127603676447446,0,0.0892669392902096,0.0954595233752598,0.20234221246343,0,0,0,0.129738112698702,0,0,0,0,0,0.0139119624440316
BCH,0,0.415621065028225,0,0,0.129844267048438,0.15353981463804,0.105694593401437,0,0.0709751785375454,-0.00895979925390944,0.0136279736899152,0,0,-6.93889390390723e-18,0.0874582636657281,0,0,0,0,-0.0540527626913604
EOS,0,-0.152509227425458,0.384184130908451,0,0,0,0.604939893748838,-0.416640703216889,0,0.242164139930798,0,0.584824234162754,-0.464344745348716,0.253928136455023,0.139411235669931,0.121337441616268,0,0,0,0
LTC,0,0,0.160673531608473,0.307676220132995,0.0447908427204349,0,0.0405803844383398,0,0,0,0,0,0,0.290225303069197,0,0,0,0,0,0
ADA,0,0,0,0,0.173766724531669,0,0,0,0.127876863877957,0.308381329820081,0,0.0789109591577432,0,0.134994223224367,0.0262308528275925,0,0,0,0,0
XLM,0,0.227574582116807,0,0,0.135953721414632,0,0.278244170718897,0,0,0.0469586974205414,0,0.0859720518163392,0.092313992120886,0.049777993503186,0,-0.127914930243765,0,0,0,-0.0282692878223676
MIOTA,0,0,3.46944695195361e-18,-0.354006047184987,0.104561237556112,0.339675435661714,0.300591208368725,0.490966201021022,0,-3.46944695195361e-18,0.550251703281426,0,-0.0813779674678355,-0.243989476207805,0.0809036167507991,-0.323862621382709,0,0,0,0
TRX,0,0,0.66341269548773,0,0.0969188138359421,0,0,0.113596984423144,-0.0994767405030716,0,0.0218007953684024,0.382963100316116,0,-2.77555756156289e-17,0,0,0,0,0,0
NEO,0,0,0,0,0.136336580295629,0,0,1.38777878078145e-17,0.0564643741327795,0.0574912472510961,0,-0.0830703527921679,0,0.634525808458673,0,0,0,0,0,0
XMR,0,0.218871011102886,0,0,0.033518019737579,0,0.0861102566598505,0,0,0.143048860468761,0.310317600068487,0,0,0.127831851507752,0.0714190571683916,0,-0.401974241444288,0,0,-0.0820762970189359
DASH,0,0,0,0,0,0,0,0,0,0.0347216440973723,0,0,0,0.460520612680526,0,0,0,0,0,-0.0452990705032592
XEM,0,0,0,0,0.0956812159947394,0,0,0.394584667288548,-0.198203484249028,0.160735557603218,0.405805641511885,0,0,0,0.188905512694502,0,0,0,0,0.0246989450667818
ETC,0.347406504487614,0,0.445173993517616,0.194156364481696,0,0,0,0,0.0771721588720546,0.0859556090037679,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.143137077251746
BV010082.Index,0.0131868932362237,0,-0.150764703676241,0,-0.187924678617399,0.150891231103323,0,-0.0707404575178427,0,0.164773785207856,0,0.0984640402769263,0.0600601790228641,-0.0773101605322445,0,0,0.125320946945245,-0.341460045570248,0,-0.224850979770928
CVIX.Index,0,0,0.248486726716468,0.191099824141759,-0.00890560466329431,0,-0.0986631464509236,-0.063852267859839,0,0,0,0,-0.157794468837522,0,0,0.227594005108648,0,0,0,0.139194077662797
DXY.Curncy,0,0,0,0.00672801903024195,0.0172352099716779,0.0342762890634959,-0.0414745221524049,0,0,0.0199108341610634,0.0228497765353485,0,0,-0.0709539113561945,0.0151661557769352,-0.0178252766535213,0.0267316919636627,0,0,0.0106229442591655
SPX.Index,0,0,0,0.0118265789304577,0,-0.0167735843797529,0.0153709932113228,0.0100017163122825,-0.0202873897765295,0,0,0,0,-0.015467250758085,0.0150853984520678,0,0,0,0,-0.0557269565656391
VIX.Index,0,0.288840399135826,0,0,-0.414920927318279,0.265674918712409,0.139050837905364,-0.281067282662575,-0.161926072826875,0.393877875625749,0.177704982074301,-0.186677731895141,0,0.363841046293883,-0.480735841791234,-0.49237418802048,0.292736535315606,0,-2.25296120261896,0
