,BTC,ETH,XRP,LTC,ETC,DASH,XMR,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0808926809259667,0.146290095647397,0.340041257796452,-0.00579426641405154,-0.00431609934232591,0.0770881312679859,0.115086388167295,0.176240276242181,-0.0316185754125853,0,0,-0.139559401715541,0,0,-0.0865574752111067
ETH,0,0,0.362651064570366,-0.159548794239402,-0.0589821548247918,0.151758103202792,0.167902253073867,0.215290988443877,0.496905033349787,-0.236934242032165,0.250145825123184,0,-1.08666823303476,0,0,0.232589074565896
XRP,-0.0727705792050769,0.0592177239425923,0,0,0.00429512973997544,0,0.0577915582456363,0.0795577646215121,0.0299366448872564,-0.0602120625049365,0.0990580705920246,-0.10704260863695,0.118422421641258,0,0,-0.101373777322014
LTC,0.882740374406764,0.0180633533476859,0,0,0.00326221238163255,0,0.0339260367457043,0,0.0340578797307756,-0.0293406032039792,-2.16840434497101e-19,0,0,0,0,0
ETC,-2.03819466766985,-2.53230838648226,2.45787025135144,0.421434273004256,0,1.75076035004191,0.387210857133803,0,0.209291254678595,0.680176316725042,0.975022444317747,0,0,0,9.9382429555728,-0.129822766637108
DASH,0,0.063755686828195,0,0.153342710957139,0,0,-2.16840434497101e-19,0.00477554677304944,0,0.249670999090386,-0.14078182457,-0.365053600530048,0.0711465444249421,0,0,-0.337559133254747
XMR,1.02215703518846,-0.146688947778614,-0.579233341146497,0.566614079624554,0,0.269828287435327,0,-0.154948459008847,0,0.120922732733377,0.101937750458872,0.615430129098088,0.179970926176354,0,0,0
XEM,1.12671664539972,0,0,0,0.056695506090794,0.566244001618882,0.0311313250574798,0,0,0.568075470492116,0.243960939699978,0,-0.399373553861579,0,-2.91972496034495,0.240694050364115
DOGE,0,-0.302579793500621,0.607190100129332,0.229451777232163,-0.109724260476487,0.366552322015458,0.0241792398649559,-0.010870819823644,0,0.150706686462296,0.0147211155844037,0,0,0,0,0
XLM,0.781641052168945,-0.0612648325564795,0,0.170478387188173,-0.0523011186737536,0.403772868171632,0,-0.0784275301138913,0.00668405355409103,0,0,0,-0.180064681900309,0,0,0.436585367425625
DGB,0,0.910447527663203,0,0,0.133916355447098,0.157443202802983,-0.00458180394991075,-0.221903759332478,-0.623352168567694,0.793726378886653,0,0.744210338845065,0.865799289317268,0,0,0
BV010082.Index,0.0875384233072371,-0.0999210293102221,-0.318058809110448,0,-0.0223614357479344,-0.015038398963155,0.0245954081384378,0.0624837083841064,-0.0469305773959321,-0.0647921491097764,-0.0213992099131322,0,-0.0807669585761107,0.697067001976358,0.337101304226833,0.135054255021015
CVIX.Index,0,-0.234551411252689,0.0728631850448822,0,-0.0184207675186618,0,-0.00181972578385348,0,0.175899447762427,0.00816503763131981,0.0969898626821331,0,0,0,0,0.247155431314479
DXY.Curncy,0,0.00247663485162118,0.029810322283558,0,0.00135658747272581,0.0413458299951712,0.00199826282109659,-0.010636535732088,-0.0059218139750587,0.00753756462343031,-0.0315420988233371,0.122965354928155,0,0,0,0.0161078390383848
SPX.Index,0.0110926418137816,0,0,0,0,0,-0.00101639020114688,-0.0197875663639292,0,0.0211611936260485,-0.00367387688984518,-8.67361737988404e-19,-0.0694099179428914,0,0,-0.0100702899374283
VIX.Index,0,0.284272260795289,-0.889175589858984,0,-0.0962168961454159,0,0,-0.22380025086168,-0.362413205717833,0.404619788884205,-0.397941243359037,0.691307278014317,0.884521354743101,0,-3.27025714171679,0
