,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,XLM,ZEC,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0535056019685116,0,0,0,0.0668426788753121,0.209170646365583,0.039542966467562,0,0,0.146039086286509,0,0,0,0.0745541071543343,0,0,0,0,0
ETH,0.20947865419281,0,0.0486871639118047,-0.0973124741376094,0.100927091603623,0,0.0980446052475674,0.0379152181273504,0.141842782540466,0.223091866647323,0.112695183088049,0.00788553525518918,-0.00427450337818468,-0.0399309130323806,0,0,0,0,0,0.097604977302886
XRP,0,0.219767688038796,0,0,0.0691500233984557,-0.117553098427821,0,0,0.223286315607201,-0.121003842351395,1.38777878078145e-17,-0.167816120273192,0.0147305972070303,0,0.189575748561344,0,0,0,0,-0.291007851120601
BCH,0,0,0,0,0,-0.406210104043941,0.164178055103975,0.0921107803396352,0.193651128376357,0,0.461995413278945,-0.0649111247138332,0.0460639221182066,0,0,0,0,0,0,0
LTC,0,0.155385153058745,0.186216515549982,-0.203474783642184,0,-0.215822645938386,0.110176525286475,0.0490303378794905,0,-0.00118389055960323,0.83962635083842,-0.0197733454218763,0.0154291546752966,-0.0563754931263842,-0.0226893904646764,0,0,0,0,-0.101693263524671
DASH,0.140053136639646,0,0.252635776841428,0.10050432090231,-0.0485410548835939,0,0,0,0.157225423268815,0.235189385768793,3.46944695195361e-18,0,0.0261240944360456,0,0,0,0,0,0,0
XEM,0,0.610078445894357,-0.109727734805913,0.235066117970018,0.116661592558456,0,0,0.0286405251880463,0.126994155456477,0.0500744568381186,-0.0668321082063586,-0.0475800560414152,0.0396203955054825,0,0.0845758952587296,0,0,0,0,0
NEO,0,0.0245628231140834,0.0836710854484387,0.287787831101937,0.323565361337186,0,0.0970801487412048,0,0.103635544796819,0.08175953990309,-0.162870431162673,0,0.182066524488833,-0.0562601011571397,0.189874530745863,0,0,0,0,-0.437460494460913
XMR,0,0,0.248389461100548,0.0578085015469564,0,0,0.143828215270216,0.104230051162312,0,0,0.115131131550374,0.141563024590515,0.0305994189499505,0.233554350278573,0,0,0,0,0,0
MIOTA,0,0,0.00883811596180163,0,-0.200062917440547,0,0.189971051723205,-0.217873653355084,0,0,0,0,0.100721930419181,0.459403564070848,0.437417380333939,0,0,0,0,0
ETC,0,0.0814274864626495,0.16551884573291,0,0.697597537617516,0.0837669225318946,-0.0395001971466526,0.0456907646192923,0.0463589792344749,0.0789173734551799,0,0,0.0816527296276225,0.0228086165422771,-0.111547318861238,0,0,0,0,0
ADA,0.864644466240443,-0.507812101118643,0,0.17265513324687,0.215776283904648,0,0.220519676084677,0.021990335618809,-0.204428415665362,0,-0.242542443858633,0,-0.168657084913951,0,0,0,1.90419617431591,0,0,0
XLM,0,0,0.605711310108417,0.215545845890432,0,0,0,0,0.219865453279418,0.758428982639173,0.658655480220022,0,0,0,-0.756338183731851,0,0,0,0,-0.435245337684802
ZEC,0,0,0,0,0,0.241034398418535,0.371906553810848,-0.0457643629594013,0.0696017164397366,0.303343181747139,0,0,0.0379558517538218,0,-3.46944695195361e-18,0,0,0,0,0
EOS,0,0.569576518801008,0.151153981179365,0,0.351602388359729,-0.0637970388914685,-0.307814024704378,0.220049878396547,0.176283601572583,0.091297157935115,-1.38777878078145e-17,-0.101053278181728,0.127702521400323,0.161246447641335,0,0,0,0,0,0
BV010082.Index,0.0582625749303945,0.0308909810823975,0,-0.00705572962944352,-0.0308306584680653,-0.0468540032351176,0,0.0270774231226641,-0.0777371016947637,0,0.00963854313579361,-0.0247617012567939,0.00636240130223676,0,0.0349044509703819,0,0,0,0,-0.0728478201842523
CVIX.Index,0,0.0398605267841212,0,0.134932785557928,-0.00575332881307084,-0.140713281584402,0.105023606198708,-0.0558342283620743,0,-0.0596874038367198,-0.029483506581779,0.0256584834082502,0,6.7762635780344e-21,0,0,0,0,0,0.0596985861469628
DXY.Curncy,0,0,0,0,0,-0.0288123208808334,0,0.0111616024357829,0.0035430047014291,0.00534044522241507,0.00237261424803964,-0.015944776739385,0.00180692300353262,0.00328695334815006,-2.16840434497101e-19,0,-0.0114513308875904,0,0,-0.00287889758929263
SPX.Index,0.00761681347815302,0,0,-0.0012699911014749,0,-0.0027581836092349,0,-0.00291499301131832,-0.00493182549341281,0.00422710335457506,0.00114723529517534,0,0.00140590146186901,-0.00998624693355846,0.00232663350573988,0,0,0,0,-0.0371061002932621
VIX.Index,0,0.284001204897192,-0.214473167323283,0.261467368630069,-0.397787970878274,-0.404204555561728,0.240596097948775,0.0203421610175225,0,0,0,0.0953254543634217,0.0248687800773971,0.361486779292811,-0.281162100811048,0,0.364950442357851,0,0,0
