,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0597010542355924,0.208729592404092,0.612172773649028,-0.0157537060373104,0,0.0350105550876816,0.0655244749665687,0,-0.0288653293145292,0.0666478502679362,0,-0.0163343101369287,0,0,0
ETH,0,0,0.357299439293975,-0.333203841224505,-0.0664711884098361,0.173157371437578,0.204326289460694,0.17360048360443,0.513935213679719,-0.203577943527881,0.250474938782423,0,-1.0712250449076,0,0,0.169689134381733
XRP,0,0.0678290892224785,0,0.0884242122595343,0.0154224177013548,0.0768623773105744,0.0649695195166387,0.0263465900623395,0,-0.04281177127817,0.09750936452563,-0.216702227384046,0.250602084245789,0,0,-0.161960169051588
LTC,1.39874588611692,-0.111662998161031,0,0,0,0.32949713905489,-0.141287226536583,-6.93889390390723e-18,0,0.109591370227017,0,-0.578025122631527,-0.102684075152672,0,0,-0.0628623610120051
ETC,-1.96377742635503,-2.58536112165094,2.47346088710632,0,0,1.6969541599631,0.0846746813397689,0.404587327198088,0.204925387091059,0.641978626404293,0.940338257597678,0,0,0,11.1776339384629,-0.112334773075522
DASH,0,0.185751084914645,-0.113036822118468,0.122963254441518,0,0,0.0455516539080662,0,-0.10432640273134,0.192451487635777,-0.166582433592462,-0.607717449934742,0.317384744840125,0,0,-0.105629542335874
XEM,1.03598735565022,0.06023504942262,0,0,0.0702262986918059,0.529086712972703,0,0.091908424110733,0,0.597329986336439,0.174867989209571,0.496451534733771,0,0,-3.6792443533756,0
XMR,1.33103212071688,-0.0322122129808964,0,-0.182481972559706,-0.0546836130171567,0.0980629333793408,-0.0902541962919306,0,0,0.0131962841731901,0,0.636484587798037,0,0,0,0.0831913124483458
DOGE,0,-0.247941668196657,0.492763848657721,0.446054565357954,0,0.252858111805233,-0.0421066032389102,0.0440348365312984,0,0.23016299174733,0.0761629688509525,0,0,0,0,0
XLM,0.168028300507571,0,0,0,-0.039587831189358,0.101356569220887,0.0874852911831874,0.101611311140975,0,0,-0.139282508027604,0,-0.0667314883027503,0,2.39634619884516,0.374811141604392
DGB,0,0.848607466845279,-0.331921336648635,0.115080977757032,0.105227008661198,0.0672163423427445,-0.16896195583861,0,-0.566975605863589,0.74075612180079,0,0.221987577392613,1.06567759601083,0,0,0.0391077832749009
BV010082.Index,0,0.00606759005921601,-0.408646685998235,-0.134725378622676,0.0243181602715878,0.126493751653601,0.0544936258776193,-0.00239644969652733,-0.109061920666967,-0.0286092274372093,0.0550467444503573,0,0.107290058010182,0.286368830124448,0.461566868100534,-0.0694868380405505
CVIX.Index,0,-0.218664711146184,0.217107818261386,-0.15742084767553,-0.0282946425915035,0.219547930746628,-0.0346563235968954,0.076050116059777,-0.0214069847110248,0.168031515766164,0.144884463833335,0.278960041015733,0,-0.905887370253832,0,0.213485279438069
DXY.Curncy,0,0,0.0286100804109168,0,0.00150046367915822,0.0418534656732282,-0.00885025394773056,0.00188432141688688,-0.00635017467234564,0.0133035831663273,-0.0329273656064921,0.111777682786179,0,0,0,0.0209878380342613
SPX.Index,0,-0.023228173515128,-0.0253101328166402,0,0,0.0458632357587802,-0.00983317091353283,0.00278019846600374,-0.0420496761711077,0.0260466759134529,0,0.0553608182123203,-0.0774666942668294,0,0,-0.0642833899783995
VIX.Index,0,0.312155372044823,-0.690906424535545,0,0,0.164671973712151,-0.116366717895708,-6.93889390390723e-18,-0.513840475339387,0.497888103062708,-0.205796483159835,0,0.996405051527107,0,-2.06037431262969,0
