,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0962636652172918,0.200099936030172,0.0796433783960803,-0.0168545838525757,0.0578355265371428,0.0750453690300464,0.0955685365145695,0,0,0,0,0
XRP,0,0,-0.0637069877209587,-0.0944214825935741,0,0.708126619962636,0,0.0311298997207727,0.185570824847106,0,0,0,0,0
LTC,0.939186276781476,0,0,-1.54576097974894,0.246350773617885,0.0389166242958041,0.663805252695299,-0.0622418857366721,0.595207812486737,-0.617514257571063,2.01994082184638,-5.33934142606313,0,0.0426584749923435
DASH,0.301555044475777,0.432092161932442,0.193018558689248,0,-0.0666914844358951,-0.234905490988397,0.0928213432072588,0,0.0699380074883861,0,0.0778181651070514,0.492743110331692,0,0.0426048107618851
DOGE,0,-0.0915537749321143,0.114277163630951,0,0,0.508109617229592,0,0,0.344259005341748,0,0,0,0,-0.115107391444013
XLM,1.57013693753457,0.368254704608077,0.00165200224227355,0,0.0578540398017638,0,-0.43426301877847,0.0245715121625101,0,0,-0.00714335526060698,0.638624115331205,0,-0.100852049265499
XMR,0,0.216272431476813,0.0370707115823834,0.410221934907046,0,-0.435825932761096,0,0.137516972441337,-0.0136574771750007,0,-0.267743054377525,0,0,-0.00355691780387168
XEM,0.0582952353940619,0,0,0.518678474744649,0.656988921160788,0,0.0399874870172502,0,0.0133398556233808,0,0.523113813540816,0,0,-0.270989673489568
DGB,0,0.32404470162988,0.0661059726675527,-0.0925624537801329,0.0931089051721296,0.271943902305923,0.472460304562695,0,0,-0.216832267379528,0.41731567823515,1.42120464470894,0,0.000967679238959223
BV010082.Index,0,0,-0.0105578090248717,0.132865301286223,0.0359664413673333,0,-0.0711150466270451,-0.030466244219626,0.00863739364519163,0,0.297049456513744,0,-1.32866648712317,-0.207187522514284
CVIX.Index,0,-0.00807878628166966,0.0535787099715178,-0.0658447992045567,0.0751629745790337,0.0142790982932529,-0.0233635115703858,-0.111916177701532,-0.0342434637438395,1.06358529399183,0,0,0,0.122618947054994
DXY.Curncy,0,0,-0.0247372422583587,0,0.0532054690381049,0.0459409880313409,0.0135987554966108,-0.00426548198416146,-0.0341029747671311,0,0.097790871491806,0,0,0
SPX.Index,0,0.0131767354713737,-0.00702862057847425,0.011409412033726,0.0211515583170965,0,-0.0101361379289919,-0.0013517737980762,0.000149493996638785,-0.0663009947043948,0,0,0,-0.0756902383067
VIX.Index,0,0,-0.11672222255872,0,0.228443491392027,0,-0.119228393012614,0,0.237962421661707,-1.011667460541,0.27521402139719,0,-7.57010664994058,0
