,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.274774631150001,0.237134050703125,0.198265671655701,0,0,-0.0256003133194849,0.0938988056003371,0.150028895565679,0.00745393336019134,-0.856012762784743,-0.342115953888057,0,0,-0.106682783769672
XRP,0.62147840027142,0,0.176142155984671,0.0120185559543107,0,0,0.249241406064907,-0.27972940308638,-0.079870725508298,0.0612418766421615,-0.0133178848453132,-0.166200887218944,-2.12945441155121,-0.201101467575278,0
LTC,0.551835039948511,0,0,0.0187103647426644,-0.26184497229584,0.646497015022163,0.177560912173304,-0.185270617861615,0.0425769420221252,8.67361737988404e-19,0,0.208145913094983,0,0,-0.158176523241266
ETH,0.31554384606942,0.378317079541148,0.552149424232981,0,0.119786702002783,-0.34934461950825,0,0,-0.206090562107709,-0.0523610820708428,0,0.957939146103568,0,0,0
DASH,0,0.211343020244458,0.139789795333816,-0.00698580978631866,0,0.220094462790181,-0.222961517102843,-0.000856940733346491,0.123297287342078,0.0191171546477328,0,0.114181157464427,0,0,-1.73472347597681e-18
DOGE,0.10604782070723,-0.0479976479318665,0.251107284615418,0,0.237151733857856,0,0.116562679982539,0.136796326237585,0.111537144784716,0.00701109600726112,0,0,0,0,-0.0248130343825037
XLM,-0.272821647970316,-0.085878731603791,0.567404551369423,0.127002283976516,0.182932604153046,-0.266470065240268,0,-0.234999818839981,0.164143370373019,0,-0.402487613675654,-0.811258329580926,-0.465249575037418,0,0
XMR,0.105662412648186,0.499950085450021,0.0730657197278586,0,0.17675838622227,0,0,0,0,0,0,0,0,0,-0.345107093738468
XEM,-0.0375216793023695,0,0.948238831404471,-0.252600289984835,0.680668540469857,0,0.123744907644417,0.430837462041969,0,0.0722724528465576,2.76876837714269,0,0,-6.67125881709427,0
DGB,-1.5402548691323,0.450399680252769,0,0.738615542564486,-1.1695484739928,1.09687128355969,0.537232270197383,0.440600681318994,0.851803346407878,0,0,1.65038651343356,0,0,-0.268420783465249
BV010082.Index,-0.152284271826427,0.108054215441305,0.0381883778046579,-0.0119207467806675,0.0802676348437055,-0.0412705835394594,0.0433650751407169,0.0542592457045681,0.0270201243932456,-0.0296840185360663,0,-0.0718034349755555,0.486880274645517,0.186363198610456,0.0422331812868298
CVIX.Index,0.258286999245807,0.107521087888333,-0.0380525277693802,0.0203500940084796,0,-0.226340142521471,-0.293055128119965,-0.321747908052274,0.117619291627317,0.00419951340688913,-0.26203902455464,0,0.731428147266857,0,0.025255708865928
DXY.Curncy,0,-0.0739382994524242,0.0305745169360628,0,0,0.00119253990569763,-0.0304431005551219,0.0341942743410668,0,-0.0119775880545208,0.0155999820558709,0,0,0,-0.0481854397936047
SPX.Index,0,0,0,0.00444607271784891,0,0,0,0,-0.00305499455723191,0.00264995116136022,0,0,0,0,-0.0808901613345163
VIX.Index,-1.38777878078145e-17,0,0,0.104890328522637,0.0715601164456142,-0.256361333592951,-0.162083143385433,-0.255175215774502,0.178652153370232,0.0898993939647081,0,0,-1.45364411909402,-5.33204028213289,0
