,BTC,ETH,XRP,EOS,LTC,BCH,XLM,BNB,TRX,BSV,ADA,XMR,MIOTA,DASH,MKR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.00426796038922735,0,0.0612181371492414,0.0765564389651368,0.156610629237121,0,0.0583943006188819,0,0,0.073682179614424,0.0605343969934026,0,0.0870811188695102,0,0,0,0,0,0
ETH,0,0,0.197512227171964,0,0,0.395523453342842,0,0,0.0868958778805678,0.0350162648446331,0,-0.0789633707759767,0.269626987380152,0,0.155305361289969,0,0,0,0,-0.0285368304337483
XRP,0,0,0,0.0576622790649385,0,0.0825496251200761,0.236136239270466,0,0.0234824241514656,0.0164698037653009,0.214323240429213,0,0.00848553367136974,0.0432113551408842,0,0.0172449741157558,0.0991189282501852,0,0,-0.031925457458319
EOS,0,0.358936771054202,0,0,0,0.0366357499451995,0,0.199457567437363,0,0,0.441575925030315,0,0,0,0.139448920165789,0,-0.024982711694701,0,0,0
LTC,0,0.259518846112095,-0.095280496663045,0,0,0.56179304360696,0.0259371475416378,0.159170046495684,0,-0.151727823877756,0.474609951898427,0.0342697430575087,0,-0.308914163734888,-0.188378594588568,0,0.530223690624204,0,0,0.0554243269300619
BCH,0,0,0.436714293323057,0.209009242889826,0.214674142204401,0,0,-0.0163019864997106,0.0733659283318395,0.140813533902322,0,0,0,0,0.0916745737152792,0,0,0,0,0.154675764644967
XLM,0,0.151140024700105,0.276953236699612,0,0,0,0,0.0602628215781741,0.0743035983222306,0.00525382722510386,0.27769389577786,0.0688322146802486,0.0880272792558391,0,0.00311720710517435,-0.220102777167231,0,0,0,-0.13185223774674
BNB,0,0,-0.181401814130719,0.0533897295198379,0,0,0.62830605761015,0,0.471903686478334,-0.0838429684001189,0,0.0684919645520457,0,0,0.061015634451691,0,-0.240161955709222,0,0,0.0352275035472051
TRX,0,0,0.106639064812135,0.102026712479567,-0.160792170503463,0,0,0.124994296700952,0,-0.0768496882987372,0.402371035482351,0,0.383830210055596,0,0,0,0,0,0,0.187415088416254
BSV,0,0,0.314335053260797,0,0,0.433472745296006,4.33680868994202e-19,0.0245959268398974,0,0,0.0452278277893951,0,0,0,0.173314588803734,0,0,0,0,0
ADA,0,0.220089422055425,0.328328152546233,0.126671636395467,0.0926678266939153,0,0,0.150080255394668,0.0279445850897883,0.0707307811696116,0,0,0.0376606185488083,0.088195268290318,0,0,0,0,0,0
XMR,0,0.221213000885833,0,0.0982141295364863,0,0,0,0.000141388050613195,0.118445147712098,0.202887165078515,6.93889390390723e-18,0,0,0.102853697984768,0.114849241832197,0,0,0,0,0
MIOTA,0,0.167559553207012,0.147683902175176,0.363776497071666,-0.0203099421935736,0,0.203050730875956,-0.105871851114968,0,0,0.0606320685518996,0.00999666289169846,0,0.124841517251337,0,0,-0.103100916358516,0,0,-0.023848560913494
DASH,0.20741189483827,0,0,-0.0952539358098036,0,0,0.150099077529243,0,-0.0432449734426895,0.0846861344184973,0.322874469878493,0.166156622323885,0.231729016353121,0,-0.0279367717671107,0,0.0121028725160656,0,0,0.0379721453334276
MKR,0,0.894636805253812,-0.379514077493086,0.289700277774013,0,-0.0580575100853026,-0.296753768572805,0,-0.121380035238219,0.299273119583658,0,0.0551641003249664,0,0,0,0.0438301688252045,0,0,0,0
BV010082.Index,0,-0.923345133176014,0.438908808453405,0.0108773982925407,0.0777455892910394,0.0295054810016368,-0.14036071853196,-0.050574738597015,-0.00816697031475225,0.025639036884076,0,0,0.287851334334385,0.0495139268375758,0.323001529906307,0,0,0,0.221532337293585,-3.46944695195361e-18
CVIX.Index,0,0,0,0,0.104449862047206,0,0.201591467613796,-0.0936063431703211,-0.482029327239543,-0.0531290049044415,0.0440076932099002,-0.169620591810394,0,0.456097638948527,-0.076451324337886,0,0,0,0,-0.0714399907713563
DXY.Curncy,0,0,0.0295551452237338,0,0,-0.0278060437517231,0,-0.00157655053773022,-0.0360641147881143,0.010105281750998,0,0.024197303464159,0,0.0243533064705173,0.00601624877106836,0.0274960977959996,0.0243691121873214,0,0,0.0293536155250261
SPX.Index,0,-0.0340451999820906,0.0417674793767598,0,0,-0.00718522165237673,0,-0.0209780828859902,0,0,0,0.0111081786778546,0,0,-0.00360425983804638,0.192747985298674,-0.021591714214102,0,0,-0.0696367626036357
VIX.Index,0,-0.117287660334388,0,0.102285442170277,-0.130485178790858,0,0,0.422132909953212,-0.165248525911257,-0.147509472517535,0,0.0603822209137224,0,0,0.0988798352609632,0,-0.33744783674789,0,-2.91306455832178,0
