,BTC,ETH,LTC,XRP,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0219962741404535,0.270791324672507,0,0,0,0.189058668975372,-0.0718065705786202,-0.0741761723845275,0.0179921923207671,-0.156122067751284,0,0,0,-0.0539654224468682
ETH,0.275545135898323,0,0.431383728874622,0,2.2480776716228,-0.373929362189911,1.58936555161665,-0.475949388545686,-1.22242016755283,0.27630300289474,1.33780109624942,0.891169938590274,0,0,0.436832117747657
LTC,0.671279925371594,0,0,0.0356921540043405,-0.278228499217461,0.0178984903319073,-0.170965061113778,0,0,-0.00746620375880716,0.0917737638352597,-0.0648268523523521,0,0,0
XRP,0.338730185727353,0.0184940538047746,-0.345923429513415,0,-0.367130821256081,0.0810239934390037,0.0527555288697864,-0.0756730126304379,0.171686564346398,-0.151036646315809,0,0.066345255189462,0,0,0.00778230916624873
DASH,-0.163504236464479,0.0616809033901485,0,0,0,-0.0605331067360211,-0.0659659431075797,0,0.486688865025626,0.136326383474858,-0.17140225658662,-0.545646888111664,0,0,0.152565512740878
XEM,0.747645661744226,0.178712214523665,0.18565543429885,0.2433620677622,0.100544173571577,0,-0.484179452887082,0,0.687111593898989,0.216709940999728,0,0,-2.62446445458667,0,0.0831959088536436
DOGE,0.312800126827478,0.0469830636949079,0,0,-0.102489446305422,-0.102180688382215,0,-0.0928362516733963,0,0.0133088610404182,-0.1407233090221,-0.307021823525054,0,0,0.0075300406660138
XMR,0.420930985531623,0.38149763046897,0,-0.325943318822136,0,-0.100157927976885,0,0,0.117489755638056,-0.0575510962731393,-1.04515686465447,0.115578230764744,0,0,-0.215168781665898
XLM,-0.539461170157473,-0.0412424549463347,-6.7762635780344e-21,0.497759347446417,0.213578082654633,0.0396490115449404,0.211025462041566,-0.0562153529902504,0,-0.0466764897075364,-0.328366431141691,0.163522145508811,0,0,-0.149973859486762
DGB,-0.937060337626822,0.0906187232655353,0.283008837629588,-0.824523312145782,1.15289224395719,0.48905456863381,-0.104813121153208,0.470683171417148,0,0,-0.381822475911192,0,0,0,0.329446068171166
BV010082.Index,-0.113603889585108,0.0504489499333359,0,0.0221120002493079,-0.248435138254914,-0.0149706396117633,0.0517588545493133,-0.0201333670418597,0.0654615349912629,-0.0448724467272135,0,0,0.964437500372063,0,-0.00320887122615277
CVIX.Index,0.174314780922029,0.0243550631547481,-0.27830400036047,0.0518981672176836,-0.257201306282565,0.00349291434373395,-0.168199744313944,1.0842021724855e-19,0.256758015307651,0.0609595895247267,0,0,0.211089093017974,0,0.147519700155139
DXY.Curncy,0,0,0.0416504362461723,0.027363072000386,0,0.00869371982961871,0.00392317955989382,0.00496706440550014,0,0.0115079485678068,0.157412348927709,0,0,0,0
SPX.Index,0.0229341976318945,-0.00926040430686946,-0.028089243673065,0.00671030391149537,0.0179641824866521,0.000705438512593957,0.00589894641531171,-0.0284588725742729,0,0.0127820199494983,0.0214078554404762,-0.0201617089336731,0,0,-0.0861609711163543
VIX.Index,0,8.67361737988404e-19,-0.440971393552548,0,0,0.0609189388612463,0.358311698334507,0,0,-0.124210570168993,-0.348991842738801,0.425230031653667,0,-2.60814488220566,0
