,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,MIOTA,TRX,ETC,DASH,NEO,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0531456025554524,-0.197283306587747,0.137613187324631,0,0.0682737276107334,0.371621061656975,0,0.148928684789872,0.00726144922994653,0,0,0.135775667425678,0,0,0,0,0,0,0.0434871014546142
ETH,0,0,0,0.0750750189186796,0.0429616078048501,0,0.257279769066683,0.0343542128941965,0.0513675149893961,8.67361737988404e-19,0,0.122964314530512,0.175590989517695,0.105017593250457,0.0986888817986134,0,0,0,0,0.0488652485430933
XRP,0,0.171875425962303,0,0,0,0.128407470275006,0.0444197088024547,0,-0.0379792495150997,0.205567624636808,0.101134251643526,0.168605141583061,0,0.0278787895438303,0.197585876548126,0,0,0,0,0.100797688412453
BCH,0,0.277743531522023,0,0,-6.93889390390723e-18,-0.0605935626884212,0.267092949722831,0.121324987592876,0.0890973141560851,0,0.329781033461644,0.0365185692985894,0.0211370603679036,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0.08535534018204,0.654707350597764,0,0,0,0.182637009817277,-0.110602333491032,0.355808082443584,0.220152474323321,0,0,0,0,0,0
XLM,0.283358620688543,-0.260144331527232,0,0,-0.173325876294639,0,0,0.358272681353312,0.286855578893741,0,0.0310110060271103,0,0,0.398834908620153,0,0,-0.0811863194332911,0,0,0
LTC,0.013860422671048,0,0,0.390377290085437,0.42859977834495,0.036381679646315,0,0.0378040416308317,0.0756879103647944,0.0813291037065239,0,0.103275631381695,0,-0.214348517602384,0,0,0,0,0,0.119619155107031
ADA,0,0,0,0.418961190580277,0,0.261616564238464,0,0,0,0,0.0412666336835003,-2.77555756156289e-17,0.155165845677614,0,0.107549007468677,0,0,0,0,-0.0811552341103144
XMR,0.433815578771091,0,0,0.581049655524298,0,0.0541448369459193,0.193416817353251,0.0896906493984536,0,0.0975553341356169,-0.236268778820959,0.0686623418449887,0,0.0169130186198435,-0.0873454131297084,0.26653849357015,0,0,0,0.0679541793091492
MIOTA,0.328997930454759,0,0.207496366234636,0,0,0.227807300737992,0,-0.317196190094229,0,0,0,-0.165220493274232,0.269921097380158,0.722229390748213,0,0,-0.17156184061207,0,0,0
TRX,0,0.659481671810673,0.0978402678470367,0.0150525074022118,0.267056676170183,0.0254874608426944,0,0.0180838549840192,0,0,0,-0.205984633150359,0.152765604453628,0,0.167085347635597,0,0,0,0,0
ETC,0.399631115854377,0.652120023400137,0,0,0,0.136040678574082,0.0449210968830506,-0.205441976076636,0.0769054673091003,0.514994675883259,-0.319983275298357,0,-0.141699984456001,-0.153071880758811,0.0826813221559724,0,0,0,0,-0.0368069802924018
DASH,0,0.334627450649425,-0.0641503873861001,0,0,0,0,0.145787282849536,0,0,0.395407201139072,0,0,0,0.124654052002813,0,0,0,0,-0.0173765433278431
NEO,0,0.381790271530813,0,0,0.0398210090258501,0,0,0.141473698060247,-0.0804926484320045,0.383586994790092,0.318266732621411,-0.147149007642429,0,0,0.0476648652986668,0,0,0,0,0.0411851480532355
BNB,0,0.387399470029612,0,0.0829603538584467,0,-0.0479552856571612,0,0.0526696439209163,0,0.249217784002608,0,0,0,0.0352482780310434,0,0,0,0,0,-0.160498621107117
BV010082.Index,0,0,0,-0.0238629950429641,0,0,-0.218995241456808,0.121569701708201,0.0791805271640248,0.00124845392030038,0,0.035593744889226,0,0.00432464589588837,0.0205870928625888,0,-0.00530636304130306,0,0,-0.0591136106825999
CVIX.Index,-0.107119366420655,0,0.0153210662418985,0,0,0,0,0,0,3.46944695195361e-18,0,0.108135897705622,0,0,0.190177066064105,0,0,0,0,0.161451975981455
DXY.Curncy,0,-0.0731000385136015,0.0217719562145589,-0.0135901405720334,0,0.00739571188012687,0,-0.0194494015336265,0.0376039960772748,0,0,0.0308283573970395,-0.0090847686121412,0.0138912822921711,0,0,0.165935231159027,0,0,-0.00411325314548948
SPX.Index,0,0,0,0,-0.0155426355215566,-0.00129118509308216,0,0,0,0,-0.00822071046855706,0,0,0,-0.00109183760559692,0,0.0303109927299197,0,0,-0.0712770722843865
VIX.Index,0.148634260588546,0,0,0,0,0.020393707603249,-0.133685458557437,0,-0.211867141479445,-0.157851540621078,0.0750573544095399,0.143298201764194,-0.26125361982618,0,0,0,0.33440408234307,0,-5.54166159587212,0
