,BTC,ETH,LTC,XRP,XMR,ETC,DASH,XEM,DOGE,XLM,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.114657549503125,0.448802130625619,0,-0.185346795154099,0.0896257718413568,0,0.241260337886988,0,0.086973881850247,0.00937676513913928,0.00236518672526247,-0.0107633790687526,-0.13285576643318,-0.0950979953794031,0,1.60954357791808,0.110853998430498
ETH,-0.0862659556483913,0,0.0818555151400363,0.45289794521117,0.0912972393165694,-0.120411667194943,0.017895606535874,0.171173050776826,0,0.173781142818425,-2.16840434497101e-19,0.0643171538754618,-0.066290480667648,-0.405405764421005,0,0,0,-0.0271427677188312
LTC,0.549965876068657,0.227735667584783,0,0,-0.0771192490302882,-0.102431687335496,0,0.177434184000561,0,-0.0471262640851931,0.00800267573606073,-0.0269317396542637,0,0,0,0,0,0
XRP,0.0935755829889435,0.223618935075063,0,0,0.0628125356329765,0.0576832398715126,-0.323181726438888,0,0,0.0810294571344354,-0.0654444637879625,-0.085174802469978,0,-0.0600680709106516,0.0882102307325927,0,0,-0.0197608593180731
XMR,-1.0140191433894,0.159884936352811,-0.28669395518152,0,0,0.0964239206382201,0.558272787898326,0.127223293634665,-0.118851829259538,-0.0731866965017807,-0.0253175804413521,0.013864234952551,-0.194907074127512,0,0,0,0,0
ETC,0,0.154375198463739,-0.0644179213805496,-0.57298373052333,0.0466152850207877,0,0,0.093835467075681,-0.252778969257474,0,-0.00330746202094062,-0.00759633047439171,0.318710987977879,0,0.0289238184960084,0,0,-2.16840434497101e-19
DASH,0,-0.00595400823243121,0.304538326291176,-0.201496577491469,0.103656548052999,0.346408249637404,0,0.0836880599655876,-0.288854961913103,0.0294865001594604,-0.0461099614036196,-0.0560313616341134,-0.346486764116751,0,0.0643084717659852,0,0,-0.0891436988112363
XEM,-0.173145744273754,0.286872980095372,0,0.240192326618903,-0.104118956674615,-0.0982336162084912,0,0,0,-0.0538455110627971,0.0421342657614401,-0.130627148385995,0.281278827417754,0,0,0,0,0.0778037943484974
DOGE,0,0.206655203930059,0.199595015295049,-0.0493842940051521,-0.0674701171889084,-0.142171065690765,0,0.0833350081191836,0,-0.0405835435889764,-0.00305560078934596,0.026140934641149,0.0466915105783276,0,0.138477695881722,0,0,0.0334293670059953
XLM,0,0.0695789070929758,-0.271363077033822,0.0193667739998374,0.32784118171896,-0.0253102661995573,-0.371109551288775,0.0354283246944083,0,0,0,0.104626399686175,0.606974553522804,0,0,0.664412981208026,-3.07218298006264,0.285603480382148
ZEC,0,-0.797727323242375,1.16611567428228,-0.772813572464076,0.596927317761937,0.200510907722989,-6.08960696666721,-0.346584438508819,0,0,0,-0.567937196090302,-1.32446604739611,0,0,0,0,-0.284484226111058
NEO,1.14319441953205,0,-1.00321332077731,0.0960358067819228,-0.0951980565724956,-0.341146714354445,0,-0.0682077658932375,0.824020576107799,0.0597350045899309,0.0774766046158707,0,0.580184663625758,0,0,0,0,-0.0655505005222623
DGB,0,0,0,0.137566127867722,-0.0940299719398874,0.109490812557546,0,0.175876836879713,0,-8.67361737988404e-19,-0.0138342398738059,0.0788400048266778,0,0.389002590670977,0.120132997470824,0,0,-0.00630604655647367
BV010082.Index,-0.0598667402472517,0,0,0.09300517758716,0.0224047528209062,0.0569451872267529,-0.199033030227003,0,-0.184219315690036,-0.0479138917456026,-0.000834730447659553,-0.00131049221828306,0.0647565042381373,0,-0.257302672155146,0,0,0
CVIX.Index,0,-0.168080659833604,-0.0424419389505061,0.12082291349462,-0.0149668375732876,-0.199498155511306,0.33458937862753,-0.0970713828437156,0.186960401540071,0.0363021024246109,0.0116030383551898,0,0.212602084746941,0,0,0,0,0.202508756145146
DXY.Curncy,-0.0115100121013414,0,0,-0.0224468510932237,-0.00184300525476095,-0.0111509935318665,0,0.0338295346293169,0.0026985300997833,-0.00975993799541011,0.00357215096570538,0.0019253214243388,0.0189094515967902,0.0976514239504951,0.00668941432338392,0,0,-0.0197550820531815
SPX.Index,0.013181275530114,0,0,0.000958203043314687,0.00759337039606823,0.00621951045404714,0.00768277072199808,0.00784535780842298,0,-0.011764434449172,-0.000412494864346177,0.0185077453335102,0,0,0,0,0,-0.0310685081557694
VIX.Index,0,0,0,0,0.06203129842813,0.274111234217591,0,-0.558691867632011,0.230961137112654,-0.0375460637816008,0.0586055470667457,0,0.0851498595193316,-0.633903099946646,0.833526832325782,0,-3.43005892006591,0
