,BTC,ETH,XRP,XEM,LTC,ETC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.35579470000135,-0.0454351170236928,-0.161522660096118,0,0.0893409782712986,0.043375915973217,0.121088588701196,0.060774274872559,0.0304592504652966,0,0.0191027049958158,0,0.51084705857639,-0.366885619084795,0,0,-0.233192185409192
ETH,-0.399398629778598,0,-0.0118187565827756,-0.195882659635273,-0.0538862610331513,0.122346661638768,0.00490948755239655,0.234802698000002,0.0394094436220825,0,-0.0895075180653698,-0.0137585683230088,0,0,0,0,0,-0.0361425380586435
XRP,-0.871189429435613,0.0589762911107753,0,-0.0909587848822236,0,0.0861166320099098,-1.00890237201426,0.240181805875457,0.6613450162932,0,0.426776024973279,-0.736877782347494,0.264026788347923,0,0,0,0,0
XEM,0,-0.0442158429711797,-0.0522940104581209,0,-0.00507924357929048,0,0,0,0.161888051667646,-0.0942333616457687,0.305995974972685,-0.0180859908019807,0.131011046485329,0,0,0,0,0
LTC,0.219210827706612,-0.519260113367072,-8.67361737988404e-19,0.011047757332629,0,0,0.555156462932318,0.172101208964603,0,0.440630460159155,-0.213045858740376,-0.140458093355751,0.137135550197751,0,0,0,0,0
ETC,-0.0592640581097964,0.300192590278315,-0.0364774171370942,0.0824332403713302,0.131370765366309,0,0.172804363038051,0,-0.00584082426138967,0,0.0330700869006698,-0.0175306621495926,-0.0609491608028385,0,0,0,0,0.0610555396273923
DASH,0,0.295939213744426,-0.0278485387741754,0.122159056667776,0.0645747880156722,0,0,0,0,-0.157154010123274,0.437210262826101,0.0369615641646226,2.16840434497101e-19,0,0,0,0,0
XMR,0.143550218712742,0.0918715842270525,-0.0402475068237282,0,-0.143992665129729,0.0326876660357788,0,0,0.111514327783272,-0.0311417873157017,0.0573304571988881,-0.0194475943931161,0.120546840763837,0,0,0,0,0
XLM,-0.0642140098340816,-0.379956261431926,0.165583075738197,-0.430361879078673,0,0.583147788153035,0.0745225725806882,0.171935036527808,0,0.379018070026759,-0.140062129160599,0.133770400368071,0.138801617914244,0,1.64386779913237,0,0,0
DOGE,0,0.181842419843512,0,0.0863123849679437,0.306400059132856,0,0,0,0.240593112216647,0,0.335363335638803,0.0369721165699472,0.00868211897950155,0,0,0,0,0.335168378533415
ZEC,0,0,0.0446208974057415,0.0896434104450883,-0.223267398309646,0.0550584723576608,0.454756449864088,-0.185697418508959,-0.0595293207120784,0.22358834737327,0,0.0289212936546285,0.0631314784206285,0,0,0,0,-0.00944063768983577
DGB,-0.346563398642204,-0.174814516034785,0.0335495850992306,-0.0948599555419321,-0.356018910549864,-0.1381760728838,0.129701404990682,0,0,0.255357896139156,-0.281215814892092,0,0.49260608545128,0,0,0,0,0
NEO,-0.618779886108019,0,-0.0673968390926659,0,0,-0.204088245622015,-0.197552938560233,0.210625078876802,-0.0217511876045073,0.0635444915503179,0.379953487450929,0.055946957817228,0,0,0,0,0,0.0764150041346732
BV010082.Index,0,0,0,-8.67361737988404e-19,-0.022508932854467,0,0,0,0.0227927864585281,0,0,0.0134598084858106,0,0,0,0,0,-0.0336075630006128
CVIX.Index,-0.074926886510528,0,0.0261887359987771,-0.262636940417795,0,-0.290968497909136,0.0693329148691671,0.183187666730711,0.00214525346617564,0,0,0.0292004847528682,0.0969104935248235,0,0,0,0,0.184099946504955
DXY.Curncy,0.000815648295875294,0.0216686669249825,0.00270342432126285,-0.0180049315493979,0,0.00973057593840949,-0.00126468628721355,0.00308943117558559,0.00511220983620087,-0.00283778138527646,0,-0.000761944235134124,-0.00443880205977146,0,-0.0172973534002284,0,0,0.00298569730592569
SPX.Index,0.00349596755542881,0.0087840696048316,0,-0.00312781182605253,0.00156589678955837,0,0,0,0.00490022912996399,0,-0.00278854558977326,0.00186907045290111,-0.00224234222208299,0,0,0,0,-0.0410076825850834
VIX.Index,-0.168008744803476,-0.118895378511857,-0.0433998949823031,-0.371766952840958,-0.266042025839848,0.33839497679436,0,0.0319610521151461,0.269891508061136,0,0,-0.123954414262958,0,-3.04928878850744,-0.791150005526482,0,-0.770077564961935,0
