,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,MIOTA,XMR,ETC,ZEC,ADA,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0164828840403629,0.164785072532066,0.0602720211007081,0.072762594926823,0.0526571556517113,0.146939429822487,0,0.0303539383751375,0,0,0,0.0749347753419459,0,0,0,0,0
ETH,0,0,0,0.039851497266762,0.0339381967410194,0,0.174769636589168,0.0576986114089209,0.0896420193308333,0.01620395653118,0.0851554923676034,0.100717470183755,0,0.140204960492694,0,0,0,0,0,0.0552414174666288
XRP,0,0,0,0.0897766680569945,0.213462712094529,-0.0742619270839571,-0.0478944571593403,0.059696361855937,0,0,-0.219308693755916,0.109067384652019,0,0.423267885970972,0,0,0,0,0,0.00906566133073598
BCH,0,0,0.443481766439192,0,0,0.185475574069348,0.65748445472083,0,-0.539190790198027,0.0643998604541281,0.765130460251913,0.678960098262537,0,-1.20872543073779,0,0,0,0,0,0.146712680610337
LTC,0,0.21951009659199,0.0438587042017014,0,0,-0.0352001161318024,0,0.00754909078965369,0,0,0.718893350691765,0,0,0.0223335746620313,-0.0472433730186612,0,0,0,0,0.000906297586758488
DASH,0,0,0,0.168429082444211,-0.0446348035066641,0,0,0,0.290107521241683,0.101100925593881,0,0.153522254629085,0,0.082496033206272,0,0,0,0,0,0
XEM,8.16047723490777e-05,0.264325066590473,0.137332446304376,0.0108863716580146,0.197361944508133,0.576551013953865,0,0.0536595701037837,0,-0.116633590284328,0,-0.238403684808322,0,0.068468902844598,0.170559683883252,0,0,0,0,0.118950316991869
NEO,0,0,0.160841858223298,0.0371073918316841,0.250236436147396,0,0.356451691337803,0,0.275918029128114,0.103441097346442,-0.145219637807035,0,0,0,0.129981661719832,0,0,0,0,-0.344895571083466
MIOTA,0.107372981266743,0,0,-0.196725147484596,0,0.351321132249777,0.143660191342993,-0.129791344868707,0,0.0745738755780882,0.108786914608583,0.0415601814358076,0,0,0.436702609084004,0,-1.19877812288231,0,0,0.194813546726551
XMR,0,0,0.405168181910753,0.0892223927586868,0,0,0.0854069438541184,0.0625179001299287,0,0,0.12074765162848,0.201787948235052,0,0.0118294308218544,0,0,0,0,0,-0.0456580647252657
ETC,0,-2.16840434497101e-19,0.172971691506106,0.00949209873853261,0.713170536778048,0.0781849555931978,-0.0231040434886567,0.0431818128449453,0.0988912930297199,0.093062486793762,0,0,0,0.0151470337069979,-0.0419993023541124,0,0,0,0,0
ZEC,0,0.223345269169492,0,0,0,0.20690868741523,0.331116862020869,-0.0394441699194401,0.183507482124937,0.0644802345171722,0,0,0,0.0479309316986077,0,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0.410721775910861,0.15397096914262,-0.159047041238213,0,0,0.101697520931876,-0.00740171694083623,0,0.277112177790738,0.0909368094275003,0.0997682267344377,0,0,0,0,0,0,0,0.113269065824526
EOS,0,0,0,0,0.496433413253544,0.0473320249744079,-0.0175635644931988,0.219657822756713,0.256286759099587,0.182804208741386,0,0.0407474337382526,0,0.144115761829286,0,0,0,0,0,0
BV010082.Index,0,0,0.0148311882619457,0.000557448264318072,0,-0.103960923240417,0.0380305090681998,-0.00610432585346184,-0.00184338085121557,0.0101621571312169,0,0.039111604435969,0,-0.0106366297351569,0.033065386063048,0,-0.034881529911339,0.39205699043111,0,-0.0772982101118117
CVIX.Index,0,0,-0.00719567944470075,0.0027819898974957,0,-0.102079509265731,0.127221821649206,0.000419193975933031,0.0533793713957397,0.0445659970820638,0,2.16840434497101e-19,-0.0375060541378029,0,-0.0986797656122504,0,0,0,0,0.0879438302976994
DXY.Curncy,-0.0075161206874284,0,0,0.00339648518715157,0,-0.0318988198949219,-1.0842021724855e-19,0.00654055681646955,0.00543056266927244,0.00694737067419185,0,0.00822737832386112,0,0,0.00614766406647922,0.0319099340625509,0,0,0,-0.00318392063708517
SPX.Index,0,0.0242537087325443,0,0,-0.01000576269476,-0.011651725937111,0.00149080499075064,0,0.00393167077959396,-0.0033323857895636,0.00199145387631007,-0.0126018492405927,0,0,0,0,0,0,0,-0.0468595334324547
VIX.Index,0,0,0.224928072118812,-0.0407064370525845,0,-0.539309449377888,0.178765132801746,-0.06758672305425,0.140505264759936,-0.0830524812424253,-0.0321179344065102,0.574154761090705,0,-0.0244519437445804,-0.312181527166809,0,1.3679375141881,0,-6.64119485325171,0
