,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.148152405041682,0,0.120409092614286,0,0.034993606122751,0,0.123559637299214,0,0.0023745501975683,0,0,0.0256344287657142,0.0864493760828597,0.0432547702027328,0,0,0,0,0.120868389930705
ETH,0,0,0.0820801263445301,0.174329647550617,0,0.510104792332515,0.0479059442770308,-0.0925468404387548,0.0216889741313359,0,0,0.0433628666268404,-0.0822767231296044,0.165036624937436,0,0,0,0,0,-0.0460510395846354
XRP,0,0.481654059236687,0,0,0.0793311466952865,0,0,0,0.0125911624885223,0,0.16087077266168,0,0.0793675227236551,0.0455213906419356,0,0,0,0,0,-0.0802178573497909
BCH,0,0.473123967255228,0,0,-0.117246783392498,0.114658086950506,0,0.275254016750868,0.125104113845246,0,0,0,0.0370735934362629,0,0,0,-0.265710083394794,0,0,0
EOS,0,-0.553045060297254,0,0.663838023731354,0,0,0.13558226984611,-0.18371487849624,0,-0.354104005146764,0.768778956957473,0,0.24054862557408,-0.0234227368227014,0,0,0,0,0,0.0298448185341499
LTC,0,0.475809319707477,0,0.142898120976562,0,0,0,0.16461421452886,0.0322069161225587,0.00459109753700596,0.0844849276663993,0,0,0.00351323680865869,0,0,0,0,0,0
ADA,0,0,0.18412812421151,0.0269073727933992,0.0739980814112499,-0.030456845245093,0,0,0.140086426098593,-0.0271179798391939,0.284344103481203,-0.207649771183626,0.257895765431226,0.295820432217369,0.0845991607644924,0,0,0,0,0.0216004591014835
XLM,0.0814376740942048,0,-6.93889390390723e-18,0.071276606584174,0,0,0.25309973324343,0,0.0957522221023793,0.0658282508172431,0.178984129408214,0,0,0.138557017309726,0.0817607351465841,0,0,0,0,0
MIOTA,0,0,0.187951116302295,0.0581558087251398,-0.134655090507086,0,0.163637090790073,0.27065792919335,0,0.0924222452130347,0,0,0,0,0.344134288673112,0,0,0,0,0.0728311913029594
TRX,0,-0.515067426244747,0,0.622252013193698,0.198137562321153,0,-0.793374335847413,-0.14001142600431,0.208059369595038,0,0,0.79279651832006,-0.443659217244978,0.491570482903211,0,0,0,0,0,3.46944695195361e-18
NEO,0,0,0,0,0.0947047543213566,0.0969415793800446,0.037169680147907,0.136078456225183,0.166114894747257,0,0,0,0.0707176577492951,0.0292795500187569,0.353607362930204,0,0,0,0,0.103898975939332
DASH,0.21643323810987,0.119719735019399,0,0.212302188040244,0,0,0,0.0885761345224758,0.0598492259399222,0,0.122619132301957,0,0.082497898066498,0.0438289092373424,0.00969146685700856,0,0,0,0,0.092146931488578
XMR,0,0,0.262603927193384,0.0888253860218113,0,0,0,0.0997320291064622,0,0.0590098291976842,-0.0300835226743284,0.285797365347809,0,0,0,0,0,0,0,-0.0364740568431365
XEM,0,0.601613316940924,0,-0.247767979643582,-0.0728069621197731,0,0.0793343402424132,0.573456431222691,-0.15259501606205,0.140468523338159,0.0473360672142616,0,0,0,0.162023494512131,0,0,0,0,-0.0150313380462245
ETC,0,0.00422698322801267,0.410062692929129,0,0,0.113280565319741,0.108995257069652,0.102607621283189,0.00937880858431945,0,0.115546713181958,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0.0144422034413181,0.10754718397891,5.98295491440327e-06,0,0,0.00237801707959965,0.0480149600103511,-0.0372414203313957,-0.00234331515627044,0,0.119838872514348,-0.00817566090810233,-0.1859349416067,-0.0316764368449325,0,0.0788099992437017,0,0,-0.0828944304427392
CVIX.Index,0.0828161402149388,-0.0452215625728366,0,0.016136700940819,0.029694578557255,0.0525344306320655,-0.107972057974516,0,0.0845088077055987,-2.16840434497101e-19,0,-0.283873273654755,0,0.0762623360940956,0.0763920379913247,0.350131557858484,0,0.828801345200279,0,0.0871899936962692
DXY.Curncy,0,0.0402788680196868,0.00208697434137654,0,0.00105985573027872,0,0.0175875482069711,-0.00422322362183371,-0.0119876422393411,-0.00137247568142688,0,0,0,-0.0343028210518228,0,0,0.0379649408356098,0,0,-0.00513335284722676
SPX.Index,0,0,0.0553293560756032,0.0514231246600137,0.00610648427672089,0,0,0.012232283908897,-0.0218150145035238,-0.0353188910263179,0,0,-0.0740462177757836,-0.00836264938495241,0,0,0.00320368092687314,0,0,-0.122096875962064
VIX.Index,0.0215414832057336,0,0.202897160712162,0,0,-0.2126515246587,0,0,-0.0281956792982614,0.12670674909791,0.0973069586866815,0.340470049778748,-0.283044120509502,-0.189408579699822,0,-0.334530816304927,0.111806559808174,0,-3.84787899077924,0
