,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.250935084785893,0.0700783615730789,0.230040801195786,0,0.30882107409654,0.0784078471634466,0.136474126932328,0,0.170685897765593,-0.0437073290062826,0,0.229602550249859,0,-0.0592682517156508,0,0,0.00870444283197571
ETH,0.238552550508165,0,0.0920005109568346,0.248207078282063,0,0,0.353549035638251,0.0848410544086034,0.0477790326086613,-0.0821087535149294,0,0,0.248767488750994,-0.131790657597509,0.143507468824494,0,0,0.0901804049441989
DASH,0.322154451449225,0.271610686208053,0,0.0450858904681567,0,-0.199048686742705,-0.15993663495925,-0.0125514132442258,0,0,-0.176413960022719,0.0732180995298847,0.156986983673022,0.421545367314913,0.40711812890197,0,0,0
XMR,0.313036167089406,0.779546654707729,-0.224743871892821,0,-0.254959907488859,0,0,0.251705276974839,-0.176185816271836,0,-0.257572909662983,-0.0232042315756342,0.113326674165973,0.453945550135286,-0.311620595745518,0,0,-0.0582798461132093
XRP,0.173386595784145,0,-0.00753070936892508,-0.0843150589918666,0,-0.081275167709129,-0.0709815176357929,0.0632719637873863,0.022494200260607,0.365770589281792,0,-0.108481079136888,0.0698138616930751,0.436608953942769,-0.0692395615121796,-0.507050952839951,0,0.0927131309097035
LTC,0.121758435771054,0.00931592233060785,-0.0269165830227998,0.0453696423314403,0,0,0.182393000043547,0.0421771480061354,0.0343776539698404,0.0352041991079222,0.059181496714589,0,0,0,0.0666600207991539,0,0,0
ETC,0.425988820482766,0,0.0608839793758329,0,-0.0431273599097207,1.02295991666782,0,4.33680868994202e-19,0.110978343643031,0,0.0975169807824186,0.112486160335835,0.0521032154766738,-0.21699023374608,-0.624406232416458,0,0,0.0996238752872731
XEM,1.02406932017138,0.353256227900942,0.0106250488763795,-0.560361329973609,0.961425906059748,0,0,0,0.478121892943187,-1.60490985560347,0.489606676802242,0,-0.0334887701029612,0.832370030049571,-0.669713222515637,0,0,-0.0922831802786774
ZEC,0,0.193870377020332,0.00663442504774373,-0.0831991661527112,-0.167979631619391,0,0.146705506258119,-0.0806110369001397,0,0.462978564939016,0,0,0.0417238022873806,0,0,0,0,-0.0909469972724185
DOGE,0.458810488323949,-0.071287276391033,0,0,0.53794139391989,0,0,-0.178727440243046,0.25655693863422,0,0.094771659467767,0.0087748707925018,0.0296112934333769,0,-0.0649532521303711,0,0,0.0049068301825346
XLM,0,0.0637573057902756,-0.0125947568587123,0.23152542836542,-0.0781413929531203,0,-0.0411072245752717,0.017546463627915,-0.168320103871722,0,0,0.020745306362103,0.238700004384645,-0.34490957748554,0,0,0,0
NEO,0,-0.164970044695074,0.0292819035650506,0.111258935198265,-0.308622504087458,0,0.124497668070342,-0.141952142309445,0.294436505828104,0,0,0,0.107499366905441,0,0,0,0,0
DGB,0,0.188559432136708,0.0223622593632726,-0.0420912783877383,0,0,-0.343488149119947,0,0,0.807832967344527,0.278570103567693,0.107392090312087,0,-0.270384564022231,0,0,0,-0.445577653623919
BV010082.Index,-0.0815487715874001,-0.131181389927882,0.122996090563604,0,0.121374468927516,-0.147115855949246,0,-0.00305244100257305,0.0975302997692873,0.0522577089730351,0.142215565755553,-0.141728913108335,-0.11503936277058,0,0,1.73341157513542,0,0
CVIX.Index,0.0601320269744374,0.0839625735495734,-0.0279803605720614,0.0233323921658784,0.12482119192793,0.391206578944702,-0.326699483177959,-0.107553488311521,0,0.366636546194871,0.0704954618860145,0.0419479419464618,-0.116036850480178,0,0,0,0,0.295737810742104
DXY.Curncy,0.0107360775137405,0,-0.0104671776234707,-0.0067353243937043,-0.0195822777338813,0,0.0307784753251038,-0.0193548970545406,0,0,0.0114495402823659,-4.33680868994202e-19,0,0.146265753312822,0.0414337162683994,0,0,-0.0114124710906907
SPX.Index,0.00380892199212304,0.0173579623189228,0,-0.00998383761852708,-0.0412652106255992,0,-0.0437165876940596,0.00494445936892654,0,0.0334342555918941,0.0267785773305651,0.0063415615206997,0,0,-0.0187018848700967,0,0,-0.0129823317616577
VIX.Index,-0.919651257489892,-0.0179898515226617,0.101333574099577,0.11108103629483,0,0.477255907113912,-0.311960936493181,0,0,0.0415628227735711,0.253807396328333,0,-0.0484783047062756,0,0.428646457232249,0,-0.539918757928444,0
