,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.176980655832595,0,0.283412102878191,0.301750020099234,0,0.025458475444214,0,0.14864962849708,-0.0628684652402423,0.0135322698804221,0.0863737140394094,0,0.0312105190197824,0,0,0
ETH,0.0987172759847457,0,0.144820521201604,0,0,0.218097940795112,0.255728539239097,0.0795657112929431,0,0,0,0.0334229954149495,0.350181938032445,0,0,0,0,0
DASH,0.448239262683051,0.278810859680352,0,0,0.239472234402178,0.273041137599259,0.24277971343331,-0.115625084035811,0.164530887288891,0,0.255755721184713,0.116408843080186,0,0.200121465392304,0,0,0,0.146881814340006
XRP,0.0574312855491222,-0.0139545570067206,0,0,0,-0.11565591327817,-0.0851728241143284,0.0873690089431908,0.0339918030493441,0.399037249481391,0,-0.115905728829982,0.0532475986124735,0.467326029358347,0,-0.360315248810118,0,0.117213131453953
LTC,0.367538690778404,-0.189000139442228,-0.025156990105542,0.0384789469875237,0,0,0.314053833968579,0.122829547417587,0,0.181454869221016,0.135690552042425,0.0325101355669679,0,0,0,0,0,0
XMR,0.684018159113946,0.878772646335944,-0.0789953231179894,0,0.22348211740551,0,0,0,-0.174145558553165,0,-0.158950823390991,-0.0715687784814344,-0.0548130149081932,0,0,0,0,-0.0919150252201942
ETC,0.501266760955982,0.176439312859793,0.0356678462749699,0,0.504332640756371,0,0,0,0.100657972254217,0,0.121421048027852,0.196649425823482,0.0980495000203835,0,0,0,0,0.0472602475245858
XEM,1.09525658750611,0.44209034295859,0,0.586998030465948,-0.124001543867194,-0.616171595466078,0,0,0.407108538736394,-1.53267412191636,0.509875453871854,0,-0.0499557317742339,1.23270799065344,-0.398115751246685,0,0,-0.230847696000004
ZEC,0,0.394477928370993,0.0344570430402531,-0.186729857010686,0,-0.187867024974043,0.120864165770893,-0.0560835259975842,0,0.669021887052122,0,0,0.00924136056654348,0,0,0,0,0
DOGE,0.223490336833589,0,-0.0386202333943527,0.298874487650445,0,0,0,0,0.244317408901459,0,0,-0.0637237162181855,0.0503893835971316,0.0872784538253584,-0.0458408798167732,0,0,0.0681536699681441
XLM,0,0.381137518265159,-0.060189586624784,0.109647138572658,0.28317674710015,0.0373647482932752,-0.0953063895056958,6.93889390390723e-18,-0.212559474818964,0.283195517984167,0,0.052789767773556,0.0208527687930248,-0.50750802839069,0,0,0,0
NEO,0,-0.174739460928346,0,-0.276799794755102,0.260836017651622,0,0.148736375733097,-0.142701435054961,0.314367488739069,0,0,0,0.16802250692147,0,0,0,0,0
DGB,0.625130056967893,0,-0.303422043940346,0,-1.00832311332413,0,0,0.118040944206531,0.298463181734148,0.267002556200455,0.0460429895477607,0.696592323309041,0,0,0,0,0,-0.244418662053617
BV010082.Index,0,0,0.00289994160695461,0.0377208177198651,-0.0142388230169135,0,0,-0.0384606454999862,0.0682198028019855,0.181072466353717,0.0497735303909142,-0.0446515110521565,8.67361737988404e-19,0,0,0,0,0
CVIX.Index,0.0107513707764298,0.214909670085777,0.163101669258544,-0.0119148275787487,0.0585238508364838,0,0,-0.12300128176405,-0.299245933676317,0.18065973768881,-0.085567997532681,-0.169072803635627,-0.036606811761997,0,0,0,0,0.118674429506838
DXY.Curncy,0.00428018171735122,0.0216126922907871,0,-0.0401048751123973,0.0445313456757039,0,0,-0.0165271413763175,-0.0128163555186414,0,0.00470295855797445,-0.00282004319409104,0,0.207080425287674,0.0450113697894271,0,0,-0.0280314829303647
SPX.Index,0,0.0499851396580611,0,-0.0345722031785198,0,-0.0117870836330742,-0.0379290312673033,0.00421073008463421,0,0,0.035257666583246,0.00106723830198936,0,0,-0.0178022799494969,0,0,-0.0157064595222835
VIX.Index,0,0,0.192499733060531,0,0.334565019422759,0,-0.580029770440803,-0.197243554597413,0,0.0610638593993609,0.173725070005832,0,-0.145977112898901,0,0.263822022955553,0,0,0
