,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.274933293368118,0.0692021290157765,0.246907455456791,0,0.299629149860513,0.147012348876018,0.136323258260331,0,0.0877817402788479,-0.0491556342450846,0,0.220128796991716,0,0,0,0,0
ETH,0.0519862297146123,0,0.092099721993537,0.209575998511837,0,0,0.373355652077567,0.111257204623731,0.0643154199993618,0,0,0,0.319626632799151,0,0.089332995747376,0,0,0.0564650618919516
DASH,0.518136518624708,0.378703404039128,0,0.12168762462459,0.11895518126542,-0.959355356464061,0,-0.0531823958790179,0,0,0,0.160899706637829,0.131061127764461,0,0.354304813786809,0,0,0
XMR,0.45611956816627,0.750496429156269,-0.175075245845445,0,-0.127793109973804,0.326914559162046,0,0.216228601120993,-0.269086529972015,0,-0.310175644708333,-0.0173293174950029,0.123073241216617,0.425640739072061,-0.249149021621941,0,0,-0.106708382648442
XRP,0.161264288463745,-0.0483752952422919,0,-0.0761776660022862,0,-0.154656537757736,-0.0509898694546181,0.0653553865703004,0.0256945223636681,0.384315979745721,0.00247306516467817,-0.103621421656,0.0708274419658658,0.483516300181107,0,-1.13104326200245,0,0.067854554934921
LTC,0.0965435542416689,0.0492976814229401,-0.0301177492592292,0.0297834114790138,0,0,0.177850155332001,0.0401150821700704,0.0295780094338741,0.0887500948219178,0.0685427046488603,0,0,0,0.0351166464159763,0,0,0
ETC,0.422832516416504,0,0.0655861060917267,0,-0.0770231741257835,1.02502799354614,0,0,0.11159643546313,0,0.0964750437407042,0.0981728338784432,0.0501216168696168,-0.165950690907762,-0.631322289788838,0,0,0.107957056044283
XEM,1.03378388573575,0.324367724452396,-0.012775363458597,-0.52855470562595,1.17618764807977,0,0,0,0.502457508547323,-1.70513198809487,0.495010271836762,0.0326790694851715,-0.0671347774760398,0.622321990501867,-0.807191568883249,0,0,0
ZEC,0.0598871855118094,0.217368737648308,0.0939180836890528,-0.257755523148799,-0.387865122609356,0,0.0140126595281709,-0.0324512313457847,0,0.751599620302648,-0.000670986905292659,0,0,-0.210843463312768,0,0,0,1.38777878078145e-17
DOGE,0.287345568983264,0,-0.0378547399608828,0.122103945125584,0.330892277778037,0,0,-0.0520463395070028,0.247481732381356,0,0.0947441812110058,0,0.0574161504031199,0,-0.113050898072258,0,0,0.0528882482074718
XLM,0,0.157742925098888,-0.0265943655403207,0.226789619424191,0,0,-0.0461494499337034,0,-0.138376464416725,0,0,0,0.142886825562433,-0.400936770077885,0,0,0,0
NEO,0,-0.176610005292352,0,0,-0.243631444096559,0,0.151620544685451,-0.114698171229455,0.301434510972422,0,0,0,0.168749992067453,0,0,0,0,0
DGB,0,0.438070217146668,0.154720107746049,0,0.349414526158927,0,-0.335908533487156,0,0,0.279613352289507,0.114162709581751,0.183646327622544,0,-0.924958902679345,0,0,0,-0.408542901352767
BV010082.Index,0,0.0166678263314789,0.0124583497470063,0.0174338150729209,0.133522344791649,0,0,-0.0913348693526596,0.075601125954454,0.00584943381155177,0.0435495778513879,0,0,0,0,0,0,0
CVIX.Index,0.0814633284112709,0,-0.0301740624164907,0.0417338119311465,0,0,0,-0.111939054731744,-4.33680868994202e-19,0.496418384395532,0,0.05360114230662,-0.16616253588371,0,0,0,0,0.279679203782108
DXY.Curncy,0.0545877443373762,0.00854063237412073,0,-0.0362426900021811,-0.0659442353527715,0,0.0117937622186146,-0.0136296351276175,-0.0246696127310204,0,0.0134004348480389,-0.00277848529660989,0,0.202478292455251,0.0364126068460199,0,0,-0.0282342513118423
SPX.Index,0.00722106103816592,0.0165799101398978,0.00116278891178273,-0.00456898912350419,-0.0334354145957292,0,-0.0461676775926779,0.00435242454139763,0,0.0170766378415683,0.0352251386235152,0.00177680285062053,0,0,-0.0257049999748435,0,0,-0.01223524848053
VIX.Index,-0.938425840844182,-0.0205541719969962,0.150373557449566,0.0880136028434572,0,0.588057606136862,-0.290403846797953,0,-0.103415276864707,0,0.219375075402155,0,-0.0622819169147551,0,0.399442292651944,0,-0.762073051788705,0
