,BTC,ETH,XRP,LTC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0380170104807144,0.146026309305656,0.321628183866203,0.073391992049622,0.0284757834634859,0.36167921531834,-0.0219369827998564,-0.31268986649853,0.0398114826011431,-0.2874128355409,0.319022591669801,0,-0.627865275934397,-0.21754508349125
ETH,0.231844667701703,0,0,0,2.46008521756991,-0.138645979939854,1.26206753512887,-0.631531706996881,-1.50817109699417,0.212345975324703,1.41467626013743,0.667952003060265,0,0,0.40559329387797
XRP,0,-0.0389649925093945,0,8.67361737988404e-19,0,0.0360345163930822,0.17966696373539,-0.0445674361001349,0.150188927433272,-0.150301240594489,0,0.30098561151399,0,0,-0.00708848684975012
LTC,0.741339225726988,0.0538928335105604,-0.896306555932725,0,-0.254131418881571,0.0690891835010264,0.139953649757957,0,0.539639046037052,-0.0451797205027593,-0.0444420278644576,0,0,0,0.302220398802338
DASH,-0.129192998747368,-0.0200274652389421,0.220910038192945,0.228336614074929,0,-0.0256913763017446,0,0,0,0.164007256359517,-0.716238786709118,-0.225887961817388,1.35692190936881,0,0.153592037939696
XEM,0.693078884844027,-0.0766896896680401,0.483967266084086,0,0.463651569406387,0,0,0.0475644204818683,-0.00463808395324889,0.186484543605804,0,0.479556113606101,0,0,0
DOGE,0.278483698819719,0,-6.93889390390723e-18,0.29921945562372,0,-0.117085754384149,0,0,0.465686291160202,0.0874282600520388,0.0229767323648802,-0.197176542786677,0,0,-0.0292411823836642
XMR,0.364670803689806,0.228912724815577,-0.20876755483181,0.216029127395937,0.296494433197324,-0.0670521632226646,0.216227656127918,0,0,-0.0518469080337589,-1.00692882589286,0.382925010959265,0,0,-0.176803442906192
XLM,-0.60122058324268,0.0842288098898381,0.424735672809087,0.415844491722925,0,-0.0243183408808631,0.182203318714155,0.0281484477602292,0,0,-0.0456212039540045,0.154897204062006,0,0,0
DGB,-0.364723992910865,0.326608716258513,-0.23741894870922,0.191804464439626,0,0.174069244533869,-0.536656165835791,0.514199560795844,0,0,-0.854734942128449,-0.779560575082393,0,0,0.327657530971718
BV010082.Index,-0.178118223807665,0.0835235316999172,0.0390179552403735,0.0394374182276402,-0.202321489985669,-0.039580436941043,0.112850740746095,-0.0317723293207134,0,-0.0477877561125089,0,-1.38777878078145e-17,1.22222411178822,0,-0.0162403864526963
CVIX.Index,0.546175687753017,-0.042258251342341,0.0843959989311293,-0.258066086876665,-0.26799400052328,0.013747802952876,-0.226886347436277,-0.0486521266873028,0.198560208921479,0.136913725692635,0.0119810423676948,0,3.10614408948052,0,0.340765852227087
DXY.Curncy,0,0.00168282107169991,0.0253726120456428,0.0503447866708039,0,0.00720732575527571,0.00964426368250643,0.00737607209496884,0,0.0187821839208206,0.159721205479548,0,0,0,0
SPX.Index,0.016900348936998,-0.00863711660231245,0.00360620778070412,-0.0302521348502117,0.0163902345401229,0.00342315272518211,0,-0.0255816493268444,-0.012412834382658,0.00926944538602988,0.0223214927521095,-0.0223118135474808,0,0,-0.085124667401897
VIX.Index,0,1.73472347597681e-18,-0.0181997061029324,-0.48719122204501,0,0.0625093714790008,0.392511363221458,-0.0248402894648743,0,-0.111248799774057,-0.352907900047827,0.154458685291891,0,-2.21988103832199,0
