,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.203192439998835,-0.146906381551496,0.777376903677269,0.083226636110454,-0.116556662999557,-0.490615168709851,0.0661792765372639,0,0.151813956181825,-0.0195411454970783,0.0143104127195273,0,0,0,0,0,-0.0637174682838892
ETH,0.0342642282390982,0,0.0783434392168732,0,0.153577271773197,0.242260005554045,0.219375545575724,-0.0356431802084583,0.305855377354058,0,0.00893275831984837,0.0442279203999899,0.114225763641081,0.652841244310649,-0.0907116283266835,0,0,0.212730462098197
XRP,0.149384254347099,0,0,0,0,0,0,0,0,0.327392385259593,-0.117553416193603,-0.0399107967193697,-0.277369780529395,-0.0571922075932392,0,0,0,0.082218681443131
LTC,0.365911791697841,0,0.0527235491314952,0,-0.194906629854949,0.0838295080345433,0,0.0566967876727627,0,0,-0.00712173857108877,-0.0129610612756705,0,0,0,0,0,-0.00921489925229935
XMR,0,0.926581705118068,0.609659224077678,-1.65251170508161,0,0.206931066993823,-0.0354850032540844,0,0,-0.275722726122971,-0.144105663648737,-0.0601898470555334,-0.126891332979005,0,0,0,0,-0.0624669953080938
ETC,0,-0.157562602051372,0.107714713278139,0,0.0974502762116137,0,0,-0.117795480654126,0,0.074266334753772,-0.0174374162729713,0.0296008352105379,0.19402323103091,0,0,0,0,-0.208081869401557
DASH,0,0,0.0564903489252482,0.14818031846412,0.0054958420430597,0.0892058905231145,0,0,0,0,-0.0962985038545842,-0.0679336202345771,0,0,0,0,0,0
XEM,0,0,0.446370674154124,0,0.208381658577827,0.286940884141474,-1.18945376073701,0,0,0,-0.0777338162941845,-0.16867644495169,0,0,-0.542035345313996,0,0,-0.0741318436924267
DOGE,0,0.0860707201880302,0,0,-0.0899609146062601,0,0,0.0486822751483268,0,0.0654745498891941,0.0255221371282824,-0.00637431978580974,0,-0.226394214365289,0,0,0,0.0443788992173183
XLM,0,0.0578027548453536,0.531842030921704,-0.54601098010983,0.149647365036594,0.203323190841451,-0.590206056231209,-0.225674729315797,0.284516752818407,0,0.00905383259326104,-0.0831730632312646,0.0183878491826908,0,0.288417013536419,0,0,0
NEO,0,1.64055328362017,-3.90937359226677,0,-0.705467883378774,0,0,0,2.01732949246877,1.36733808648495,0,-0.107065703441902,-1.22561427353625,0,0,0,0,0.789236834340852
ZEC,0,-0.45904390451154,0,0,0.279530051320225,0,-6.15102287976197,-0.211879814845967,0,0,-0.620335139342609,0,-1.66513389414056,0,0,0,0,-0.360553264498729
DGB,0,0,-0.228606940386944,-0.34740748915222,-0.265153809600088,-0.184361700210087,0.620794903183978,0.185227146138142,-0.306462375680574,0.255070683158248,-0.106898866996496,-0.00827395051014062,0,0,0,0,0,0
BV010082.Index,0,0.129747209205314,-0.227973405220214,-0.059776059013923,0,0,0,0,0,0.0791341857052121,0.00441958113823769,-0.00316666329567535,0,0,0,0,0,-0.0346699304498028
CVIX.Index,-0.164122918639983,0.000201948330089626,-0.300885146531275,0,0,-0.20441654785538,0.236916927911862,-0.0799167156882385,0,0.124450152490579,-0.03245118330846,0.00133333499097789,0,-0.258458894915292,0,0,0,0.168768502815706
DXY.Curncy,0,-0.012716821970841,0.00335311371308558,0.044691986722496,0.0240515562672468,0.011850129974445,0,0.00173878960776706,0,0.00157443659259349,0.00637969286475107,0.00289654456828185,0,0.16705864769715,-0.0135262656470732,0,0,0.00101210401558947
SPX.Index,0.00896250156334657,0,0.00804594450610639,0,0.00869936022061275,0,0,0.00316659105549303,0,0,0.00325065549430121,-0.00211067437207888,-0.00091296082418914,0,-0.0411091445281652,0,0,-0.0409605770466093
VIX.Index,0,0.61571725314812,-0.30730278460848,0,-0.311605771804499,-0.430862882735739,0,0.167381556912284,0,0,-0.0140438349876044,0.0353803977455299,0,-1.53679659161655,1.17102722258868,0,-5.28335098306832,0
