,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.325133370565087,0.142764987608705,0.251385550146037,0,0.129654552553116,0.0280244014915864,0.0775112527648967,-0.136519495685207,0.0919676831263899,0.0679518427369627,0,0.0567582247537446,0,0,0
ETH,0.276310664860392,0,0,-0.20130872031991,0.0893553533701199,0.222652031811057,0,0,0,-0.00713397473961788,0.0426233176339383,0.15517542247118,0.179280800252349,0,0,0,0,0
XRP,0,0.167302374083739,0,-0.0562541706120585,0,0,-0.141281030376878,0.0881298869479646,0.47884708016145,0.0823904531063245,0,0.00892765277428412,0.0289935049855661,0.171615349797316,-0.0589188508686388,0,0,0.0874132449358872
LTC,0.678516563841499,0.0200986345728845,0,0,0,-0.172653760659023,0.13879413139056,0.129093112355209,0,0.0928870111200682,0,0.00658309511901382,0.0105826989017633,0,-0.118257441427612,0,0,0
XMR,0.0770493543342045,0.468488238567369,-0.565852815143621,0.454679518340703,0,0.114158744998184,-0.179542611779711,-0.197499044594142,0.256307170580978,0,0.208986844373021,6.93889390390723e-18,-0.140784659641146,0,0.481915043537975,0,0,0
DASH,0.372761217603551,0.0772209764399403,0.0551794020716743,0,0.214931407663767,0,0.47212218020345,0.102310992181351,0.268347347058173,-0.133240443108924,0,-0.0242608560245479,0,0.849206883650255,0,0,0,0
ETC,0.999310561285949,0.378639911396127,0,-0.0351187699717402,-0.339702596092629,0,0,0.0502570346727356,0,0.104477186549561,0.269934360196485,0.00292960582649256,0,0,0,0,0,0.0188361821703738
XEM,0,0.0494359747421124,0,0.0824874077492895,-0.0555223466498857,0.108301690078434,0.220484694369586,0,-0.183131534762474,0.266876351159297,0,0.0324784605435517,-0.376468994787077,0,0,0,0,0
DOGE,0.172340901199935,0,0.238048309281843,0,0,0,2.16840434497101e-19,0,0,0,0.213389486439941,0,0.0634727410006114,0,-0.0866763659605213,0,0,0
ZEC,0.461946017018803,0.0679755151106918,0,0.285360385513685,0,-3.46944695195361e-18,2.16840434497101e-19,-0.0448010095743967,0,0,0.167300183136839,-0.235291547789987,0.118102073232557,0,0,0,0,-0.0532722756806224
XLM,-0.0299963809693227,0,-0.147398400671582,0.0208344957192302,0.00321440249267194,0.0984358561184424,0.189919079424566,0.0721508011375313,0.31388264418954,0.0601332085311213,0,0.0712302957223324,-0.0760046705677292,-0.316861744155161,0,0,0,0
NEO,0.249802916638845,0,0.424257827218704,-0.204699724873238,0,-0.425140351638817,0.0500220142265141,0.104030109247192,0,-0.0272404927507018,0.808370875838916,0,0.0510982753629199,0,0,0,0,-0.383635408267489
DGB,1.15070469357102,0,0,-0.810634532197529,-0.501455237102452,0.319378982747957,-0.000665301879736632,0.0719544104575886,0.0857324777814193,0,0.244642945414488,0.203001517705931,0,-0.0268680633485549,-1.06590146337259,0,0,0.355569940263618
BV010082.Index,-0.262490764870322,0,0.00245877916927602,-0.037237336816769,0.132867916515625,0.0463636682352402,-0.0281157758117014,-0.0296444055185315,0.220224512975715,0.0178885405258969,0.0397338148028295,0.0221131405205602,-0.040100372286747,0,-0.0689583114358996,0.44099070584235,0,0
CVIX.Index,0.123444449972202,0.150476756358544,0.102788834875221,-3.46944695195361e-18,0,-0.0235300962927217,0,-0.165428843506747,0.0487770194146317,-0.0169160092356272,-0.0573141661086438,-0.0462603997744316,0,0,0,0,0,0.0290591358355364
DXY.Curncy,0,0.020794044564553,-0.0595617819083614,0.0277269361208766,0,0.0060534050064094,0,-0.0232707012337297,-0.0127918290107817,0,0,0.00962083200428347,-0.011816150715468,0.195589363320026,0.0385945998880923,0,0,-0.0198036310606681
SPX.Index,0.00738499818596331,0.00884974343917048,-0.0154100365104295,0,-0.0130031759661978,0.00849649076875241,-0.00839440068299807,0.00153493208866164,0,-0.00235827899274479,0,0.00675961546961852,-0.00153190358284819,0.0602274719261497,0,0,0,-0.0595598277406946
VIX.Index,0,-0.208428748895063,0.393060801711533,0.110773189700938,0.236334287074628,0.16950191660461,-0.597973466199894,-0.272670876133799,0,0,0.188343905569166,0.101300301598631,0,0,0.242663708982777,0,0,0
