,BTC,ETH,XRP,BCH,LTC,ADA,XLM,NEO,EOS,MIOTA,DASH,XEM,XMR,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.284401269459283,0,0,0.0569573253226876,0.00344052045245092,0,0,0,0.0528546898029886,0.145529840269629,0,0,0,0,0,0
ETH,0,0,0,0.110166797995529,0.266622617796409,0.0147796733813975,0.0295817894167282,0.116426169369445,0.000402384284301614,0,0,0.16215866194673,0,0.219593304467999,0.00523196198908227,0,0,0,0,0
XRP,-0.230491710753239,-0.345153693489636,0,0,0,0,0.256655290665409,0,0.342660322211644,0,0.0247717881416742,0.232326287862556,0.29610879754099,0.236466104013843,0.0310899435789954,0,0,0,0,0.0607447393481095
BCH,0,0,-0.0699029519883711,0,0.0606401861386392,0,0.0282343892882247,0.197653281464407,0.130436891191086,0,0.328609235584058,0.00685026522278556,0.167545115885444,0.09570050109392,0,0,0,0,0,0
LTC,0.313597550490382,0,0,0,0,0,0,0,0.0390162298417702,0.171181710848152,0,0,0,0.114825107805952,0,0,0,0,0,0
ADA,0,0,0.123833191261087,0,0,0,0,0.137589784312638,0,0,0,0.320320747658576,0,0,0.0146862074526025,0,0,0,0,0
XLM,0,0,0.195872113534012,0.0506915964911899,0,0.511605001796187,0,0.207705374812591,0,0,0,0.145426568512294,0.0467765863939631,0,-0.179858203063653,0,0,0,0,0
NEO,0.158465886408961,0.689107069202197,0.0192115228828602,0,0.0263151119395493,0.0178806600940219,0.182593125395203,0,-0.103777115803776,-0.0628733805780696,0.0316346646569202,0,0.183889531803385,0.0803367286610938,0,0,0,0,0,0
EOS,0,0,0.0172937366674677,0.186054384597988,0.218289767532309,0,0,-0.17897396874988,0,0.169459319031835,0,0,0,0.30173208486506,0.194366811343186,0,0,0,0,-0.0464948875608858
MIOTA,0,0,0.177521356847544,0.0719682040366908,0.287626242369682,-0.0745843532033896,0,0,0.328561663863958,0,0,0.064058831740979,0,0.398852735579636,0,0,0,0,0,0
DASH,0,0.0183939850165138,0.0254765924020435,0,0.197786702298874,0,-0.0293589100857089,0,0.105257743487635,0.144555594419848,0,-0.00182718508185252,0.15175679551448,0.19923252904843,0,0,0,0,0,0
XEM,0,0,0.252570177832644,0.0485164700751508,0,0,0.0978201737350757,0,0,0.405984958809977,0,0,0,0,0.0194692669972272,0,0,0,0,0
XMR,0,0,0,0.220000786018313,0.166059228355639,0,0.0619550938047029,0.162735465142398,0,0,0.0688349025330528,0,0,0.141679553476171,0.0732475675387592,0,0,0,0,0
ETC,0.128906902277858,0.147377343357379,0.168075920522248,0.0657484974598363,-0.0486511704146189,0,0,0.132133466374404,0,0.360098065590879,0,-0.0513090340035735,0.0663970013767002,0,0.0693115182186383,0,0,0,0,0.117465745399522
TRX,0.934617238636628,0,0.135122864979005,0.181815676762131,-1.02698231669618,0.198171262603418,0,-0.505981081266052,0,0.583541625003594,0.157727241448754,-0.746408614725565,0.118217427343743,0.627169340049619,0,0,0,0,0,0
BV010082.Index,0,0,-0.00860764076906936,0.00651611081323861,0.0260334956813507,-0.0161168652597168,-0.0340094530038085,0,0,0.0261587123071403,0,-0.0045942766473848,0,0,0,0,0,0,0,-0.0373944797240459
CVIX.Index,0.00778353372464893,0,0,4.33680868994202e-19,1.73472347597681e-18,0.0680914610240354,-0.0418667605022808,0,0,0.00121279077060568,-0.0385025147985622,0.0555614494525826,-0.0344973009734987,-0.0191694066347794,-0.0150500432677589,0,0,0,0,0.0362253795143632
DXY.Curncy,-0.00614682333998072,0.0104308713364705,0.00289429244823205,0.0013913371184111,0,0,-0.0114665434621178,0,-0.0156562054131508,0,-0.00195285359295592,0.0171550007958198,0.00592605589778971,0,-0.00388710171668748,-0.164935404711787,-0.0914017930052576,0,0,-0.0043400464339656
SPX.Index,-0.0130615306984621,0,0.0140197408066801,0.0296724707648142,0,-0.0354764009841134,0,0.052772911530577,0.0143326599842279,-0.00548698426725721,0.0016772965601308,0.0189878117442303,0,-0.087175045540601,-0.00890352312375722,0,0,0,0,-0.0857050240782839
VIX.Index,-0.758523284407143,0,-0.181936238644705,0,0,-0.056220591609685,0,0.376575097895488,0.300026609470305,0,-0.256178578261876,0,-0.0975778920265697,0.117622837691941,0.08111255472318,-3.18024209629649,0,0,-1.18304398909795,0
