,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.758121345652103,0.0443765252500804,-0.00986954281725944,0.0214112141228178,0,0.0368798394625667,0.0186760390408817,-0.145066027532643,0.0886228224909784,0,0,0.00095959619719248
ETH,-2.26129557054386,0,0.997860086887582,0,0.416694137887059,0,0.119341245357329,0.256678910233853,-0.272191520235032,-0.0120136578848862,1.24091470559767,0,-0.649080245539889,0,-0.530237420179265
XRP,0,0.0356566102186537,0,0.869993294038529,0.249355342013038,0.16885771841278,-0.00203282865748299,0.0602583676396927,0.0864390037696253,-0.108819056496095,-0.598290634070466,-0.223994257885421,1.50773598765385,0,-0.0434023711031871
LTC,0.562126978698455,-0.0104656240744334,0,0,0,0.0716448582861963,0.0240903876727424,0,0,0.00722828696215922,0,0,0,0,0
DASH,0.356314683037197,0.116432648547002,-0.203895504562379,0,0,-0.128716033238287,-0.0485129201722049,0,-0.148710444350184,0.0631056510029924,-0.175363561364255,1.07508100406615,-1.40912527902001,0,0
DOGE,0,0,0.226885410496768,0.155037292783208,0,0,0.0206507168405987,-0.128036896361027,0.23846845898604,0.0470853453472914,0.289710624280997,0,0,0,0.161297089745594
XEM,0,-0.182924123231815,1.09862357003373,0,0.259826752913341,0,0,-0.224336970898576,0.271855045697781,0.131215733259206,-0.687995443980837,1.31769711803869,0,0,-1.33380450436038
XMR,0,0.394924072449968,0,1.35137754964377,-0.143115403568301,-1.12197334713133,-0.220763135781714,0,0.829483789368256,0,0.810677793082853,0,1.43051150290669,-4.06075023830951,-0.74404083477149
XLM,0,0.0135560979723549,0.595246538881715,0.44072698014818,-0.743703694214229,0.250603600510784,0.143146149074999,0.115109487636256,0,0,0,0,-0.865726633198833,-1.06796433300225,0.186036657774642
DGB,0.937713443339986,0.137779178699033,-1.20350181144142,0,-0.337927024576686,0.538720873381025,0.077635077504869,0.13102356608924,0.337243274511486,0,0,-0.267287886564466,5.21074302694474,0,-0.279757404956559
BV010082.INDEX,0,0.0716589108913589,0,0,0,0,0,0,0,-0.0944021327920408,0,0,0,0,0
CVIX.INDEX,0,0.0433471040217386,-0.23935682727047,0,0,0.116370633620399,0.0154406760708285,0.0299617784970542,0,-0.00365824489961996,0,0,0,0,0.199586490795429
DXY.INDEX,0.119276174519981,0.0121057769520782,-0.0699933610898688,0,-0.0124845435083147,0.0119837045283467,0.00398901080201545,0.0206135174356856,0,0.00355917589732987,0,0.0361050956432053,0,0,0.0410005014973109
SPX.INDEX,-0.0781143313548703,-0.0180597040266682,0,0,0,-0.00914013670645579,0,-0.00355587322648282,0.00470188500487702,0,0.0339477411198485,-0.0358597748406621,0,0,-0.0697040067807143
VIX.INDEX,0,-0.0532060048939869,0.00566333892238161,0,0.213416072012838,0.21263179905308,0,0,0,-0.085462499648347,-0.188003226724813,0,0,-2.69557021407024,0
