,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,XLM,ADA,XMR,TRX,XTZ,ETC,DASH,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0737604894367845,0.213800251986659,0.167454401502861,0,-2.16840434497101e-19,0,0.154614074757768,0,0,0,0,0.0345984178130834,-0.0343754929920674,0.0272785285330778,0,0,0,0,-0.0110641715279164
ETH,0,0,0.140206168509136,0.0856189455970003,-0.0154491576351834,0.286122401313707,0.165348339628223,0,0,0.0433407378444203,0.108685592080781,0.0996068915895988,0.0313922569233504,0,0.0115402889835661,-0.00754125101074358,0.0379419952633087,0,0,0
XRP,0,0.189804090492954,0,0.256564446827781,0,0,0,0.120544115612394,0,0,0.197663599855275,0,0.130264092661874,0.0168956643040641,-1.73472347597681e-18,0,0,0,0,0.184012416856403
BCH,0,0,0,0,0.192085665516767,0.705360977064185,0,0.0232900762789464,0.0737552787307727,0,0.147112006202369,-0.0971091266858526,-0.114519253457985,0.0608816624237775,-0.0425093338703823,0,0,0,0,0.010116430033945
BSV,0.615726311931268,0,0.429462772918141,1.3095714256573,0,0.76094178488404,0,0,-1.84852523930475,0,0,0,0,-0.461600322766322,-0.0326635229129244,1.68104717604309,0,0,0,0
LTC,0,0.232370101582988,0,0.152078712241002,0.018949889299828,0,0.198130128189645,0.21293312048703,0,0.0637002401976629,0,0.110375891632853,0,0.0327766260980999,0.000361457686816194,0,0,0,0,0
EOS,0,0.395334870001796,0.0845013126330992,-0.105863885041613,0.0589405817670307,0.556317988020706,0,0,-0.122764730792565,0.0709706568053222,0.143114739209772,0,0.106138301182016,0,0.0145754744440721,0,0,0,0,0
BNB,0,0.0119501220464362,0,0.260132384881424,-0.0759243232090293,0.0560510816421053,0.165789756479676,0,0.100176779954675,0,0.0359853144116755,0.229884141433047,0,0,0.0665844405637184,0,0,0,0,0
XLM,0.222852649467597,0.717441522314885,0.19189463571683,0.0683814428728352,-0.0172211047758792,-0.453438501673061,0,0,0,0.26286361476974,-0.127787319026715,0.0278514544495062,0,-0.0873088456709427,0.0834246791220316,0,0,0,0,0
ADA,0.30564645010736,0.323637130769788,0.174275232418686,-0.112736197192119,0,0,0,0,0,0,0.0640940032384083,0.294823913360254,0.0137302966444921,0,0.0520851331572138,0,0,0,0,0
XMR,0,0.0477766142929809,0,0,-0.0769354125856955,0.0592193241839447,0,0.591974839239451,0.0130285296627186,0.00674138884350749,0,0,0.0300056769488313,0,0.12043126285241,0,0,0,0,-0.00500873313826903
TRX,0,0.20998143756315,0.343276473449027,0,0.00159212682087426,0,0,0,0,0.380698401799012,0,0,-0.0678204613890497,0.0854786616390113,0.10113251148338,0,-0.0801701748084284,0,0,-0.19407875422747
XTZ,0,0,0.594593719327538,0,-0.0344406329416991,0,0.353774649995307,0.681073485246853,0.0240756474455198,0,-0.0175150876486148,-0.81229149001915,0,0.0137007408961346,0.109488787353748,0,0,0,0,-0.110288667798016
ETC,-0.295347493819789,0,-0.522577337182764,0.434464770069285,0.0587351449717208,0,-0.209886307406285,0,0,0,0.629320991955978,0.28095184711343,0.153790733110151,0,0.307421141412159,0.74757150287791,0,0,0,0.225119003986585
DASH,0,0,-3.46944695195361e-18,-0.0977323586958961,0.250882127402973,0,0.567022042561776,0.544396059506907,-0.481447336788064,-0.269742898752473,0.0877488890009542,0,0.0539194501856421,0,0,0,0,0,0,0.283768711293292
BV010082.Index,0,-0.0742141597443224,-0.010034903508477,0,0.0166701782112051,-0.366519165357347,0.147923272960761,0,0.105677928751144,0,-0.0187887694080111,0.325490566533277,0.0675418496154514,0,-0.00181720055231121,0,0.0927070226107883,0,0,-0.0134949987766899
CVIX.Index,0,0,-0.0761632818145747,0,-0.0456769095440882,0,0.412043346134618,0.282308983994341,0.0961467039117632,-0.161045371239805,0.22510023784265,-0.135957673706887,0,-0.197516177833777,0,0.940290996070263,0,0,0,0
DXY.Curncy,0.00634402664049,0,0.0194705040350256,0.00629168507561132,-0.00253969587595898,-0.0110423089764078,0,0,0.0116065740293656,-0.0218417129796803,0,0,-0.0146818448940327,0.0155922203479958,0,0.10953802266928,-0.0347017520903272,0,0,-0.00168568514585741
SPX.Index,0,0,0.00209030577523807,0.0224670812837894,0,0,0.00816410403380697,0.0114178136673132,0,0,-0.0176995705569309,0.00311847572856066,-0.0165214881298418,-0.00303120492441813,0,0.0854333544866628,0.00650211795210245,0,0,-0.0374795469125015
VIX.Index,0.585762088361524,0,0.0988987585089735,0.208464532660559,-0.0461787853540189,-1.06545182435344,0.804831068003492,0,0,-0.662429008654943,-0.486080228298571,0,0,0.182285505722812,0.161291068798436,0,1.05638849225086,0,-8.70619852349702,0
