,BTC,ETH,XRP,BCH,MIOTA,XEM,LTC,NEO,DASH,ETC,XMR,EOS,ZEC,BAT,DOGE,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.131164228848668,0.0868501951383313,0.0470441614472475,0.269560874380311,0.00697116089100091,0.161451193392938,0,0,0.045743792603535,0,-0.0111405926153813,0,0,0,0,0,0
ETH,0,0,0.16274371046325,0.0183605975009025,0.102021199341268,0,0,0.0309154993445343,0,0.250314774065591,0,0.0412364598857378,0.152937150886636,0.150985741976216,0.122048980103481,0,0,0,0,0.0461292231778936
XRP,0.258710701866441,0.373280640081839,0,-0.0394120390128655,0.0225932869820798,0.194980051596519,0,-0.0607577136518783,0,0,0.199095116507083,0,-0.158833173880862,-0.0398447956222401,0.147838056974756,0,0,0,0,0
BCH,0,-0.361712810687188,-2.16840434497101e-19,0,-0.868028610189193,1.10711679470172,-0.960420794484071,0.208285928346447,0.914229774786884,1.00213076799781,0,0.0580175022055853,-0.286861376266764,-0.37228150749545,0,1.78906368088914,0,0,0,-0.258328197697384
MIOTA,0.310528582584562,0,1.14936485049797,0,0,0.42753156684105,-0.120430819696938,0,0,0,0,-0.0247270208683605,0.557875065666827,-0.707243650980802,0.242116859196405,0,0,0,0,0
XEM,0,0.183137106430236,0.345480353300469,0,0.015167376209604,0,0.143554058185819,-0.0245418782516095,0.0859712858635362,0,0.253539370232943,0.108795485728075,-0.212583414726379,0.136735882160951,-0.175260307644362,0,0,0,0,0.0603748573359435
LTC,0,0.0423770644629744,0,0,0.0653300626287101,0,0,0.0275961641961494,0,0.235549310593699,0.0336140027734818,0,0.0830838379214154,0,0,0,0,0,0,0.014374845154825
NEO,0,0.852038866295987,-2.45429366764748,-0.110248078102309,0.140273402064411,0.870573503348862,0,0,0,0,0.383211389209776,0.0728714188698605,0,0,0,0,0,0,0,0.000895833602775682
DASH,0.0165562976107903,0.168116878846728,0,0,0,0.162983208879477,0,0.0552622661543966,0,0.0920722527056782,0.280990163187569,0.0445150480963494,0,0,0,0,0,0,0,0.0610233107221696
ETC,0.00207416855912643,0.247751121862398,0,0,0,0,0.206335524123026,-0.0347280449540301,0.180250084347887,0,0.133235443700188,0.00885157026548082,0,0,0.134511050479167,0,0,0,0,0.038752542962264
XMR,0,0.0186656373999015,0.179978001318794,0.167527421592442,0,0.0305957284337212,0,0.0190367613773686,0.126979897195812,0,0,0.06788080361452,0.206774389498883,0.107469107301415,0.0736462695581419,0,0,0,0,0
EOS,0,0.415265137182149,0,-0.074174227576912,0.130049242757212,0,-0.492705706741677,0.158654132914463,-0.311030746365719,0.759888148222624,0,0,0,-2.77555756156289e-17,0.259743475444778,0,0,0,0,0
ZEC,0,0,0,0,0.123099055767823,0,0.0256106024190767,0.0190727758501233,0,0,0.202714743573929,0.00944518830630048,0,0,0.405718994430814,0,0,0,0,0
BAT,0,0,0,0,0.0341013596491961,0.110380909821597,-0.0468158653132954,0.00519379725668617,0,-0.311291740170028,0.250110172313221,0.0238182800529298,0.436092488409391,0,0.570307631326797,0,0,0,0,-0.0497722035568898
DOGE,0.23389233330385,0,0.52019129513475,-0.00677104464471801,0.0705025120805426,0,0.0851895512445573,-0.00218140063626101,0,0,0,-0.0293752849632037,0,0.111447062335661,0,0,0,0,0,0
BV010082.Index,-0.120329816653214,0.0375215179772735,-0.0139639643240801,0.00901381321032044,0.023817116628661,-0.0514337089959938,0.0306358133025331,0.00170048455889313,0.059607554135454,-0.0390268945802395,0.0209769361991343,0.0120796724207705,0,0.0131816481654302,0,0,0,0,0,0.0178874999415835
CVIX.Index,0,-0.0794952537087562,0.133698252596605,0.00258897454696797,0.0673940345458727,0,0.024559293371646,0.0227833580349735,-0.110379843129757,0,0.00866492618046884,0.0282951485783522,-0.104332932135873,0,0,0,0,0,0,0.0976828973768229
DXY.Curncy,0.0313640338280812,-0.0295249902229848,0.03456123296364,0,0.00642104897457593,-0.0120000501464124,0,-0.00644703849790583,0.0095427839244492,0.00861391426683847,-0.00608607870853173,0.00394154380661162,0,0.0019738211277442,-0.0192807315748986,0,-0.0391265749367686,0,0,-0.0107854289725824
SPX.Index,0.0111354218193959,-2.16840434497101e-19,0.00344118024914847,0,0,0,0,-0.00125439548290778,0,-0.00458889059748354,-0.000285020472817822,0.00104672548342009,0.00768194383504673,-0.0035679039817482,0,0,0,0,0,-0.0529429304117007
VIX.Index,0,0.527020800700903,0.744349277834179,0,-0.216733048099933,0,0.249020537060253,-0.0092941827339888,-0.482954742422671,0,0,0,-0.463553137462667,0.196424598500189,-0.208791823410301,0,1.57108418747779,0,0,0
