,BTC,XRP,LTC,ETH,DOGE,DASH,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0281326594208966,0.343338767612597,0.0947640406402878,0.00760136261710209,0.00816288260863504,0.0257386446586063,0.183689060352685,0.0520974391645417,0.0142912282025652,-0.0930523668527488,0.120264284239531,0,0,-0.143811545332498
XRP,0,0,0,0.0358081929305227,0.483733750267344,0.397778726698502,0.121372697458132,-0.346398556365444,0.0272486160541646,0.0266284052164635,0,0.587489444253025,0,0,-0.303278019248624
LTC,0.694151292312416,0.180271264768825,0,-0.0346558214490774,0.0531298556354635,0,0.001208407094568,0,-0.0112632155433018,-0.0187020559576048,0.188866933250529,0.0579206836135745,0,0,0.0727263259638039
ETH,0,-0.422766788829792,-1.92949929416469,0,1.35623376347614,-0.0901583498826666,0.610910987061449,-0.150151452846562,-0.0340067658000046,-0.399812977601196,0.424285063617768,-0.0349844621349736,6.49377141799951,0,0.20302553913923
DOGE,0.207321884264422,0.182935490520395,0,0.0270005879200702,0,0,0.0217913849830642,0.190252464812433,0.00373860794709017,-0.0476333479265811,0.0189732928788091,-0.115007963115524,0,0.0580609181538464,0.0565222708647062
DASH,0,-0.125044682086574,0,-0.11948454307666,0.446442246404544,0,-0.0565484962867401,0,0.0207621140670356,0,0,0,0,0,-0.102042250664233
XLM,0,-0.285280043963704,0,-0.0395343015557652,0,0,0,0,-0.0365592031783902,-0.0698698946694453,0,0,0,0,0
XMR,1.634232845257,0,-0.262187543558291,-0.114199102516091,-0.445946606261712,-0.23628780559308,0.122561363192851,0,0.000984275672184742,-0.0743322141250377,0.277953116734411,-0.814297852569944,0,0,0.0967251606749938
DGB,-2.87910039396435,0,0,0.627416569298588,0,0.798080872485817,1.11427546639016,1.61788428209398,0,0.518217090364366,-1.00781224907628,1.93679678366776,-10.9581283901827,0,-1.16221080709086
XEM,0,0.145605416498998,-0.789763663173054,-0.0186966295733613,1.58759658602422,-0.604371280265658,0.612840654229745,-0.994687627234134,0.113455141985558,0,-6.93889390390723e-18,1.12889040632181,0,1.90266402762101,0.0886322453332516
BV010082.Index,-0.312936230383089,0,0.703658854076485,0.0622245737370857,-0.22532793235338,-0.710880520614269,-0.0387562872841475,-0.158540598078689,-0.0274680808995516,0.169355452019424,0,0,0.612241488092536,1.4742700919189,0.241712518602302
CVIX.Index,0,0,0.0641232513932464,-0.0384699942633139,0,0.110098000261817,-0.298626026014701,0,1.0842021724855e-19,0.0869579264739971,0,0,0,0,0.0901282057876457
DXY.Curncy,0,-0.0212885086328331,0.020793886248179,0.0150767273935489,0,0,-0.0204983057897546,0.0464700072601024,-0.0207997135466707,0.0128113661148878,0.047829149215909,0,0,0,-0.0296779410244478
SPX.Index,0,-0.0769882586908699,0,0.00401248030674563,0.130893666556514,0,0,-0.0208217057270147,0,-0.00134319217434711,0.059688773441067,-0.0796339272011758,0,0,-0.158648041302589
VIX.Index,0,-0.435380513930281,0,0.0783432237260779,0.764011447776541,0,-0.0312810749486803,-0.0676432788731676,0.0261443767875268,-0.0722977959493006,0.425722163565163,0.186072202845364,0,-4.79193519386603,0
