,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.139693876990324,0,0.299259948796678,-0.0250481919798939,0,-0.016303987602659,0.0651065741429682,0,0.0378288689190636,0.033794095148473,-0.140718460230381,-0.288868772974079,0,-1.67356525395395,-0.14179862430663
ETH,0.392910650722818,0,0,0.0191524555829304,0.0427390480366958,0.0211033120170578,0,-0.10917887870042,0,0,-0.0468600070255553,0.401607999574275,0,0,0,0.0782471877411093
XRP,0,-0.0743958610553182,0,0,-0.0542047264336135,0.0774753230446207,0.17535980575592,0.159695303787847,0.102084757112527,0.325211365466675,0.203733332509855,-0.0955911740685544,0,0,0,0.173305172919912
LTC,0.419847004176936,0,0,0,0.0537208404301887,0.0082332619378997,0.0144397725345459,0,0.112149227145819,0,0.000551493198485628,0,0,0,0,0.0349349779590966
ETC,-1.7268553061055,0,0.378815237981629,1.39404845636754,0,-0.168348083478173,0.575710903184798,-0.112921467017492,-0.892616207515237,0.0524724940534327,0.23733817235953,0.955073872009469,-0.480863566623295,0,0,-0.363390664069001
XMR,0,0.737035718313108,-0.393122704461381,0,0,0,0.409422815210726,-0.148493914325022,-0.402333789353763,0.580818361792842,-0.203075863981584,-1.11745386716475,0.734171913989107,0,0,0.00843894800420892
DASH,0,-0.257084294567944,-0.23510590794591,0,0.0885210453858207,0.0498052811101874,0,0.0262949233175101,-0.0337947241171117,0.214686098937394,-0.141731023097467,0,0,0,0,-0.1349825938719
XEM,0.57970663781226,0.47968555578978,0.163115303666395,-0.452712125253157,-0.0286123211128859,0.0732700699930086,0.364206303658792,0,0,0,0.175474345388222,0,-1.02643319857992,0,-1.69379574121415,-0.161176452365993
DOGE,0,0,0.231468878539792,0,-0.362246961857972,-0.0772841671309494,0,0,0,0,-0.151085989709351,0,0,0,0,0.0200382561320333
XLM,-0.129735200398319,0,0.657913604142785,0,0,0.0344528875884326,0,-0.0727558481837833,-0.194770776615537,0,0,0.763126928313671,0.65234016299696,0,0,-0.0560914458411361
DGB,-1.61253437067238,0.658276209978599,0.348922976439711,0,-0.458044673039741,-0.101927895312903,-0.123530866529492,-0.303604771567921,-0.461180972535449,0,0,-0.584612332405255,0,0,0,0.00667326342888443
BV010082.Index,0,0,-0.0184338032189743,-0.20343314109365,-0.0525883822519011,0.0359007209346662,-0.0574235968478248,-0.0998970806118143,-0.0889137339675488,-0.0380782734998137,0,0,0.115861041166447,0.456978445104397,0,0.0441994108067593
CVIX.Index,-0.351385973974605,0.11137850180714,-0.0107298799481692,0.15919906440021,-0.0540926114696045,0,0.100421397410832,0.0512407748045748,0.0549488370895897,0.0951999387107749,0.0840344975251712,-0.236433008278849,0,0,0,0.128525308434983
DXY.Curncy,-0.0168655912182938,0.0297396495501807,0.034474178086361,0,-0.0154765856527434,0.00503690655971005,0.0185512413072373,-0.0165926336826144,0,0.00261790952817914,-0.0188516719837953,0.188845323951958,-0.0658608979602816,0,0,-0.00494484373021365
SPX.Index,-0.0244703408320487,0.0223447333712557,0.0105618336121352,0,0,0.00574187522308433,0.0107230109600165,0.00883357031050376,0.0320471752904564,-0.0120858594171103,0.0164659041718334,-0.0376211481421485,0,0,0,-0.0670963061864143
VIX.Index,0,0.215528559904125,0.0798792110504199,0,0.0871722644877644,0.0425825307877074,0,-0.128761928895702,0.317452224755699,-0.136651540627636,0.196755902116217,0,1.24011088450208,0,-5.67481886975657,0
