,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.045828772102036,-0.149568506273221,0.56499357228966,0.0740764173902545,0.122438436384105,0.0455318441839087,0.118654490373119,-0.0217009765156923,-0.0274418581624659,-0.150205541288157,0.0256786743287249,0,0,0
ETH,0.0213160353030512,0,0,0,-0.107208165907635,0.898540325137361,0,-1.45151358632362,-0.12929522989035,0.357988295635709,0.363552845078242,0,0,0,0.260498404740091
XRP,-0.802375369188071,0.057318960949842,0,0.744228632203809,0.123349992994676,0.155264364768062,0.202432272184362,0,-0.0591401485166822,-0.0736083759425049,0.256388537422581,0.155245847136814,0,0,0.136925348810751
LTC,0.61869606640602,-0.139992713230982,-0.187459400421222,0,-0.0657183718751886,0.323780980582102,0.413801933069394,0,0.198873928388009,0,0,0,0,0,0
XEM,0.594405861689436,0.0411439706757733,0,0.854568448548243,0,0,0,0,0.518916810822006,0.408254460721227,1.17963011884817,0,0,0,0.413401332494888
DASH,-0.235795990577482,0.0498295965020237,0.227341177498207,0.238355391858313,-0.0162606736786966,0,-0.0942825380449237,0.121323428816451,0.0961729410471327,0.20873186721913,-0.409278186781951,0.0474270187421151,0,0,-0.0616107123569361
DOGE,0,0.0601119111551914,0,0.449841898810237,-0.0821474606884587,0.151235080756959,0,0.118681190681983,0.105038715648081,0,0,-0.0763835996674053,0,0,0
XMR,1.0108263055572,-0.143060713446174,0.302586433520232,-0.286021201849658,-0.103758721055178,0.00201270835734888,0,0,0.163443110519755,0,0,0.0512945658382453,0,0,-0.0900863075456551
XLM,0.0507333539330626,0.204118977271949,-0.279932355983671,0.0945618147976682,0.144271819091614,0,-0.0142899258263987,0.250447027828801,0,-0.375404567006497,0,-0.266066507746776,-0.561729301716915,0,0.160984740460417
DGB,-0.674887701163403,0.305370128407018,0,0.381086269537405,0.165211177887577,0,0,0.29167514845548,-0.55001287554272,0,0,0,0,0,0.135165536389435
BV010082.Index,-0.295669892404894,0.218729975715848,-0.0575564037640325,0,0.0201506971408549,-0.122393629944134,1.73472347597681e-18,0,0.130128396698869,0,0,0.0402618837910058,1.95227436310129,0,-0.201608335169395
CVIX.Index,0.4637619042849,-0.156525886051017,0.147100826076381,-0.425585378422545,-0.00932588166234903,0.300138674972419,0.171129378596829,-0.130402926420162,0,0.0852507897573368,0.33055049362251,0,-0.41442651970713,0,0.185010949448503
DXY.Curncy,0,0,0.0112289143901163,-4.33680868994202e-19,0,0.0442324673879669,0,0,0,0.00985162014507464,0.15896164427706,0,0,0,0.000691570718293487
SPX.Index,0.0156881502401225,-0.00564453177906941,-0.0214632606510915,0,-0.0172394103588726,0,-0.0315531303679391,0.0131878995216387,0.0442057121960101,-0.00475412614235422,0,-0.0607916964272151,0,0,-0.0768082842715323
VIX.Index,-0.0795723051855264,0.257386348545541,-0.613493663012223,0,-0.155321690194037,0.231193176501475,-0.661887477011429,0.389418627413678,0.53857866963443,-0.381144724878466,-0.0430427662490946,0.759065551720896,-2.16911470016181,-4.31549222731186,0
